est_method,cp_time,dets,error,habitat
knn,5,35,145,3
knn,5,35,26,3
knn,5,59,45,4
knn,5,59,30,4
knn,5,59,772,4
knn,5,67,35,4
knn,5,67,82,4
knn,5,67,180,4
knn,5,57,52,4
knn,5,57,60,4
knn,5,57,67,4
knn,5,61,59,4
knn,5,61,30,4
knn,5,61,18,4
knn,5,69,23,5
knn,5,69,76,5
knn,5,69,12,5
knn,5,75,8,4
knn,5,75,66,4
knn,5,75,77,4
knn,5,86,26,4
knn,5,86,30,4
knn,5,86,93,4
knn,5,58,470,4
knn,5,58,159,4
knn,5,58,45,4
knn,5,50,34,4
knn,5,50,484,4
knn,5,50,216,4
knn,5,51,65,3
knn,5,51,84,3
knn,5,51,473,3
knn,5,59,84,3
knn,5,59,67,3
knn,5,59,37,3
knn,5,41,601,1
knn,5,41,69,1
knn,5,41,51,1
knn,5,50,508,3
knn,5,50,91,3
knn,5,50,19,3
knn,5,36,49,4
knn,5,36,682,4
knn,5,36,132,4
knn,5,58,91,1
knn,5,58,110,1
knn,5,58,19,1
knn,5,34,660,1
knn,5,34,60,1
knn,5,34,577,1
knn,5,67,47,2
knn,5,67,59,2
knn,5,67,130,2
knn,5,30,34,2
knn,5,30,656,2
knn,5,30,374,2
knn,5,46,53,4
knn,5,46,12,4
knn,5,46,59,4
knn,5,43,653,4
knn,5,43,12,4
knn,5,43,33,4
knn,5,40,403,1
knn,5,40,387,1
knn,5,40,158,1
knn,5,45,633,1
knn,5,45,105,1
knn,5,45,90,1
knn,5,39,84,4
knn,5,39,69,4
knn,5,39,118,4
knn,5,17,711,4
knn,5,17,688,4
knn,5,17,711,4
knn,5,37,19,4
knn,5,37,8,4
knn,5,37,685,4
knn,5,26,632,4
knn,5,26,369,4
knn,5,26,697,4
knn,5,39,157,4
knn,5,39,170,4
knn,5,39,372,4
knn,5,22,65,1
knn,5,22,601,1
knn,5,22,622,1
knn,5,48,75,4
knn,5,48,85,4
knn,5,48,84,4
knn,5,35,124,4
knn,5,35,464,4
knn,5,35,207,4
knn,5,39,82,4
knn,5,39,209,4
knn,5,39,628,4
knn,5,32,149,1
knn,5,32,373,1
knn,5,32,615,1
knn,5,54,42,1
knn,5,54,111,1
knn,5,54,344,1
knn,5,30,184,4
knn,5,30,156,4
knn,5,30,738,4
knn,5,44,113,4
knn,5,44,87,4
knn,5,44,95,4
knn,5,35,487,4
knn,5,35,64,4
knn,5,35,71,4
knn,5,37,26,4
knn,5,37,91,4
knn,5,37,444,4
knn,5,43,237,4
knn,5,43,17,4
knn,5,43,30,4
knn,10,45,23,4
knn,10,45,329,4
knn,10,45,33,4
knn,10,67,72,5
knn,10,67,65,5
knn,10,67,154,5
knn,10,62,79,5
knn,10,62,77,5
knn,10,62,90,5
knn,10,50,42,4
knn,10,50,60,4
knn,10,50,33,4
knn,10,37,154,4
knn,10,37,121,4
knn,10,37,90,4
knn,10,38,116,4
knn,10,38,25,4
knn,10,38,102,4
knn,10,52,164,4
knn,10,52,138,4
knn,10,52,136,4
knn,10,37,60,4
knn,10,37,37,4
knn,10,37,88,4
knn,10,29,49,4
knn,10,29,79,4
knn,10,29,79,4
knn,10,48,42,4
knn,10,48,51,4
knn,10,48,89,4
knn,10,56,53,4
knn,10,56,89,4
knn,10,56,60,4
knn,10,35,41,4
knn,10,35,94,4
knn,10,35,45,4
knn,10,33,71,4
knn,10,33,55,4
knn,10,33,26,4
knn,10,52,51,3
knn,10,52,35,3
knn,10,52,42,3
knn,10,49,33,3
knn,10,49,25,3
knn,10,49,19,3
knn,10,46,47,3
knn,10,46,8,3
knn,10,46,18,3
knn,10,63,71,4
knn,10,63,49,4
knn,10,63,63,4
knn,10,29,71,1
knn,10,29,270,1
knn,10,29,34,1
knn,10,61,8,4
knn,10,61,24,4
knn,10,61,45,4
knn,10,74,17,4
knn,10,74,42,4
knn,10,74,18,4
knn,10,81,50,4
knn,10,81,50,4
knn,10,81,26,4
knn,10,26,67,4
knn,10,26,65,4
knn,10,26,109,4
knn,10,37,56,4
knn,10,37,108,4
knn,10,37,136,4
knn,10,22,109,4
knn,10,22,159,4
knn,10,22,159,4
knn,10,24,84,3
knn,10,24,84,3
knn,10,24,65,3
knn,10,13,30,3
knn,10,13,61,3
knn,10,13,78,3
knn,10,25,58,3
knn,10,25,50,3
knn,10,25,75,3
knn,10,25,183,3
knn,10,25,37,3
knn,10,25,37,3
knn,10,38,82,4
knn,10,38,82,4
knn,10,38,69,4
knn,10,44,17,3
knn,10,44,17,3
knn,10,44,17,3
knn,10,57,33,4
knn,10,57,42,4
knn,10,57,26,4
knn,10,53,35,4
knn,10,53,12,4
knn,10,53,33,4
knn,10,49,69,4
knn,10,49,49,4
knn,10,49,84,4
knn,10,46,74,4
knn,10,46,63,4
knn,10,46,105,4
knn,10,45,49,4
knn,10,45,275,4
knn,10,45,42,4
knn,10,66,42,3
knn,10,66,184,3
knn,10,66,58,3
knn,10,40,26,3
knn,10,40,49,3
knn,10,40,84,3
knn,10,49,35,3
knn,10,49,92,3
knn,10,49,49,3
knn,10,58,67,5
knn,10,58,37,5
knn,10,58,277,5
knn,10,31,37,5
knn,10,31,143,5
knn,10,31,45,5
knn,10,36,34,4
knn,10,36,61,4
knn,10,36,67,4
knn,10,24,37,4
knn,10,24,72,4
knn,10,24,23,4
knn,10,46,25,4
knn,10,46,67,4
knn,10,46,34,4
knn,10,56,24,1
knn,10,56,118,1
knn,10,56,24,1
knn,10,23,17,4
knn,10,23,143,4
knn,10,23,17,4
knn,10,30,37,4
knn,10,30,37,4
knn,10,30,37,4
knn,10,44,251,5
knn,10,44,8,5
knn,10,44,8,5
knn,10,48,51,4
knn,10,48,51,4
knn,10,48,51,4
knn,10,34,75,4
knn,10,34,37,4
knn,10,34,417,4
knn,10,37,304,4
knn,10,37,19,4
knn,10,37,100,4
knn,10,72,74,1
knn,10,72,19,1
knn,10,72,75,1
knn,10,57,103,5
knn,10,57,135,5
knn,10,57,56,5
knn,10,45,93,5
knn,10,45,53,5
knn,10,45,71,5
knn,10,67,151,5
knn,10,67,26,5
knn,10,67,284,5
knn,10,42,208,5
knn,10,42,84,5
knn,10,42,8,5
knn,10,42,183,5
knn,10,42,19,5
knn,10,42,133,5
knn,10,48,79,5
knn,10,48,42,5
knn,10,48,26,5
knn,10,57,17,2
knn,10,57,196,2
knn,10,57,51,2
knn,10,39,35,4
knn,10,39,42,4
knn,10,39,37,4
knn,10,38,33,4
knn,10,38,30,4
knn,10,38,37,4
knn,10,32,17,4
knn,10,32,49,4
knn,10,32,26,4
knn,10,32,53,4
knn,10,32,61,4
knn,10,32,43,4
knn,10,65,24,4
knn,10,65,24,4
knn,10,65,35,4
knn,10,50,75,4
knn,10,50,17,4
knn,10,50,26,4
knn,10,67,59,4
knn,10,67,33,4
knn,10,67,12,4
knn,10,67,17,2
knn,10,67,65,2
knn,10,67,75,2
knn,10,56,12,4
knn,10,56,79,4
knn,10,56,50,4
knn,10,63,60,4
knn,10,63,77,4
knn,10,63,74,4
knn,10,43,8,4
knn,10,43,332,4
knn,10,43,379,4
knn,10,61,26,3
knn,10,61,123,3
knn,10,61,19,3
knn,10,61,34,2
knn,10,61,67,2
knn,10,61,56,2
knn,10,46,77,2
knn,10,46,79,2
knn,10,46,166,2
knn,10,28,127,2
knn,10,28,49,2
knn,10,28,213,2
knn,10,38,53,3
knn,10,38,65,3
knn,10,38,172,3
knn,10,39,26,4
knn,10,39,160,4
knn,10,39,56,4
knn,10,29,97,3
knn,10,29,144,3
knn,10,29,71,3
knn,10,72,49,5
knn,10,72,223,5
knn,10,72,42,5
knn,10,30,75,4
knn,10,30,60,4
knn,10,30,60,4
knn,10,40,8,4
knn,10,40,51,4
knn,10,40,19,4
knn,10,42,33,4
knn,10,42,25,4
knn,10,42,19,4
knn,10,34,30,4
knn,10,34,77,4
knn,10,34,54,4
knn,10,62,24,3
knn,10,62,24,3
knn,10,62,24,3
knn,10,68,17,5
knn,10,68,24,5
knn,10,68,17,5
knn,10,63,19,4
knn,10,63,42,4
knn,10,63,24,4
knn,10,66,67,4
knn,10,66,45,4
knn,10,66,49,4
knn,10,53,116,5
knn,10,53,206,5
knn,10,53,24,5
knn,10,67,17,4
knn,10,67,93,4
knn,10,67,77,4
knn,10,77,17,5
knn,10,77,397,5
knn,10,77,37,5
knn,10,69,42,5
knn,10,69,83,5
knn,10,69,17,5
knn,10,47,47,5
knn,10,47,67,5
knn,10,47,259,5
knn,10,44,45,5
knn,10,44,168,5
knn,10,44,102,5
knn,10,51,37,5
knn,10,51,120,5
knn,10,51,112,5
knn,10,45,17,4
knn,10,45,174,4
knn,10,45,17,4
knn,10,34,94,4
knn,10,34,161,4
knn,10,34,47,4
knn,10,69,72,5
knn,10,69,59,5
knn,10,69,137,5
knn,10,41,100,5
knn,10,41,112,5
knn,10,41,56,5
knn,10,43,82,5
knn,10,43,53,5
knn,10,43,60,5
knn,10,56,42,4
knn,10,56,100,4
knn,10,56,59,4
knn,10,47,26,4
knn,10,47,30,4
knn,10,47,71,4
knn,10,43,77,5
knn,10,43,37,5
knn,10,43,85,5
knn,10,46,35,4
knn,10,46,60,4
knn,10,46,100,4
knn,10,57,72,5
knn,10,57,24,5
knn,10,57,50,5
knn,10,66,18,5
knn,10,66,42,5
knn,10,66,30,5
knn,10,38,469,5
knn,10,38,34,5
knn,10,38,123,5
knn,10,62,59,4
knn,10,62,59,4
knn,10,62,61,4
knn,10,77,221,5
knn,10,77,65,5
knn,10,77,35,5
knn,10,69,124,5
knn,10,69,59,5
knn,10,69,79,5
knn,10,86,139,4
knn,10,86,17,4
knn,10,86,132,4
knn,10,77,84,4
knn,10,77,24,4
knn,10,77,71,4
knn,10,65,117,4
knn,10,65,45,4
knn,10,65,120,4
knn,10,59,83,4
knn,10,59,65,4
knn,10,59,210,4
knn,10,41,153,4
knn,10,41,114,4
knn,10,41,198,4
knn,10,38,183,4
knn,10,38,26,4
knn,10,38,183,4
knn,10,53,154,4
knn,10,53,37,4
knn,10,53,109,4
knn,10,47,50,4
knn,10,47,87,4
knn,10,47,141,4
knn,10,46,124,4
knn,10,46,43,4
knn,10,46,118,4
knn,10,69,60,3
knn,10,69,121,3
knn,10,69,109,3
knn,10,44,43,4
knn,10,44,137,4
knn,10,44,120,4
knn,10,50,75,4
knn,10,50,123,4
knn,10,50,95,4
knn,10,52,48,4
knn,10,52,60,4
knn,10,52,90,4
knn,10,42,69,1
knn,10,42,24,1
knn,10,42,43,1
knn,10,110,34,4
knn,10,110,33,4
knn,10,110,25,4
knn,10,114,37,5
knn,10,114,49,5
knn,10,114,71,5
knn,10,115,42,4
knn,10,115,56,4
knn,10,115,30,4
knn,10,119,35,4
knn,10,119,47,4
knn,10,119,63,4
knn,10,49,104,4
knn,10,49,56,4
knn,10,114,16,5
knn,10,114,25,5
knn,10,114,53,5
knn,10,137,26,5
knn,10,137,26,5
knn,10,137,30,5
knn,10,88,61,4
knn,10,88,42,4
knn,10,88,123,4
knn,10,64,35,3
knn,10,64,218,3
knn,10,64,134,3
knn,10,62,12,4
knn,10,62,83,4
knn,10,62,356,4
knn,10,80,25,4
knn,10,80,116,4
knn,10,80,109,4
knn,10,54,45,4
knn,10,54,196,4
knn,10,54,98,4
knn,10,60,104,3
knn,10,60,108,3
knn,10,60,184,3
knn,10,42,210,4
knn,10,42,149,4
knn,10,42,17,4
knn,10,46,33,4
knn,10,46,130,4
knn,10,46,180,4
knn,10,62,34,4
knn,10,62,127,4
knn,10,62,160,4
knn,10,47,118,4
knn,10,47,120,4
knn,10,47,141,4
knn,10,60,169,4
knn,10,60,123,4
knn,10,60,390,4
knn,10,71,150,4
knn,10,71,34,4
knn,10,71,42,4
knn,10,48,138,5
knn,10,48,33,5
knn,10,48,75,5
knn,10,45,130,5
knn,10,45,19,5
knn,10,45,34,5
knn,10,57,179,5
knn,10,57,63,5
knn,10,57,82,5
knn,10,48,63,4
knn,10,48,84,4
knn,10,48,17,4
knn,10,77,157,4
knn,10,77,42,4
knn,10,77,51,4
knn,10,40,137,5
knn,10,40,24,5
knn,10,40,249,5
knn,10,68,153,4
knn,10,68,45,4
knn,10,68,8,4
knn,10,55,214,4
knn,10,55,139,4
knn,10,55,240,4
knn,10,93,142,5
knn,10,93,42,5
knn,10,93,79,5
knn,10,84,146,4
knn,10,84,50,4
knn,10,84,35,4
knn,10,66,250,4
knn,10,66,42,4
knn,10,66,105,4
knn,10,70,136,4
knn,10,70,53,4
knn,10,70,101,4
knn,10,65,220,4
knn,10,65,231,4
knn,10,65,24,4
knn,10,65,227,4
knn,10,65,77,4
knn,10,65,58,4
knn,10,57,200,4
knn,10,57,42,4
knn,10,57,18,4
knn,10,38,173,5
knn,10,38,79,5
knn,10,38,119,5
knn,10,56,56,4
knn,10,56,24,4
knn,10,56,53,4
knn,10,43,26,4
knn,10,43,24,4
knn,10,45,70,4
knn,10,45,19,4
knn,10,45,109,4
knn,10,50,59,2
knn,10,50,90,2
knn,10,50,24,2
knn,10,62,8,2
knn,10,62,116,2
knn,10,62,17,2
knn,10,42,134,4
knn,10,42,133,4
knn,10,42,37,4
knn,10,55,23,4
knn,10,55,24,4
knn,10,55,361,4
knn,10,67,19,4
knn,10,67,12,4
knn,10,67,42,4
knn,10,74,53,4
knn,10,74,42,4
knn,10,74,53,4
knn,10,56,25,4
knn,10,56,210,4
knn,10,56,321,4
knn,10,50,382,4
knn,10,50,374,4
knn,10,50,58,4
knn,10,43,417,4
knn,10,43,79,4
knn,10,43,183,4
knn,10,70,151,4
knn,10,70,67,4
knn,10,70,396,4
knn,10,68,61,4
knn,10,68,87,4
knn,10,68,101,4
knn,10,85,172,4
knn,10,85,63,4
knn,10,85,67,4
knn,10,88,12,4
knn,10,88,59,4
knn,10,88,95,4
knn,10,35,193,4
knn,10,35,219,4
knn,10,35,255,4
knn,10,62,239,4
knn,10,62,61,4
knn,10,62,26,4
knn,10,31,197,4
knn,10,31,216,4
knn,10,31,216,4
knn,10,46,176,4
knn,10,46,78,4
knn,10,46,185,4
knn,10,102,169,3
knn,10,102,95,3
knn,10,102,30,3
knn,10,72,19,4
knn,10,72,60,4
knn,10,72,67,4
knn,10,99,34,4
knn,10,99,8,4
knn,10,99,42,4
knn,10,64,42,2
knn,10,64,26,2
knn,10,64,8,2
knn,10,68,42,2
knn,10,68,8,2
knn,10,68,71,2
knn,10,74,45,2
knn,10,74,34,2
knn,10,74,89,2
knn,10,90,77,2
knn,10,90,58,2
knn,10,90,93,2
knn,10,70,45,4
knn,10,70,12,4
knn,10,70,37,4
knn,10,99,12,4
knn,10,99,19,4
knn,10,99,30,4
knn,10,90,17,4
knn,10,90,8,4
knn,10,90,176,4
knn,10,109,53,3
knn,10,109,50,3
knn,10,109,23,3
knn,10,127,63,3
knn,10,127,106,3
knn,10,127,30,3
knn,10,73,489,4
knn,10,73,33,4
knn,10,73,143,4
knn,10,105,0,4
knn,10,105,42,4
knn,10,105,45,4
knn,10,100,37,4
knn,10,100,56,4
knn,10,100,93,4
knn,10,91,72,4
knn,10,91,42,4
knn,10,91,30,4
knn,10,100,60,4
knn,10,100,33,4
knn,10,100,0,4
knn,10,116,17,3
knn,10,116,47,3
knn,10,116,17,3
knn,10,118,12,3
knn,10,118,53,3
knn,10,118,8,3
knn,10,103,65,4
knn,10,103,26,4
knn,10,103,42,4
knn,10,69,179,5
knn,10,69,90,5
knn,10,69,42,5
knn,10,95,42,5
knn,10,95,72,5
knn,10,95,60,5
knn,10,56,185,4
knn,10,56,285,4
knn,10,56,214,4
knn,10,63,211,4
knn,10,63,0,4
knn,10,63,53,4
knn,10,98,35,4
knn,10,98,17,4
knn,10,98,212,4
knn,10,77,63,4
knn,10,77,75,4
knn,10,77,35,4
knn,10,82,47,2
knn,10,82,58,2
knn,10,82,37,2
knn,10,71,71,1
knn,10,71,162,1
knn,10,71,24,1
knn,10,73,30,1
knn,10,73,19,1
knn,10,73,179,1
knn,10,72,150,1
knn,10,72,17,1
knn,10,72,19,1
knn,10,50,463,4
knn,10,50,45,4
knn,10,50,26,4
knn,10,75,33,5
knn,10,75,37,5
knn,10,75,8,5
knn,10,50,376,4
knn,10,50,95,4
knn,10,50,77,4
knn,10,83,51,4
knn,10,83,71,4
knn,10,83,67,4
knn,10,85,56,5
knn,10,85,82,5
knn,10,85,12,5
knn,10,74,61,5
knn,10,74,33,5
knn,10,74,347,5
knn,10,98,117,5
knn,10,98,60,5
knn,10,98,17,5
knn,10,67,273,2
knn,10,67,86,2
knn,10,67,77,2
knn,10,87,95,2
knn,10,87,19,2
knn,10,87,162,2
knn,10,93,160,2
knn,10,93,75,2
knn,10,93,43,2
knn,10,89,61,2
knn,10,89,420,2
knn,10,89,43,2
knn,10,106,25,5
knn,10,106,24,5
knn,10,106,74,5
knn,10,97,67,4
knn,10,97,69,4
knn,10,97,23,4
knn,10,66,303,5
knn,10,66,67,5
knn,10,66,45,5
knn,10,88,19,5
knn,10,88,30,5
knn,10,88,12,5
knn,10,100,37,3
knn,10,100,175,3
knn,10,100,49,3
knn,10,84,25,3
knn,10,84,42,3
knn,10,84,53,3
knn,10,73,30,3
knn,10,73,23,3
knn,10,73,58,3
knn,10,168,100,4
knn,10,168,125,4
knn,10,168,25,4
knn,10,96,35,4
knn,10,96,83,4
knn,10,96,17,4
knn,10,82,42,2
knn,10,82,90,2
knn,10,82,12,2
knn,10,123,19,3
knn,10,123,30,3
knn,10,123,34,3
knn,10,111,8,2
knn,10,111,34,2
knn,10,111,19,2
knn,10,87,127,2
knn,10,87,33,2
knn,10,87,127,2
knn,10,108,12,2
knn,10,108,19,2
knn,10,108,68,2
knn,10,105,60,4
knn,10,105,19,4
knn,10,105,42,4
knn,10,106,37,4
knn,10,106,26,4
knn,10,106,118,4
knn,10,217,111,4
knn,10,217,79,4
knn,10,217,108,4
knn,10,106,53,4
knn,10,106,26,4
knn,10,106,17,4
knn,10,77,59,4
knn,10,77,75,4
knn,10,77,237,4
knn,10,51,37,4
knn,10,51,250,4
knn,10,51,250,4
knn,10,85,194,2
knn,10,85,30,2
knn,10,85,53,2
knn,10,73,125,2
knn,10,73,148,2
knn,10,73,116,2
knn,10,72,119,2
knn,10,72,42,2
knn,10,72,45,2
knn,10,47,116,1
knn,10,47,275,1
knn,10,47,86,1
knn,10,74,101,1
knn,10,74,103,1
knn,10,74,33,1
knn,10,81,19,5
knn,10,81,25,5
knn,10,81,8,5
knn,10,65,33,5
knn,10,65,25,5
knn,10,65,50,5
knn,10,59,30,5
knn,10,59,84,5
knn,10,59,56,5
knn,10,85,92,2
knn,10,85,58,2
knn,10,85,84,2
knn,10,85,58,3
knn,10,85,72,3
knn,10,85,82,3
knn,10,90,19,2
knn,10,90,37,2
knn,10,90,264,2
knn,10,81,186,3
knn,10,81,65,3
knn,10,81,8,3
knn,10,71,19,3
knn,10,71,172,3
knn,10,71,70,3
knn,10,115,45,3
knn,10,115,24,3
knn,10,115,51,3
knn,10,113,65,4
knn,10,113,8,4
knn,10,113,67,4
knn,10,93,12,2
knn,10,93,194,2
knn,10,93,89,2
knn,10,76,95,4
knn,10,76,16,4
knn,10,76,231,4
knn,10,68,30,5
knn,10,68,182,5
knn,10,68,204,5
knn,10,104,154,5
knn,10,104,26,5
knn,10,104,42,5
knn,10,92,172,4
knn,10,92,35,4
knn,10,92,137,4
knn,10,91,56,3
knn,10,91,33,3
knn,10,91,34,3
knn,10,77,47,3
knn,10,77,72,3
knn,10,77,56,3
knn,10,72,30,2
knn,10,72,109,2
knn,10,72,26,2
knn,10,76,58,2
knn,10,76,42,2
knn,10,76,51,2
knn,10,99,33,1
knn,10,99,75,1
knn,10,99,75,1
knn,10,78,645,3
knn,10,78,12,3
knn,10,78,53,3
knn,10,87,25,3
knn,10,87,45,3
knn,10,87,34,3
knn,10,101,30,1
knn,10,101,42,1
knn,10,101,8,1
knn,10,232,59,2
knn,10,232,63,2
knn,10,232,30,2
knn,10,51,507,2
knn,10,51,75,2
knn,10,51,116,2
knn,10,104,26,1
knn,10,104,200,1
knn,10,104,26,1
knn,10,108,0,3
knn,10,108,100,3
knn,10,108,26,3
knn,10,111,12,3
knn,10,111,116,3
knn,10,111,42,3
knn,10,120,50,2
knn,10,120,90,2
knn,10,120,59,2
knn,10,95,17,2
knn,10,95,37,2
knn,10,95,37,2
knn,10,95,19,4
knn,10,95,33,4
knn,10,95,102,4
knn,10,75,58,4
knn,10,75,284,4
knn,10,75,19,4
knn,10,94,12,4
knn,10,94,100,4
knn,10,94,93,4
knn,10,89,24,2
knn,10,89,382,2
knn,10,89,18,2
knn,10,97,37,2
knn,10,97,190,2
knn,10,97,65,2
knn,10,91,132,4
knn,10,91,35,4
knn,10,91,42,4
knn,10,83,139,2
knn,10,83,47,2
knn,10,83,82,2
knn,10,164,26,2
knn,10,164,33,2
knn,10,164,26,2
knn,10,171,35,2
knn,10,171,35,2
knn,10,171,19,2
knn,10,74,105,5
knn,10,74,37,5
knn,10,74,47,5
knn,10,67,30,5
knn,10,67,65,5
knn,10,67,60,5
knn,10,41,643,4
knn,10,41,30,4
knn,10,41,37,4
knn,10,97,49,4
knn,10,97,30,4
knn,10,97,24,4
knn,10,85,87,4
knn,10,85,51,4
knn,10,85,50,4
knn,10,190,42,4
knn,10,190,67,4
knn,10,190,34,4
knn,10,76,116,4
knn,10,76,42,4
knn,10,76,72,4
knn,10,83,413,3
knn,10,83,74,3
knn,10,83,61,3
knn,10,69,133,3
knn,10,69,42,3
knn,10,69,45,3
knn,10,96,50,3
knn,10,96,17,3
knn,10,96,42,3
knn,10,87,105,3
knn,10,87,37,3
knn,10,87,25,3
knn,10,70,294,5
knn,10,70,183,5
knn,10,70,24,5
knn,10,92,67,4
knn,10,92,108,4
knn,10,92,51,4
knn,10,103,56,3
knn,10,103,37,3
knn,10,103,311,3
knn,10,107,53,3
knn,10,107,347,3
knn,10,107,26,3
knn,10,96,216,3
knn,10,96,109,3
knn,10,96,37,3
knn,10,106,50,4
knn,10,106,30,4
knn,10,106,35,4
knn,10,97,107,2
knn,10,97,30,2
knn,10,97,12,2
knn,10,105,45,2
knn,10,105,45,2
knn,10,105,77,2
knn,10,96,45,2
knn,10,96,30,2
knn,10,96,82,2
knn,10,86,324,4
knn,10,86,418,4
knn,10,86,30,4
knn,10,92,41,1
knn,10,92,8,1
knn,10,92,52,1
knn,10,82,128,2
knn,10,82,98,2
knn,10,82,30,2
knn,10,71,441,2
knn,10,71,24,2
knn,10,71,33,2
knn,10,75,47,2
knn,10,75,37,2
knn,10,75,47,2
knn,10,94,24,2
knn,10,94,19,2
knn,10,94,652,2
knn,10,97,19,2
knn,10,97,30,2
knn,10,97,82,2
knn,10,105,69,2
knn,10,105,95,2
knn,10,105,137,2
knn,10,69,83,2
knn,10,69,38,2
knn,10,69,126,2
knn,10,83,65,2
knn,10,83,47,2
knn,10,83,276,2
knn,10,115,42,2
knn,10,115,30,2
knn,10,115,111,2
knn,10,99,60,2
knn,10,99,110,2
knn,10,99,67,2
knn,10,112,90,2
knn,10,112,24,2
knn,10,112,177,2
knn,10,90,291,1
knn,10,90,37,1
knn,10,90,58,1
knn,10,117,53,2
knn,10,117,51,2
knn,10,117,59,2
knn,10,107,190,4
knn,10,107,33,4
knn,10,107,12,4
knn,10,90,26,2
knn,10,90,84,2
knn,10,90,322,2
knn,10,96,16,2
knn,10,96,27,2
knn,10,96,12,2
knn,10,96,0,3
knn,10,96,50,3
knn,10,96,192,3
knn,10,110,41,3
knn,10,110,0,3
knn,10,110,19,3
knn,10,72,127,3
knn,10,72,305,3
knn,10,72,65,3
knn,10,109,56,1
knn,10,109,59,1
knn,10,109,67,1
knn,10,92,17,1
knn,10,92,26,1
knn,10,92,50,1
knn,10,112,75,3
knn,10,112,167,3
knn,10,112,12,3
knn,10,89,19,1
knn,10,89,255,1
knn,10,89,66,1
knn,10,66,69,4
knn,10,66,71,4
knn,10,66,12,4
knn,10,90,25,4
knn,10,90,26,4
knn,10,90,33,4
knn,10,71,24,4
knn,10,71,33,4
knn,10,71,61,4
knn,10,78,12,2
knn,10,78,109,2
knn,10,78,84,2
knn,10,84,27,5
knn,10,84,104,5
knn,10,84,449,5
knn,10,109,47,2
knn,10,109,42,2
knn,10,109,125,2
knn,10,92,311,2
knn,10,92,59,2
knn,10,92,112,2
knn,10,129,19,2
knn,10,129,45,2
knn,10,129,110,2
knn,10,95,291,2
knn,10,95,86,2
knn,10,95,146,2
knn,10,106,18,2
knn,10,106,388,2
knn,10,106,19,2
knn,10,143,47,2
knn,10,143,34,2
knn,10,143,72,2
knn,10,132,19,2
knn,10,132,53,2
knn,10,132,101,2
knn,10,127,34,2
knn,10,127,60,2
knn,10,127,267,2
knn,10,103,335,4
knn,10,103,34,4
knn,10,103,33,4
knn,10,127,63,3
knn,10,127,16,3
knn,10,127,51,3
knn,10,152,25,3
knn,10,152,33,3
knn,10,152,34,3
knn,10,92,50,3
knn,10,92,400,3
knn,10,92,12,3
knn,10,98,258,3
knn,10,98,105,3
knn,10,98,24,3
knn,10,80,127,3
knn,10,80,92,3
knn,10,80,373,3
knn,10,103,17,3
knn,10,103,58,3
knn,10,103,26,3
knn,10,88,42,1
knn,10,88,16,1
knn,10,88,34,1
knn,10,92,8,1
knn,10,92,183,1
knn,10,92,12,1
knn,10,112,109,2
knn,10,112,34,2
knn,10,112,8,2
knn,10,47,134,5
knn,10,47,92,5
knn,10,47,26,5
knn,10,73,42,5
knn,10,73,97,5
knn,10,73,35,5
knn,10,64,61,5
knn,10,64,45,5
knn,10,64,25,5
knn,10,78,157,4
knn,10,78,25,4
knn,10,78,42,4
knn,10,93,84,3
knn,10,93,50,3
knn,10,93,19,3
knn,10,96,147,4
knn,10,96,63,4
knn,10,96,33,4
knn,10,98,310,2
knn,10,98,53,2
knn,10,98,26,2
knn,10,113,248,2
knn,10,113,30,2
knn,10,113,43,2
knn,10,90,267,4
knn,10,90,25,4
knn,10,90,86,4
knn,10,116,12,3
knn,10,116,19,3
knn,10,116,42,3
knn,10,93,267,2
knn,10,93,283,2
knn,10,93,30,2
knn,10,93,284,2
knn,10,93,52,2
knn,10,93,34,2
knn,10,81,183,3
knn,10,81,77,3
knn,10,81,125,3
knn,10,105,201,3
knn,10,105,26,3
knn,10,105,58,3
knn,10,70,251,2
knn,10,70,465,2
knn,10,70,56,2
knn,10,86,25,2
knn,10,86,51,2
knn,10,86,19,2
knn,10,74,463,3
knn,10,74,274,3
knn,10,74,65,3
knn,10,78,43,4
knn,10,78,37,4
knn,10,78,12,4
knn,10,69,12,4
knn,10,69,90,4
knn,10,69,60,4
knn,10,97,16,4
knn,10,97,100,4
knn,10,97,50,4
knn,10,84,18,3
knn,10,84,224,3
knn,10,84,399,3
knn,10,111,30,3
knn,10,111,101,3
knn,10,111,24,3
knn,10,84,17,2
knn,10,84,97,2
knn,10,84,60,2
knn,10,127,18,3
knn,10,127,26,3
knn,10,127,37,3
knn,10,76,231,3
knn,10,76,71,3
knn,10,76,129,3
knn,10,94,30,3
knn,10,94,486,3
knn,10,94,139,3
knn,10,85,42,2
knn,10,85,24,2
knn,10,85,440,2
knn,10,79,191,2
knn,10,79,92,2
knn,10,79,256,2
knn,10,45,171,3
knn,10,45,276,3
knn,10,45,49,3
knn,10,80,42,3
knn,10,80,197,3
knn,10,80,269,3
knn,10,106,51,1
knn,10,106,205,1
knn,10,106,45,1
knn,10,44,42,4
knn,10,44,474,4
knn,10,44,109,4
knn,10,100,19,3
knn,10,100,145,3
knn,10,100,12,3
knn,10,62,242,4
knn,10,62,67,4
knn,10,62,25,4
knn,10,97,34,4
knn,10,97,59,4
knn,10,97,35,4
knn,10,85,9,4
knn,10,85,521,4
knn,10,85,30,4
knn,10,78,104,4
knn,10,78,139,4
