est_method,error,nodes,node_count
Multilateration,30.050543774753244,Subset,NA
Multilateration,20.93572903224728,Subset,NA
Multilateration,19.818743163496272,Subset,NA
Multilateration,18.261287998136744,Subset,NA
Multilateration,17.959644139276442,Subset,NA
Multilateration,38.47035763073568,Subset,NA
Multilateration,18.34976295088116,Subset,NA
Multilateration,37.842074690928854,Subset,NA
Multilateration,45.43008440646458,Subset,NA
Multilateration,37.26021046830043,Subset,NA
Multilateration,42.7531273744947,Subset,NA
Multilateration,27.29278193616261,Subset,NA
Multilateration,41.41577304263748,Subset,NA
Multilateration,31.724043286920775,Subset,NA
Multilateration,28.383127854931644,Subset,NA
Multilateration,22.205082591091095,Subset,NA
Multilateration,16.754187715152945,Subset,NA
Multilateration,23.50384324566813,Subset,NA
Multilateration,43.10137197561102,Subset,NA
Multilateration,55.26117329088602,Subset,NA
Multilateration,55.26117329088602,Subset,NA
Multilateration,55.26117329088602,Subset,NA
Multilateration,45.47574630944851,Subset,NA
Multilateration,45.47574630944851,Subset,NA
Multilateration,45.47574630944851,Subset,NA
Multilateration,105.06365847071066,Subset,NA
Multilateration,48.93075788633592,Subset,NA
Multilateration,34.37002472142993,Subset,NA
Multilateration,26.425689398442536,Subset,NA
Multilateration,36.299147171049654,Subset,NA
Multilateration,75.23866139128057,Subset,NA
Multilateration,104.30884569654567,Subset,NA
Multilateration,39.54868705771354,Subset,NA
Multilateration,89.84555750042063,Subset,NA
Multilateration,106.34753086135176,Subset,NA
Multilateration,77.99314523056394,Subset,NA
Multilateration,100.3106278010372,Subset,NA
Multilateration,68.36040281487001,Subset,NA
Multilateration,109.17006992993502,Subset,NA
Multilateration,89.13112474376318,Subset,NA
Multilateration,120.3241305102394,Subset,NA
Multilateration,88.89159321686981,Subset,NA
Multilateration,97.82291425160562,Subset,NA
Multilateration,85.21877135356614,Subset,NA
Multilateration,83.08485160101046,Subset,NA
Multilateration,82.97593748494792,Subset,NA
Multilateration,91.29046767908486,Subset,NA
Multilateration,95.30454653662616,Subset,NA
Multilateration,91.57272923074912,Subset,NA
Multilateration,102.45225904967644,Subset,NA
Multilateration,101.82757741820316,Subset,NA
Multilateration,99.5126817156707,Subset,NA
Multilateration,103.38838071623424,Subset,NA
Multilateration,109.50651175770322,Subset,NA
Multilateration,106.89526905299,Subset,NA
Multilateration,124.83204623752644,Subset,NA
Multilateration,117.23228577503458,Subset,NA
Multilateration,111.64734639961428,Subset,NA
Multilateration,135.8279243519738,Subset,NA
Multilateration,119.6061399267452,Subset,NA
Multilateration,125.62510260918998,Subset,NA
