tag,cp,error,x_est,y_est,est,nearest_gp_det,grid_point,distance_gp,mean_gp_distance,dist_center,habitat
78073433,G_2,41.22776007497404,186309.55779461903,447800.42939844425,Fingerprinting,FALSE,25,46.645795519259046,306.24564001393435,178.90254523576337,4
2A786119,G_20,16.55679379565568,186266.5797671893,447959.36133854976,Fingerprinting,TRUE,40A,5.569087048180249,323.20782513343715,216.74880210239127,5
4C524C66,G_20,24.996274803271874,186266.85690808104,447967.796267868,Fingerprinting,TRUE,40A,5.569087048180249,323.20782513343715,216.74880210239127,5
78073433,G_20,14.831685212604434,186266.52311674575,447957.63716038305,Fingerprinting,TRUE,40A,5.569087048180249,323.20782513343715,216.74880210239127,5
2A786119,G_21,50.977896763247195,186266.88926670313,447968.7810834398,Fingerprinting,TRUE,40A,28.834361992026956,314.94909306156785,199.7780301691709,5
4C524C66,G_21,47.405171798041295,186290.47956653003,447957.9425597452,Fingerprinting,TRUE,40A,28.834361992026956,314.94909306156785,199.7780301691709,5
78073433,G_21,58.39155052697361,186267.68797682715,447976.16984983545,Fingerprinting,TRUE,40A,28.834361992026956,314.94909306156785,199.7780301691709,5
2A786119,G_22,59.549634853211145,186313.29743465743,447858.86775467405,Fingerprinting,TRUE,40A,53.679173672412205,308.0591567275247,184.64148901590653,4
4C524C66,G_22,36.593882892797,186231.42997951867,447876.9588617168,Fingerprinting,TRUE,40A,53.679173672412205,308.0591567275247,184.64148901590653,4
78073433,G_22,53.08606396692927,186315.2109704717,447908.2037801358,Fingerprinting,TRUE,40A,53.679173672412205,308.0591567275247,184.64148901590653,4
2A786119,G_23,16.634300383310805,186262.903597189,447851.24428902887,Fingerprinting,TRUE,29,61.60024565544085,302.5617594755327,171.82461288556055,3
4C524C66,G_23,38.00277887167268,186229.91116072913,447885.50187339535,Fingerprinting,TRUE,29,61.60024565544085,302.5617594755327,171.82461288556055,3
78073433,G_23,48.234537379697386,186230.63630957672,447903.1029994109,Fingerprinting,TRUE,29,61.60024565544085,302.5617594755327,171.82461288556055,3
2A786119,G_24,32.97798898417537,186229.80102336296,447844.199554513,Fingerprinting,TRUE,29,46.041936940553555,298.5374951425033,161.8793245600076,4
4C524C66,G_24,27.166826037906596,186255.734485907,447816.6376580533,Fingerprinting,TRUE,29,46.041936940553555,298.5374951425033,161.8793245600076,4
78073433,G_24,44.74616555167082,186221.61304757796,447860.48198182177,Fingerprinting,TRUE,29,46.041936940553555,298.5374951425033,161.8793245600076,4
2A786119,G_3,18.018887263967557,186268.65045070671,447733.47084360383,Fingerprinting,FALSE,25,39.81950997802748,308.46730195422646,183.5411093445305,4
4C524C66,G_3,48.908853514378926,186325.4814777425,447715.50941175624,Fingerprinting,FALSE,25,39.81950997802748,308.46730195422646,183.5411093445305,4
78073433,G_3,67.725065664439,186349.4818024931,447723.2138795934,Fingerprinting,FALSE,25,39.81950997802748,308.46730195422646,183.5411093445305,4
2A786119,G_4,18.344297772860894,186267.82919275327,447726.4644420565,Fingerprinting,FALSE,25,47.38126270373151,312.2764683163934,191.35975790689616,4
4C524C66,G_4,69.87330431293746,186260.7912008927,447783.1823929095,Fingerprinting,FALSE,25,47.38126270373151,312.2764683163934,191.35975790689616,4
78073433,G_4,91.1956111462927,186374.75136574023,447713.435260825,Fingerprinting,FALSE,25,47.38126270373151,312.2764683163934,191.35975790689616,4
2A786119,G_5,23.473143389772005,186304.6411528396,447683.5384728541,Fingerprinting,FALSE,16,61.16916166210781,317.5887778496299,201.9895419899223,3
78073433,G_5,52.70426026900448,186314.72224939827,447650.21973920625,Fingerprinting,FALSE,16,61.16916166210781,317.5887778496299,201.9895419899223,3
4C524C66,G_5,67.0540310570079,186314.1674847599,447632.8942805686,Fingerprinting,FALSE,16,61.16916166210781,317.5887778496299,201.9895419899223,3
2A786119,G_6,19.372386717348355,186265.50183708817,447677.352445947,Fingerprinting,FALSE,16,36.21230220609976,324.24636845069455,215.0139372197553,4
4C524C66,G_6,25.39175421938933,186281.54823925463,447641.7940019355,Fingerprinting,FALSE,16,36.21230220609976,324.24636845069455,215.0139372197553,4
78073433,G_6,18.80664707830566,186273.9993228463,447684.20671758824,Fingerprinting,FALSE,16,36.21230220609976,324.24636845069455,215.0139372197553,4
2A786119,G_7,24.996502682403573,186256.18256752615,447642.9125179886,Fingerprinting,FALSE,16,11.429027055816944,332.1358824779286,230.0265448341206,4
4C524C66,G_7,59.07929265417896,186330.01015856495,447608.9591925624,Fingerprinting,FALSE,16,11.429027055816944,332.1358824779286,230.0265448341206,4
78073433,G_7,24.63879619943948,186264.28172843615,447660.14053306344,Fingerprinting,FALSE,16,11.429027055816944,332.1358824779286,230.0265448341206,4
2A786119,G_8,34.57518079559052,186271.6568381158,447583.75134262146,Fingerprinting,FALSE,16,14.12592799323155,341.7514170213527,246.66460924682497,4
4C524C66,G_8,53.43190161493685,186296.0834981154,447566.1539722049,Fingerprinting,FALSE,16,14.12592799323155,341.7514170213527,246.66460924682497,4
78073433,G_8,68.20255580701401,186278.10849775677,447549.0505568298,Fingerprinting,FALSE,16,14.12592799323155,341.7514170213527,246.66460924682497,4
2A786119,G_9,10.909938217431922,186271.2033196519,447585.1809739475,Fingerprinting,FALSE,16,38.96265383480804,352.9671944683929,264.6217065597697,4
4C524C66,G_9,52.34791248148811,186294.74370425305,447542.1459758504,Fingerprinting,FALSE,16,38.96265383480804,352.9671944683929,264.6217065597697,4
78073433,G_9,55.42667053932867,186302.86114935752,447541.95784180006,Fingerprinting,FALSE,16,38.96265383480804,352.9671944683929,264.6217065597697,4
784C5552,H_1,52.85674804955488,186277.2543665931,447767.31238616665,Fingerprinting,TRUE,29,41.16742616363801,296.0897904977116,155.35808265928864,4
34556652,H_1,78.57194014118659,186311.85360062777,447757.225214444,Fingerprinting,TRUE,29,41.16742616363801,296.0897904977116,155.35808265928864,4
78612A1E,H_1,34.169224877002485,186260.80980571412,447783.7487081227,Fingerprinting,TRUE,29,41.16742616363801,296.0897904977116,155.35808265928864,4
78612A1E,H_10,26.37359242800452,186247.1348869505,447618.36569698295,Fingerprinting,FALSE,16,47.69659512571614,343.7839132140473,248.5298714260677,4
34556652,H_10,38.09672415439852,186270.2559442312,447558.34829548246,Fingerprinting,FALSE,16,47.69659512571614,343.7839132140473,248.5298714260677,4
784C5552,H_10,17.321649982993964,186269.5154892153,447601.7668776864,Fingerprinting,FALSE,16,47.69659512571614,343.7839132140473,248.5298714260677,4
78612A1E,H_11,23.189645963272465,186239.43283092295,447586.3344026223,Fingerprinting,TRUE,12,60.224235295052154,356.4519608276979,268.69744158637803,5
34556652,H_11,17.126723839347964,186270.81390499545,447566.9542561722,Fingerprinting,TRUE,12,60.224235295052154,356.4519608276979,268.69744158637803,5
784C5552,H_11,58.81388878305306,186197.708724282,447585.9991828864,Fingerprinting,TRUE,12,60.224235295052154,356.4519608276979,268.69744158637803,5
784C5552,H_12,25.533743289155822,186251.032541815,447517.6236024552,Fingerprinting,FALSE,13,56.663186111957835,370.4311369895998,289.6196354603232,5
78612A1E,H_12,48.50408041771071,186210.45055893884,447519.6271271059,Fingerprinting,FALSE,13,56.663186111957835,370.4311369895998,289.6196354603232,5
34556652,H_12,99.9876261174418,186326.96967935935,447475.92007366096,Fingerprinting,FALSE,13,56.663186111957835,370.4311369895998,289.6196354603232,5
784C5552,H_13,37.41799221673217,186286.07708973705,447533.7406620319,Fingerprinting,FALSE,2A,55.51499847837817,385.66383829097697,311.1442613508715,NA
78612A1E,H_13,31.13599279194514,186236.90624970009,447545.2931765516,Fingerprinting,FALSE,2A,55.51499847837817,385.66383829097697,311.1442613508715,NA
34556652,H_13,30.140229469694138,186268.09318781985,447492.5701558687,Fingerprinting,FALSE,2A,55.51499847837817,385.66383829097697,311.1442613508715,NA
784C5552,H_14,80.52705370693825,186178.63586817295,447527.9104990685,Fingerprinting,FALSE,2A,34.299143247675914,402.03828618401815,333.15457298167314,NA
78612A1E,H_14,40.605801707943726,186252.75389202285,447533.7015191248,Fingerprinting,FALSE,2A,34.299143247675914,402.03828618401815,333.15457298167314,NA
34556652,H_14,22.79410741177348,186267.38593789545,447509.2342151421,Fingerprinting,FALSE,2A,34.299143247675914,402.03828618401815,333.15457298167314,NA
78612A1E,H_16,29.987189192733368,186227.60107176413,448018.6827582526,Fingerprinting,TRUE,45,9.383618599453808,364.33439497641086,284.1612572390229,5
784C5552,H_16,55.50091938564096,186217.72659130124,447994.8596995829,Fingerprinting,TRUE,45,9.383618599453808,364.33439497641086,284.1612572390229,5
34556652,H_16,22.909655548435104,186230.0741289771,448025.63697789994,Fingerprinting,TRUE,45,9.383618599453808,364.33439497641086,284.1612572390229,5
78612A1E,H_17,57.1467772215736,186186.78578490572,448011.6937789839,Fingerprinting,TRUE,45,24.551220734700717,349.77026104313904,262.0664767605491,NA
784C5552,H_17,17.498880528415143,186226.02050394384,448018.2294882909,Fingerprinting,TRUE,45,24.551220734700717,349.77026104313904,262.0664767605491,NA
34556652,H_17,22.90964028658531,186229.39663108508,448036.62433180463,Fingerprinting,TRUE,45,24.551220734700717,349.77026104313904,262.0664767605491,NA
78612A1E,H_18,43.308585169877134,186200.3193527613,448002.54088788753,Fingerprinting,TRUE,45,48.65285595686792,336.5910091642037,240.541173952361,4
34556652,H_18,11.824187655138063,186235.02046797227,448002.5951070521,Fingerprinting,TRUE,45,48.65285595686792,336.5910091642037,240.541173952361,4
784C5552,H_18,30.336855663946785,186225.17965566227,447968.83019927336,Fingerprinting,TRUE,45,48.65285595686792,336.5910091642037,240.541173952361,4
784C5552,H_19,44.98538282046991,186225.14418723324,447926.85835546546,Fingerprinting,TRUE,40A,29.815970502283683,324.7573031721214,219.7527576508375,NA
78612A1E,H_19,42.15269350289936,186232.49790342292,447927.5204481394,Fingerprinting,TRUE,40A,29.815970502283683,324.7573031721214,219.7527576508375,NA
34556652,H_19,27.443407173279063,186247.9619741827,447941.8574735248,Fingerprinting,TRUE,40A,29.815970502283683,324.7573031721214,219.7527576508375,NA
78612A1E,H_2,18.81333955725183,186268.1734603423,447775.47928550944,Fingerprinting,TRUE,29,50.19244305606978,295.2392769100088,152.70020292859775,4
784C5552,H_2,54.4905768466508,186295.780972812,447750.8784200372,Fingerprinting,TRUE,29,50.19244305606978,295.2392769100088,152.70020292859775,4
34556652,H_2,46.35963114803535,186302.7358619422,447772.5062091893,Fingerprinting,TRUE,29,50.19244305606978,295.2392769100088,152.70020292859775,4
784C5552,H_20,7.734462292104958,186233.31926772697,447943.5495464757,Fingerprinting,TRUE,40A,20.970698846361596,314.4980176518517,199.93121972807864,NA
78612A1E,H_20,17.375660093057984,186240.48267269877,447926.26803277613,Fingerprinting,TRUE,40A,20.970698846361596,314.4980176518517,199.93121972807864,NA
34556652,H_20,13.251672399584647,186240.61809924396,447930.3897962515,Fingerprinting,TRUE,40A,20.970698846361596,314.4980176518517,199.93121972807864,NA
784C5552,H_21,34.679407956021045,186241.3712480771,447953.312229398,Fingerprinting,TRUE,40A,35.21613265425613,306.0279438750528,181.39380019185987,5
78612A1E,H_21,44.93988222743096,186257.23968904375,447960.2489507644,Fingerprinting,TRUE,40A,35.21613265425613,306.0279438750528,181.39380019185987,5
34556652,H_21,16.027549117591064,186240.7587456694,447934.67043015733,Fingerprinting,TRUE,40A,35.21613265425613,306.0279438750528,181.39380019185987,5
78612A1E,H_22,34.46176922702103,186246.73049942253,447859.993115935,Fingerprinting,FALSE,30,55.57032815625059,299.0477149474246,164.5749946869241,4
34556652,H_22,108.02066649941705,186332.52740187343,447948.42187928304,Fingerprinting,FALSE,30,55.57032815625059,299.0477149474246,164.5749946869241,4
784C5552,H_22,9.256805186493972,186239.10759788952,447884.41691612976,Fingerprinting,FALSE,30,55.57032815625059,299.0477149474246,164.5749946869241,4
78612A1E,H_23,35.62121520697003,186263.134492532,447842.8697550195,Fingerprinting,FALSE,30,43.740780744279256,293.51457512676546,150.05381369207714,4
784C5552,H_23,33.57577199137859,186237.48816665,447835.1282683414,Fingerprinting,FALSE,30,43.740780744279256,293.51457512676546,150.05381369207714,4
34556652,H_23,110.42721712426804,186325.36303683577,447936.98482056765,Fingerprinting,FALSE,30,43.740780744279256,293.51457512676546,150.05381369207714,4
784C5552,H_24,55.26496294018279,186211.1189612352,447795.2888435116,Fingerprinting,FALSE,30,44.58787369092838,289.5591012712152,138.55455651183505,5
78612A1E,H_24,34.28454763160144,186244.94759393256,447810.178354983,Fingerprinting,FALSE,30,44.58787369092838,289.5591012712152,138.55455651183505,5
34556652,H_24,81.41190670713677,186293.17746411345,447784.0549982404,Fingerprinting,FALSE,30,44.58787369092838,289.5591012712152,138.55455651183505,5
78612A1E,H_3,23.674085875675942,186237.54635574404,447774.5050618448,Fingerprinting,FALSE,25,28.465164266235025,295.8600094996214,154.10571080037516,4
34556652,H_3,40.87133438041939,186298.93123294273,447754.6171433363,Fingerprinting,FALSE,25,28.465164266235025,295.8600094996214,154.10571080037516,4
784C5552,H_3,9.570603575632177,186252.6114776786,447762.2213243441,Fingerprinting,FALSE,25,28.465164266235025,295.8600094996214,154.10571080037516,4
78612A1E,H_4,59.503315952054514,186206.20819771543,447769.48208222166,Fingerprinting,FALSE,25,14.833362386013942,298.01021022195033,159.46720110587734,4
34556652,H_4,56.54366307511267,186313.7874090171,447758.65897546185,Fingerprinting,FALSE,25,14.833362386013942,298.01021022195033,159.46720110587734,4
784C5552,H_4,35.13229288809202,186235.8942835254,447768.9990228843,Fingerprinting,FALSE,25,14.833362386013942,298.01021022195033,159.46720110587734,4
78612A1E,H_5,47.6682238572593,186211.05951602047,447720.7148791,Fingerprinting,FALSE,25,29.65500607023056,302.05125406749045,168.40726336894312,4
784C5552,H_5,23.909030875951117,186241.36558396535,447701.44740274147,Fingerprinting,FALSE,25,29.65500607023056,302.05125406749045,168.40726336894312,4
34556652,H_5,42.87746038883681,186297.21385013108,447736.70849958865,Fingerprinting,FALSE,25,29.65500607023056,302.05125406749045,168.40726336894312,4
78612A1E,H_6,26.676429983933353,186267.96114829916,447717.6623555728,Fingerprinting,FALSE,25,52.805660962856095,307.5741119455908,180.3946354025903,4
34556652,H_6,9.25966178384422,186266.8020894224,447690.70470455894,Fingerprinting,FALSE,25,52.805660962856095,307.5741119455908,180.3946354025903,4
784C5552,H_6,23.14089731905706,186273.0693173877,447675.5730328588,Fingerprinting,FALSE,25,52.805660962856095,307.5741119455908,180.3946354025903,4
78612A1E,H_7,60.172203176747416,186272.28149842116,447609.8015238013,Fingerprinting,FALSE,16,45.47755045732797,314.4389585507239,194.8677567207222,4
784C5552,H_7,54.33058266672893,186305.44962300253,447692.60183484206,Fingerprinting,FALSE,16,45.47755045732797,314.4389585507239,194.8677567207222,4
34556652,H_7,26.749737787027225,186281.67691042385,447657.6615779814,Fingerprinting,FALSE,16,45.47755045732797,314.4389585507239,194.8677567207222,4
78612A1E,H_8,10.968260838008572,186263.9393490349,447635.2617316309,Fingerprinting,FALSE,16,29.7909264118867,322.6772928656339,211.3164942316743,4
34556652,H_8,120.5971190438614,186300.82869024097,447530.9900157685,Fingerprinting,FALSE,16,29.7909264118867,322.6772928656339,211.3164942316743,4
784C5552,H_8,26.29528141279814,186265.73758347004,447667.5191406767,Fingerprinting,FALSE,16,29.7909264118867,322.6772928656339,211.3164942316743,4
78612A1E,H_9,42.24836040183072,186261.92055941216,447576.3004412914,Fingerprinting,FALSE,16,30.92601635560068,332.4685811835286,229.31611121889367,5
34556652,H_9,88.18091371995254,186277.57124095564,447532.6980026796,Fingerprinting,FALSE,16,30.92601635560068,332.4685811835286,229.31611121889367,5
784C5552,H_9,29.490056087556887,186237.9056498089,447594.2711029491,Fingerprinting,FALSE,16,30.92601635560068,332.4685811835286,229.31611121889367,5
19614B34,I_1,109.23572905104494,186216.32440522264,447711.44933591544,Fingerprinting,FALSE,30,57.55457521844843,287.21949591540636,130.87621348677084,NA
071E2A4C,I_1,19.526863830942272,186228.5373369856,447801.0981574024,Fingerprinting,FALSE,30,57.55457521844843,287.21949591540636,130.87621348677084,NA
554B554C,I_1,33.520104017324854,186235.84832607623,447785.21831224265,Fingerprinting,FALSE,30,57.55457521844843,287.21949591540636,130.87621348677084,NA
071E2A4C,I_10,63.12398063490499,186268.2129974372,447543.9681205548,Fingerprinting,TRUE,12,37.9667971262286,335.9378530056597,234.0075776538861,4
19614B34,I_10,49.055165572395616,186253.1405744668,447550.8583596888,Fingerprinting,TRUE,12,37.9667971262286,335.9378530056597,234.0075776538861,4
554B554C,I_10,50.33252762295502,186268.64733877336,447562.16278938943,Fingerprinting,TRUE,12,37.9667971262286,335.9378530056597,234.0075776538861,4
071E2A4C,I_11,49.60594413536929,186270.545799336,447542.18847432453,Fingerprinting,TRUE,12,35.725356204426,348.80926103647266,255.32482160430075,4
19614B34,I_11,43.71980753821579,186235.2530663807,447525.6602756268,Fingerprinting,TRUE,12,35.725356204426,348.80926103647266,255.32482160430075,4
554B554C,I_11,9.050891866466928,186237.57386991067,447566.918349448,Fingerprinting,TRUE,12,35.725356204426,348.80926103647266,255.32482160430075,4
071E2A4C,I_12,18.974559102915325,186219.79309526435,447561.0555860188,Fingerprinting,TRUE,12,48.58757672952067,363.1066423131616,277.2579713035812,4
19614B34,I_12,36.0623476009254,186242.14949599365,447510.7732308735,Fingerprinting,TRUE,12,48.58757672952067,363.1066423131616,277.2579713035812,4
554B554C,I_12,50.66996717011609,186237.9191121059,447593.5831377044,Fingerprinting,TRUE,12,48.58757672952067,363.1066423131616,277.2579713035812,4
071E2A4C,I_13,42.11842236878304,186192.39766525425,447495.0570955515,Fingerprinting,FALSE,2A,50.660790472092295,378.6135781362985,299.67182180321834,2
19614B34,I_13,37.528891038932365,186242.84889396545,447484.8626021099,Fingerprinting,FALSE,2A,50.660790472092295,378.6135781362985,299.67182180321834,2
554B554C,I_13,13.360547134739026,186226.66054417985,447505.57341574377,Fingerprinting,FALSE,2A,50.660790472092295,378.6135781362985,299.67182180321834,2
554B554C,I_14,11.95244415918161,186217.9955818796,447502.56108229817,Fingerprinting,FALSE,2A,25.710535778979576,395.16548148946725,322.4661515630001,2
071E2A4C,I_14,29.99154307625774,186210.6132947604,447519.5192433509,Fingerprinting,FALSE,2A,25.710535778979576,395.16548148946725,322.4661515630001,2
19614B34,I_14,30.91510776722272,186252.29549249847,447510.6429997473,Fingerprinting,FALSE,2A,25.710535778979576,395.16548148946725,322.4661515630001,2
071E2A4C,I_15,37.66833518849825,186208.4029267229,447502.547455802,Fingerprinting,FALSE,2A,2.2749894450206214,412.6626377450153,345.56567687270444,4
554B554C,I_15,41.67706309831304,186226.82620590707,447510.6157461904,Fingerprinting,FALSE,2A,2.2749894450206214,412.6626377450153,345.56567687270444,4
19614B34,I_15,60.85566711923117,186284.56523813828,447483.44242331345,Fingerprinting,FALSE,2A,2.2749894450206214,412.6626377450153,345.56567687270444,4
071E2A4C,I_16,7.309140063370872,186217.5028084444,448037.3155027018,Fingerprinting,TRUE,45,16.0268286497984,356.9775021461273,273.84314766579496,4
554B554C,I_16,25.580607807768526,186195.292739974,448053.07135317987,Fingerprinting,TRUE,45,16.0268286497984,356.9775021461273,273.84314766579496,4
19614B34,I_16,18.449452153140168,186212.02989828688,448027.4529172296,Fingerprinting,TRUE,45,16.0268286497984,356.9775021461273,273.84314766579496,4
071E2A4C,I_17,15.688896158143038,186218.01781599905,448003.7231302355,Fingerprinting,TRUE,45,27.777138690694542,342.31310754914585,250.84116019911164,4
19614B34,I_17,18.45282716579448,186226.7446036639,448002.8785301166,Fingerprinting,TRUE,45,27.777138690694542,342.31310754914585,250.84116019911164,4
554B554C,I_17,31.866990482610294,186250.39974883007,448019.2737753113,Fingerprinting,TRUE,45,27.777138690694542,342.31310754914585,250.84116019911164,4
071E2A4C,I_18,30.079740075059537,186192.275919041,447978.3649891673,Fingerprinting,FALSE,39A,48.59076486839671,329.09364186465035,228.25973314509176,4
19614B34,I_18,29.64189101314456,186202.1571917316,448019.6533722007,Fingerprinting,FALSE,39A,48.59076486839671,329.09364186465035,228.25973314509176,4
554B554C,I_18,9.025328286648683,186217.4157870848,447985.40030571166,Fingerprinting,FALSE,39A,48.59076486839671,329.09364186465035,228.25973314509176,4
19614B34,I_19,23.57129330451769,186234.1064581994,447985.5390478154,Fingerprinting,FALSE,39A,45.206173113390705,317.32298465656254,206.23705754528729,NA
071E2A4C,I_19,34.61042680378041,186209.81886868097,448003.3180815756,Fingerprinting,FALSE,39A,45.206173113390705,317.32298465656254,206.23705754528729,NA
554B554C,I_19,46.494533396827485,186250.5659933751,448001.4966296421,Fingerprinting,FALSE,39A,45.206173113390705,317.32298465656254,206.23705754528729,NA
071E2A4C,I_2,20.019233724243996,186227.8548344728,447811.9672040177,Fingerprinting,FALSE,25,50.34077068523219,286.40684190267814,127.70983276022996,4
19614B34,I_2,9.105865682587634,186236.42725282643,447802.8384957285,Fingerprinting,FALSE,25,50.34077068523219,286.40684190267814,127.70983276022996,4
554B554C,I_2,23.691190614061476,186236.9062108988,447817.4159544412,Fingerprinting,FALSE,25,50.34077068523219,286.40684190267814,127.70983276022996,4
071E2A4C,I_20,2.891981795245125,186215.97550173785,447941.5647467358,Fingerprinting,TRUE,40A,45.80560607727123,307.15163897449565,184.97281430520636,NA
19614B34,I_20,29.94574576258597,186200.1369376871,447969.8100557945,Fingerprinting,TRUE,40A,45.80560607727123,307.15163897449565,184.97281430520636,NA
554B554C,I_20,29.29578328678117,186200.59980895865,447969.3329022355,Fingerprinting,TRUE,40A,45.80560607727123,307.15163897449565,184.97281430520636,NA
071E2A4C,I_21,52.51891237034114,186199.00935817443,447969.4172392219,Fingerprinting,TRUE,40A,53.838271054952905,298.5658447991866,164.76091817651627,NA
554B554C,I_21,1.1493400768274404,186215.2118822233,447918.323649565,Fingerprinting,TRUE,40A,53.838271054952905,298.5658447991866,164.76091817651627,NA
19614B34,I_21,17.371285459432073,186232.5484506644,447917.8874102145,Fingerprinting,TRUE,40A,53.838271054952905,298.5658447991866,164.76091817651627,NA
071E2A4C,I_22,54.96979408415464,186198.17536924157,447947.001520986,Fingerprinting,FALSE,30,39.95569322606318,291.4403962781543,146.0389615282009,4
19614B34,I_22,18.987791393774113,186231.05627955287,447885.32101288566,Fingerprinting,FALSE,30,39.95569322606318,291.4403962781543,146.0389615282009,4
554B554C,I_22,77.27745612652181,186200.1621171393,447970.4386824289,Fingerprinting,FALSE,30,39.95569322606318,291.4403962781543,146.0389615282009,4
19614B34,I_23,36.82065613841819,186246.90119861127,447885.2331681291,Fingerprinting,FALSE,30,20.5341620952678,285.7540159026064,129.4549976317585,4
071E2A4C,I_23,49.992563155890295,186263.57441498613,447867.8919607897,Fingerprinting,FALSE,30,20.5341620952678,285.7540159026064,129.4549976317585,4
554B554C,I_23,32.60718908972897,186246.2112106498,447869.001365651,Fingerprinting,FALSE,30,20.5341620952678,285.7540159026064,129.4549976317585,4
071E2A4C,I_24,37.60826016398932,186228.66248185863,447810.4306656575,Fingerprinting,FALSE,30,22.28170535090633,281.84557410973366,115.9302140895213,4
19614B34,I_24,35.04633887268448,186247.1670256402,447851.3259304735,Fingerprinting,FALSE,30,22.28170535090633,281.84557410973366,115.9302140895213,4
554B554C,I_24,16.210116585363444,186212.44896188396,447828.31738218,Fingerprinting,FALSE,30,22.28170535090633,281.84557410973366,115.9302140895213,4
071E2A4C,I_3,34.83643822354774,186228.0799662381,447802.8332058418,Fingerprinting,FALSE,25,26.350111675671872,287.036913434123,129.3870917457294,4
19614B34,I_3,50.085123091615806,186236.9521046234,447818.8128549114,Fingerprinting,FALSE,25,26.350111675671872,287.036913434123,129.3870917457294,4
554B554C,I_3,65.98043448198824,186301.26652105845,447767.0777111446,Fingerprinting,FALSE,25,26.350111675671872,287.036913434123,129.3870917457294,4
071E2A4C,I_4,7.794575879391364,186227.0657811507,447741.38715765486,Fingerprinting,FALSE,25,10.20251835915296,289.1895050490351,135.7285439298917,4
554B554C,I_4,41.36721491401254,186272.35505203932,447727.1218707781,Fingerprinting,FALSE,25,10.20251835915296,289.1895050490351,135.7285439298917,4
19614B34,I_4,50.52985554768351,186241.29359010485,447693.7026852583,Fingerprinting,FALSE,25,10.20251835915296,289.1895050490351,135.7285439298917,4
071E2A4C,I_5,50.26957907703033,186204.8895721903,447760.00761524006,Fingerprinting,FALSE,25,27.63118160451527,293.35851965362286,146.1282168677972,4
19614B34,I_5,18.660836635817844,186224.85471019303,447702.3394562363,Fingerprinting,FALSE,25,27.63118160451527,293.35851965362286,146.1282168677972,4
554B554C,I_5,24.82587965200755,186234.4809842188,447743.60163880023,Fingerprinting,FALSE,25,27.63118160451527,293.35851965362286,146.1282168677972,4
071E2A4C,I_6,11.778693259151977,186240.9059669831,447685.218141919,Fingerprinting,FALSE,25,51.696236314418925,299.00464777744617,159.79572551122618,4
554B554C,I_6,11.52890399550353,186241.31729043735,447701.62522184546,Fingerprinting,FALSE,25,51.696236314418925,299.00464777744617,159.79572551122618,4
19614B34,I_6,18.595840995206327,186249.83291989416,447701.37031350855,Fingerprinting,FALSE,25,51.696236314418925,299.00464777744617,159.79572551122618,4
071E2A4C,I_7,25.00538040817022,186232.85432696293,447693.8151461922,Fingerprinting,FALSE,17,57.58875286483856,306.0587884815462,175.97128180106668,4
19614B34,I_7,25.688842861287743,186206.33576932648,447668.9837097263,Fingerprinting,FALSE,17,57.58875286483856,306.0587884815462,175.97128180106668,4
554B554C,I_7,9.135775587537813,186222.89636693013,447669.2064989699,Fingerprinting,FALSE,17,57.58875286483856,306.0587884815462,175.97128180106668,4
071E2A4C,I_8,59.60324656985073,186272.35798752008,447600.72650413576,Fingerprinting,FALSE,16,53.795944921316206,314.5661101335241,194.0286322780941,4
19614B34,I_8,75.75280272623593,186269.35101976644,447578.3942988588,Fingerprinting,FALSE,16,53.795944921316206,314.5661101335241,194.0286322780941,4
554B554C,I_8,101.53446624818991,186244.6785190405,447543.2044465197,Fingerprinting,FALSE,16,53.795944921316206,314.5661101335241,194.0286322780941,4
071E2A4C,I_9,55.993070963224746,186279.51997236788,447592.0115156663,Fingerprinting,TRUE,12,53.444199129411466,324.53442209517937,213.49081542957128,4
19614B34,I_9,42.62005179898732,186254.4604495151,447583.69091865874,Fingerprinting,TRUE,12,53.444199129411466,324.53442209517937,213.49081542957128,4
554B554C,I_9,78.35777446675613,186252.01868539932,447543.546497099,Fingerprinting,TRUE,12,53.444199129411466,324.53442209517937,213.49081542957128,4
072A5219,J_1,16.086561701875052,186228.0394831503,447820.1962713682,Fingerprinting,FALSE,30,42.67229990443629,279.6890664299994,106.63504426618454,3
07614B78,J_1,42.30633615847685,186210.57700591657,447777.25765215256,Fingerprinting,FALSE,30,42.67229990443629,279.6890664299994,106.63504426618454,3
66782A34,J_1,26.581031608040515,186237.9040275611,447825.353551943,Fingerprinting,FALSE,30,42.67229990443629,279.6890664299994,106.63504426618454,3
07614B78,J_10,46.951319611592766,186170.3070018119,447562.60445238894,Fingerprinting,TRUE,12,18.451232651983496,329.3905307935683,221.36394423521656,4
66782A34,J_10,36.31432804137888,186235.3690774687,447575.44255388784,Fingerprinting,TRUE,12,18.451232651983496,329.3905307935683,221.36394423521656,4
072A5219,J_10,35.93469396483495,186213.06500839448,447559.77766332927,Fingerprinting,TRUE,12,18.451232651983496,329.3905307935683,221.36394423521656,4
072A5219,J_11,44.01790489184339,186160.99888633407,447580.16440300795,Fingerprinting,TRUE,12,13.239008771436731,342.41097166660467,243.78928182992505,4
07614B78,J_11,8.277590099596466,186195.48075568228,447569.6452236087,Fingerprinting,TRUE,12,13.239008771436731,342.41097166660467,243.78928182992505,4
66782A34,J_11,17.749618504293448,186188.09185234373,447561.3693820676,Fingerprinting,TRUE,12,13.239008771436731,342.41097166660467,243.78928182992505,4
