tag,cp,x,y,error,x_est,y_est
072A5219,J_15,186200.4748642152,447469.78195350454,124.13488289855549,186107.52020501244,447552.0552814106
07614B78,J_15,186200.4748642152,447469.78195350454,118.47771388236258,186116.8065756799,447553.66631545813
66782A34,J_15,186200.4748642152,447469.78195350454,113.59694282420041,186129.80977986622,447558.72413288505
072A5219,J_11,186203.7580669684,447569.7131627683,18.86660212654492,186185.51929765265,447574.5397526253
07614B78,J_11,186203.7580669684,447569.7131627683,20.38415650226376,186183.67783269196,447573.22001715814
66782A34,J_11,186203.7580669684,447569.7131627683,18.13862278405548,186186.2156322101,447574.32538774685
072A5219,J_1,186211.9662659249,447819.54117182374,117.36931929468967,186327.3118171136,447841.2428061555
07614B78,J_1,186211.9662659249,447819.54117182374,146.94334245557582,186358.19026036098,447834.0632014054
66782A34,J_1,186211.9662659249,447819.54117182374,107.1647565586215,186318.48357045703,447831.3033520415
524B0778,T_9,185946.18466553808,448103.381472697,18.830700399148967,185930.30054116237,448093.26762721967
664B1E61,T_9,185946.18466553808,448103.381472697,16.372881261987892,185953.3708981463,448118.09300904506
78521E33,T_9,185946.18466553808,448103.381472697,12.66716965342546,185956.31158645518,448110.9908524199
524B0778,E_22,186313.5391129926,447866.22341633507,41.68817873080483,186345.9144616082,447892.4863378769
664B1E61,E_22,186313.5391129926,447866.22341633507,50.78391622745827,186352.9314094794,447898.27420610527
78521E33,E_22,186313.5391129926,447866.22341633507,38.847428575747294,186352.13039403016,447870.67714902
344C4B4B,Q_9,186028.8783893913,447575.45881107345,19.22309125498478,186011.51177321322,447567.2169739044
52344B66,Q_9,186028.8783893913,447575.45881107345,14.087343811789918,186020.12908626004,447564.41784415976
6634661E,Q_9,186028.8783893913,447575.45881107345,15.069306815134867,186019.29933082248,447563.82585595344
344C4B4B,Q_8,186029.69919834947,447600.4416320922,31.61780811157201,186026.05764615635,447569.0342302989
52344B66,Q_8,186029.69919834947,447600.4416320922,23.712484919550015,186035.78800133485,447577.52420598746
6634661E,Q_8,186029.69919834947,447600.4416320922,38.02006510814604,186017.13004406675,447564.55930062605
344C4B4B,Q_6,186031.34082449292,447650.4072735138,16.646211085900156,186035.634176598,447666.4902916142
52344B66,Q_6,186031.34082449292,447650.4072735138,12.686667007702109,186028.0329132623,447638.15944745956
6634661E,Q_6,186031.34082449292,447650.4072735138,14.226796760921085,186017.12253856056,447649.91524584946
344C4B4B,Q_5,186032.1616416784,447675.39009391726,52.05980472747703,185982.06063722543,447661.2439770979
52344B66,Q_5,186032.1616416784,447675.39009391726,31.87114384462842,186009.48076476363,447652.99930044444
6634661E,Q_5,186032.1616416784,447675.39009391726,50.66003609881503,185983.87922966722,447660.05229916325
344C4B4B,Q_4,186032.9824616068,447700.3729141258,41.973560141602526,185991.3343818387,447695.1559032391
52344B66,Q_4,186032.9824616068,447700.3729141258,19.15100871595342,186018.27166272284,447688.11104106193
6634661E,Q_4,186032.9824616068,447700.3729141258,54.08549157711227,185981.91792681397,447682.55007244635
344C4B4B,Q_3,186033.80328427785,447725.3557341303,19.438824563079667,186039.67209839477,447743.88746155263
52344B66,Q_3,186033.80328427785,447725.3557341303,40.12904525741825,186036.14563515855,447765.4163590084
6634661E,Q_3,186033.80328427785,447725.3557341303,6.691461646004378,186039.55546610683,447728.7745150777
344C4B4B,N_8,186105.46845854825,447622.96201452945,20.184807962606783,186086.6360792945,447615.69785840984
52344B66,N_8,186105.46845854825,447622.96201452945,16.89200332125686,186088.5765320265,447622.9110774215
6634661E,N_8,186105.46845854825,447622.96201452945,19.44019931348544,186088.43351515202,447613.5954755296
344C4B4B,N_7,186106.28927238836,447647.9448269168,47.09238207617197,186070.29445049874,447617.5792996409
52344B66,N_7,186106.28927238836,447647.9448269168,28.86109303320539,186080.45251579178,447635.08307355107
6634661E,N_7,186106.28927238836,447647.9448269168,23.973581241482727,186083.2417203007,447641.34611944424
344C4B4B,N_5,186107.93090829803,447697.9104510708,62.163253784476126,186050.92578735514,447722.7033191453
52344B66,N_5,186107.93090829803,447697.9104510708,36.14707466129401,186072.44866349583,447691.00963152776
6634661E,N_5,186107.93090829803,447697.9104510708,37.31540952579645,186070.6505815858,447699.5281742569
344C4B4B,N_4,186108.75173036708,447722.8932628468,43.95712488701307,186081.0977398501,447757.0617517923
52344B66,N_4,186108.75173036708,447722.8932628468,43.28653280476256,186067.7072087384,447709.14294770383
6634661E,N_4,186108.75173036708,447722.8932628468,38.992365844758574,186070.4821602966,447715.4203383327
344C4B4B,N_3,186109.57255517977,447747.8760744224,43.925697029716034,186081.82643355193,447781.9292621463
52344B66,N_3,186109.57255517977,447747.8760744224,22.217002575547397,186087.3579769205,447748.20427589194
6634661E,N_3,186109.57255517977,447747.8760744224,22.339270085359114,186096.32139615642,447765.8607838302
344C4B4B,N_23,186087.87307024145,447848.62815601495,51.192495871567814,186045.3002980641,447820.1987574512
52344B66,N_23,186087.87307024145,447848.62815601495,73.71452150688997,186017.97956446122,447825.2032007164
6634661E,N_23,186087.87307024145,447848.62815601495,77.98297405996156,186016.60099446386,447816.9795311224
344C4B4B,N_21,186089.51475043964,447898.59378246486,90.62805447902309,186011.07404825318,447853.2010462712
52344B66,N_21,186089.51475043964,447898.59378246486,76.90120811628748,186025.47399388318,447856.01940860663
6634661E,N_21,186089.51475043964,447898.59378246486,97.58122277994298,186006.32072652705,447847.595258717
344C4B4B,N_20,186090.33559465356,447923.57659539056,82.24108824930305,186011.39703753966,447946.64824026485
52344B66,N_20,186090.33559465356,447923.57659539056,48.95364747252034,186049.9769453992,447951.2828948769
6634661E,N_20,186090.33559465356,447923.57659539056,66.76445492056655,186025.04162955144,447937.51182276884
344C4B4B,N_19,186091.15644161016,447948.5594081174,59.66874517612755,186037.58529831126,447974.8366179491
52344B66,N_19,186091.15644161016,447948.5594081174,54.95916360492506,186041.10094483366,447971.2520700725
6634661E,N_19,186091.15644161016,447948.5594081174,55.32210211166055,186053.7126277062,447989.2840417238
344C4B4B,N_18,186091.97729131073,447973.5422206373,43.38545463451312,186061.26791284175,448004.18910869944
52344B66,N_18,186091.97729131073,447973.5422206373,42.4350858014632,186063.37746742347,448004.8916477548
6634661E,N_18,186091.97729131073,447973.5422206373,43.027690804318794,186066.92748499877,448008.52635103505
344C4B4B,N_17,186092.79814375343,447998.52503297094,43.63199700597187,186050.00429882048,448007.0360845266
52344B66,N_17,186092.79814375343,447998.52503297094,35.16665396608403,186060.06683086712,448011.3840651238
6634661E,N_17,186092.79814375343,447998.52503297094,33.380153546206394,186061.35901579921,448009.7418009656
344C4B4B,N_16,186093.61899893897,448023.5078451,61.91106563402433,186031.71884655431,448022.3454412557
52344B66,N_16,186093.61899893897,448023.5078451,42.15702142442151,186054.90199975052,448006.8282638936
6634661E,N_16,186093.61899893897,448023.5078451,43.49337852013302,186051.02373486574,448014.7148107189
344C4B4B,N_15,186094.4398568683,448048.4906570419,63.070142043475485,186051.41239675225,448002.37687934644
52344B66,N_15,186094.4398568683,448048.4906570419,50.252588081976555,186058.53592111354,448013.3305943819
6634661E,N_15,186094.4398568683,448048.4906570419,51.848768256329535,186059.8202130171,448009.8930531096
344C4B4B,N_10,186103.82683909763,447572.9963891697,12.651911830676124,186114.2237710085,447580.2057358677
52344B66,N_10,186103.82683909763,447572.9963891697,19.289998663434645,186084.64099578993,447570.9945237877
6634661E,N_10,186103.82683909763,447572.9963891697,17.094213370799764,186094.94749722257,447587.60355928005
344C4B4B,N_1,186111.2142130345,447797.8416969851,29.601652231440497,186083.55205644466,447787.3030581911
52344B66,N_1,186111.2142130345,447797.8416969851,22.544560988363557,186122.5146915823,447778.33384177886
6634661E,N_1,186111.2142130345,447797.8416969851,30.693159302288347,186109.9526816787,447767.1744739841
072D1E2A,F_20,186290.19800602208,447917.00983690674,36.0276953492555,186269.3542111743,447946.3957357108
2D2A784C,F_20,186290.19800602208,447917.00983690674,30.57342237506082,186273.9853168826,447942.93054034223
6119331E,F_20,186290.19800602208,447917.00983690674,34.65456313032703,186269.0104533992,447944.4329359221
072D1E2A,F_2,186310.25578172557,447766.29226062464,54.75110096439728,186342.64422838367,447810.4360209979
2D2A784C,F_2,186310.25578172557,447766.29226062464,32.57373680502862,186324.74505813184,447795.46603649727
6119331E,F_2,186310.25578172557,447766.29226062464,52.326662397176136,186322.96789657394,447817.05131630646
072D1E2A,F_19,186291.01885138897,447941.99262769264,32.0734131082903,186265.42322405477,447961.3205269521
2D2A784C,F_19,186291.01885138897,447941.99262769264,17.298088770437836,186273.90355042918,447939.4845710414
6119331E,F_19,186291.01885138897,447941.99262769264,26.86513497705059,186265.20288661748,447949.42710415384
2D2A784C,F_18,186291.83969950004,447966.97541826207,41.365722013141294,186251.6262005262,447957.28018964437
6119331E,F_18,186291.83969950004,447966.97541826207,42.27635327461169,186250.57976349577,447957.76087936293
072D1E2A,F_1,186311.0766104248,447791.2750498595,55.70985025772532,186362.89667039324,447811.7266708369
2D2A784C,F_1,186311.0766104248,447791.2750498595,70.35938084472869,186346.42104537392,447852.1126483573
6119331E,F_1,186311.0766104248,447791.2750498595,31.038403699460403,186309.85695638933,447822.2894811495
1E557866,P_3,186059.6069275969,447749.5177272322,9.797348427544575,186058.1952380575,447759.21283779654
344C194C,P_3,186059.6069275969,447749.5177272322,9.188812410366001,186055.80743157,447741.1512403079
55665534,P_3,186059.6069275969,447749.5177272322,21.76095494653166,186061.89606952778,447727.8775102877
1E557866,P_23,186037.08660238667,447825.287012164,21.6519128407737,186023.16016793967,447808.7081173499
344C194C,P_23,186037.08660238667,447825.287012164,21.52359850441008,186035.0092470823,447803.8638964355
55665534,P_23,186037.08660238667,447825.287012164,21.751248089826145,186036.8957457732,447803.53660142724
1E557866,P_10,186053.86120870305,447574.6380035729,38.36794367078401,186015.5697315635,447572.216871607
344C194C,P_10,186053.86120870305,447574.6380035729,23.773979203062055,186030.37355999756,447570.9593563439
55665534,P_10,186053.86120870305,447574.6380035729,12.062144712636897,186042.72968818835,447579.2839250207
1E557866,M_10,186129.6304583329,447597.1583922954,9.733953482942585,186123.96923321343,447589.24003510753
344C194C,M_10,186129.6304583329,447597.1583922954,35.88150142230727,186133.663995378,447561.5043220758
55665534,M_10,186129.6304583329,447597.1583922954,35.6346564664815,186162.45336889222,447583.28448571154
071E2A4C,Z_9,185760.6337621136,447784.3505106592,64.15195762540644,185824.00874943897,447794.3046378777
19614B34,Z_9,185760.6337621136,447784.3505106592,12.414146879886275,185761.52876431152,447796.7323527605
554B554C,Z_9,185760.6337621136,447784.3505106592,34.65335119572693,185757.7318488869,447818.88214324036
071E2A4C,Z_7,185762.2754310474,447834.31620959047,14.382708094285842,185769.74899739274,447822.02767435607
19614B34,Z_7,185762.2754310474,447834.31620959047,15.99513930203421,185764.19350077407,447818.43649014033
554B554C,Z_7,185762.2754310474,447834.31620959047,13.984817185494812,185755.54139110577,447822.0594637835
19614B34,Z_22,185707.3847515806,447686.06075237336,9.280069543766079,185702.28593518538,447678.3069299544
554B554C,Z_22,185707.3847515806,447686.06075237336,13.133316460969988,185700.04082695176,447675.17265004513
071E2A4C,Z_21,185708.20557411673,447711.04360821546,23.922323247265293,185714.43784307753,447687.9473666782
19614B34,Z_21,185708.20557411673,447711.04360821546,24.74169379152782,185729.10042274502,447697.79382661445
554B554C,Z_21,185708.20557411673,447711.04360821546,30.333189768502297,185704.60374866676,447680.9250216789
19614B34,Z_18,185733.1884280619,447710.2227843866,28.82129570910624,185714.57725166966,447688.2161672079
554B554C,Z_18,185733.1884280619,447710.2227843866,34.54496109487762,185710.61301061625,447684.0750337338
071E2A4C,Z_17,185734.00925313708,447735.2056372991,27.40719974220402,185760.51559680785,447742.17473644577
19614B34,Z_17,185734.00925313708,447735.2056372991,36.33343207359504,185770.18725653974,447738.56277239375
554B554C,Z_17,185734.00925313708,447735.2056372991,20.967154078006836,185751.03468261028,447722.9681415837
071E2A4C,Z_16,185734.8300809528,447760.18848999863,44.30253168392962,185762.2870943735,447794.9566755656
19614B34,Z_16,185734.8300809528,447760.18848999863,65.08132827746175,185796.87209926092,447779.84471686475
554B554C,Z_16,185734.8300809528,447760.18848999863,43.272352263577844,185761.4027808922,447794.3409143394
071E2A4C,Z_14,185756.52963773813,447659.43625983933,95.61870188429212,185851.76075374504,447668.0368815678
19614B34,Z_14,185756.52963773813,447659.43625983933,80.88447974417245,185837.33417354137,447655.8409772206
554B554C,Z_14,185756.52963773813,447659.43625983933,107.82735738545112,185857.44003541683,447697.43403136684
071E2A4C,I_9,186230.38248451415,447618.8579545981,84.69572188458021,186170.74534593945,447558.7183087048
19614B34,I_9,186230.38248451415,447618.8579545981,96.17905650095653,186154.64668931274,447559.57473408314
554B554C,I_9,186230.38248451415,447618.8579545981,80.98232643240735,186165.5834294823,447570.28615556424
071E2A4C,I_8,186231.2032973485,447643.8407532716,179.375535753844,186084.88333628248,447540.0811666272
19614B34,I_8,186231.2032973485,447643.8407532716,108.72505209878852,186144.25665158706,447578.56121785106
554B554C,I_8,186231.2032973485,447643.8407532716,169.99385226412585,186089.05699333284,447550.6080440849
071E2A4C,I_7,186232.02411292755,447668.823551725,114.79130318608324,186122.62303387022,447634.0608247283
19614B34,I_7,186232.02411292755,447668.823551725,132.10984202717896,186131.67208645886,447582.902185674
554B554C,I_7,186232.02411292755,447668.823551725,178.98694294130382,186065.64332270832,447602.84053580806
071E2A4C,I_6,186232.8449312505,447693.8063499865,160.36429521532241,186094.87074385287,447775.53658179747
19614B34,I_6,186232.8449312505,447693.8063499865,165.6746186723751,186098.38577808288,447790.59899124445
554B554C,I_6,186232.8449312505,447693.8063499865,145.77523908999925,186112.30074179085,447775.77902054973
071E2A4C,I_22,186214.42877911837,447894.4895706411,72.88679411970848,186280.92824948614,447924.32755311066
19614B34,I_22,186214.42877911837,447894.4895706411,70.90450704620272,186285.3319037909,447894.0468166056
554B554C,I_22,186214.42877911837,447894.4895706411,93.73483706511304,186255.17178957045,447978.90655222017
071E2A4C,I_14,186226.278461501,447493.94395826774,108.44068139184414,186137.1080006071,447555.6530360821
19614B34,I_14,186226.278461501,447493.94395826774,97.83448677606043,186155.8718417806,447561.8740304176
554B554C,I_14,186226.278461501,447493.94395826774,114.57669698628527,186129.237493166,447554.86086853815
071E2A4C,I_13,186227.09926061553,447518.9267579332,79.66070865752897,186155.7174181551,447554.2886169168
19614B34,I_13,186227.09926061553,447518.9267579332,95.03866890451053,186133.70030093504,447536.50466786994
554B554C,I_13,186227.09926061553,447518.9267579332,74.81357046304778,186160.9803055481,447553.93181622797
071E2A4C,I_11,186228.74086707685,447568.8923566709,47.98214247933262,186180.87778264732,447572.2703954213
19614B34,I_11,186228.74086707685,447568.8923566709,49.99062959706897,186178.80736542962,447566.5031181401
554B554C,I_11,186228.74086707685,447568.8923566709,55.23883740813062,186173.79992735694,447563.1632816238
071E2A4C,I_1,186236.94906402743,447818.72033829027,87.85805031942328,186319.8343374353,447847.859117572
554B554C,I_1,186236.94906402743,447818.72033829027,82.94546742449941,186318.93100620626,447831.32635760074
4B2A5555,P_20,186039.549119766,447900.2354685848,57.54789914682871,185987.66625530281,447925.1338434577
55346178,P_20,186039.549119766,447900.2354685848,40.83000110246106,186005.72746652746,447923.1087010245
782D5207,P_20,186039.549119766,447900.2354685848,39.75146027651789,186003.68460761744,447917.3794285259
4B2A5555,P_19,186040.36996437784,447925.218286994,36.864716107566636,186003.83161513484,447930.1128072246
55346178,P_19,186040.36996437784,447925.218286994,28.05418711190969,186014.98737467022,447937.16657365963
782D5207,P_19,186040.36996437784,447925.218286994,24.770533356970034,186018.5850371915,447937.00795493985
4B2A5555,P_18,186041.19081173147,447950.2011052029,48.173703255006174,185999.0184081775,447926.91604424565
55346178,P_18,186041.19081173147,447950.2011052029,42.055770344186506,186005.51011137263,447927.9395814198
782D5207,P_18,186041.19081173147,447950.2011052029,41.682833366264376,185999.9816361289,447943.9351301314
4B2A5555,P_17,186042.01166182852,447975.1839232259,57.10065113737286,186066.68863928108,448026.6769435696
55346178,P_17,186042.01166182852,447975.1839232259,39.991623331088356,186066.3434349828,448006.92183040053
782D5207,P_17,186042.01166182852,447975.1839232259,37.45768284540853,186062.19312836847,448006.74000683025
4B2A5555,P_15,186043.6533702504,448025.1495586542,35.255102096160456,186077.23475127007,448014.4158233946
55346178,P_15,186043.6533702504,448025.1495586542,9.619517926428513,186053.2671545316,448025.4816383601
782D5207,P_15,186043.6533702504,448025.1495586542,13.072576685911478,186055.06477776894,448018.77209523565
4B2A5555,P_14,186044.4742285754,448050.13237606414,15.0608827731799,186044.75396640526,448065.1906607159
55346178,P_14,186044.4742285754,448050.13237606414,31.39080374518181,186048.26353553002,448081.2936294499
782D5207,P_14,186044.4742285754,448050.13237606414,26.242089810939536,186068.9962364584,448040.787944191
4B2A5555,P_13,186045.29508964333,448075.1151932898,13.153495368063993,186050.6107443,448087.1467458068
55346178,P_13,186045.29508964333,448075.1151932898,10.771139251761312,186043.7296891061,448085.7719733823
782D5207,P_13,186045.29508964333,448075.1151932898,11.641055733513362,186051.14266230163,448085.18098052166
4B2A5555,P_12,186046.11595345364,448100.0980103098,6.773385598562941,186052.7189286208,448101.60780215263
55346178,P_12,186046.11595345364,448100.0980103098,7.30851694842478,186052.76674320595,448097.06792521925
782D5207,P_12,186046.11595345364,448100.0980103098,5.891617399167468,186051.80675525076,448101.62311046524
4B2A5555,C_8,186381.92085111723,447663.89865351823,155.64123792186638,186351.04002732565,447816.4455960107
55346178,C_8,186381.92085111723,447663.89865351823,163.5003288420229,186332.73321605608,447819.8247067888
782D5207,C_8,186381.92085111723,447663.89865351823,157.26840459903585,186337.84366343074,447814.86405555054
4B2A5555,C_6,186383.56248810003,447713.86421690695,137.66183782733393,186371.61580648884,447851.00669170043
55346178,C_6,186383.56248810003,447713.86421690695,139.7084150789461,186356.58064708152,447850.94237526605
782D5207,C_6,186383.56248810003,447713.86421690695,145.76380095774954,186341.65544686283,447853.4739786158
4B2A5555,C_5,186384.38331070953,447738.8469982959,85.91124617785178,186377.88608582143,447824.5122087876
55346178,C_5,186384.38331070953,447738.8469982959,110.44759276660808,186346.38965007753,447842.55404964596
782D5207,C_5,186384.38331070953,447738.8469982959,82.9942624567638,186346.66993836052,447812.7777033298
4B2A5555,C_4,186385.2041360646,447763.82977948576,52.82541792432338,186375.35464629062,447815.7288385338
55346178,C_4,186385.2041360646,447763.82977948576,63.75202031949175,186356.45946114635,447820.7337666805
782D5207,C_4,186385.2041360646,447763.82977948576,84.3132213715576,186326.91628858398,447824.7497773036
4B2A5555,C_3,186386.02496416413,447788.8125604796,23.380276512689495,186384.7730544356,447812.1592958369
55346178,C_3,186386.02496416413,447788.8125604796,19.64861908997821,186386.25711265893,447808.45980810415
782D5207,C_3,186386.02496416413,447788.8125604796,24.172811779857224,186390.851283954,447812.49866329605
4B2A5555,C_23,186362.68384716427,447839.5989569467,10.448206549466867,186364.78115031813,447829.3634139918
55346178,C_23,186362.68384716427,447839.5989569467,13.24569869618767,186356.4394160028,447827.91753522586
782D5207,C_23,186362.68384716427,447839.5989569467,5.597912627811054,186368.22244843552,447838.7862320568
4B2A5555,C_22,186363.50468369975,447864.581740082,20.396521560248587,186354.0607446123,447882.66018321936
55346178,C_22,186363.50468369975,447864.581740082,17.61419824529147,186358.94884804284,447881.59656718344
782D5207,C_22,186363.50468369975,447864.581740082,36.83928820396369,186345.51926909768,447896.73229244066
4B2A5555,C_21,186364.32552297984,447889.5645230278,20.9565754783184,186349.72050753303,447904.5935475995
55346178,C_21,186364.32552297984,447889.5645230278,24.62445481295658,186347.29348011277,447907.3485971001
782D5207,C_21,186364.32552297984,447889.5645230278,18.32732376678901,186351.14345225267,447902.29730778985
4B2A5555,C_2,186386.84579500952,447813.7953412705,8.148606699504324,186388.51173465952,447805.8188485434
55346178,C_2,186386.84579500952,447813.7953412705,10.949417448586757,186395.53822942352,447807.1371638606
782D5207,C_2,186386.84579500952,447813.7953412705,6.905648356522792,186388.32202891828,447807.0493266937
4B2A5555,C_19,186365.96720977596,447939.5300883076,49.00413892770641,186329.2806732999,447907.0415722837
55346178,C_19,186365.96720977596,447939.5300883076,50.42048745404828,186352.53034212437,447890.93300873676
782D5207,C_19,186365.96720977596,447939.5300883076,50.863650723596145,186328.55549935295,447905.07033079024
4B2A5555,C_18,186366.78805729176,447964.51287064806,67.36994406105897,186319.5972381097,447916.43235538754
55346178,C_18,186366.78805729176,447964.51287064806,63.1410138634443,186323.6913661664,447918.3667673917
782D5207,C_18,186366.78805729176,447964.51287064806,64.40103092856994,186339.35395438675,447906.24741962895
4B2A5555,C_17,186367.60890755264,447989.4956527868,84.95671425103025,186325.5168049461,447915.69932364713
55346178,C_17,186367.60890755264,447989.4956527868,88.86609893517824,186321.52438882203,447913.51275554457
782D5207,C_17,186367.60890755264,447989.4956527868,88.06216254808913,186337.2210800947,447906.842616454
4B2A5555,C_1,186387.6666285998,447838.77812186343,29.445131949352557,186381.35050915007,447810.01838558837
55346178,C_1,186387.6666285998,447838.77812186343,34.142887637227076,186369.98413261137,447809.5708263394
782D5207,C_1,186387.6666285998,447838.77812186343,34.64283188116646,186353.71363502543,447831.8991664133
34075261,Y_9,185810.5994551007,447782.7088475698,22.90380873803981,185828.44632546772,447768.35358119087
521E1933,Y_9,185810.5994551007,447782.7088475698,37.64882384461557,185809.71069078543,447745.07051558135
552A2D4B,Y_9,185810.5994551007,447782.7088475698,27.809967470365113,185809.64807546302,447754.91515822336
34075261,Y_8,185811.420287798,447807.6916916526,47.76540649112889,185859.1737309737,447806.62270983396
521E1933,Y_8,185811.420287798,447807.6916916526,51.69427623286647,185862.06786742428,447797.3417702403
552A2D4B,Y_8,185811.420287798,447807.6916916526,35.30075000639253,185844.51013791858,447795.3951567743
34075261,Y_7,185812.2411232356,447832.67453553184,29.82965398339581,185842.07057092877,447832.56359820714
521E1933,Y_7,185812.2411232356,447832.67453553184,38.8565414214585,185850.61161880026,447826.54788217455
552A2D4B,Y_7,185812.2411232356,447832.67453553184,55.56365192820983,185856.850322776,447799.5484320489
34075261,Y_5,185813.8828023342,447882.6402227022,5.0605736187091495,185818.44427400344,447880.4487890251
521E1933,Y_5,185813.8828023342,447882.6402227022,40.48085067900658,185851.21651370177,447866.9911566847
552A2D4B,Y_5,185813.8828023342,447882.6402227022,15.391511046776683,185828.81754455663,447886.36206190515
34075261,Y_11,185808.9577979293,447732.7431588052,21.688196312651414,185787.3927539358,447730.43518634985
521E1933,Y_11,185808.9577979293,447732.7431588052,26.839692938475576,185782.13820442706,447733.7816776574
552A2D4B,Y_11,185808.9577979293,447732.7431588052,25.19455787614133,185783.8330802633,447730.8685098303
34075261,Y_10,185809.7786251446,447757.72600328416,30.8437527608684,185838.4664431368,447769.05500073405
521E1933,Y_10,185809.7786251446,447757.72600328416,14.348092722965353,185821.64899480614,447765.785909542
552A2D4B,Y_10,185809.7786251446,447757.72600328416,32.30157816483434,185836.1067927093,447776.44015687506
34075261,K_9,186180.4168823583,447620.4995779657,42.847309458338934,186153.60890964526,447587.0746691874
521E1933,K_9,186180.4168823583,447620.4995779657,69.208782475472,186153.91207889983,447556.5671842567
552A2D4B,K_9,186180.4168823583,447620.4995779657,54.0745142582765,186159.7950899676,447570.51163171
34075261,K_8,186181.23769559537,447645.4823821253,107.48060832578274,186127.97292333085,447552.1285112806
521E1933,K_8,186181.23769559537,447645.4823821253,95.07414880089574,186118.98031797854,447573.62757920654
552A2D4B,K_8,186181.23769559537,447645.4823821253,77.1932976987531,186150.84646221314,447574.5233929617
34075261,K_6,186182.87933030055,447695.44798981654,100.1555897023025,186109.6533447785,447763.77878223796
521E1933,K_6,186182.87933030055,447695.44798981654,108.68573786398943,186100.18587563213,447765.97728989844
552A2D4B,K_6,186182.87933030055,447695.44798981654,118.78757579624916,186096.07441985616,447776.53680338716
34075261,K_4,186184.5209759804,447745.4135967184,72.61383031459515,186118.311164678,447775.23019008944
521E1933,K_4,186184.5209759804,447745.4135967184,71.9668068566337,186119.82817140908,447776.9423506715
552A2D4B,K_4,186184.5209759804,447745.4135967184,83.45352540448745,186109.67105723827,447782.31861760624
34075261,K_23,186163.64233500377,447871.1484498867,120.64953577930355,186062.92830746842,447804.71807173506
521E1933,K_23,186163.64233500377,447871.1484498867,96.05738619960397,186098.3167573958,447800.7240907935
552A2D4B,K_23,186163.64233500377,447871.1484498867,135.56897961790074,186037.17339583806,447822.31653756555
34075261,K_22,186164.46317587773,447896.1312547783,138.0160155563104,186026.5691677811,447890.3292653706
521E1933,K_22,186164.46317587773,447896.1312547783,141.1555597387628,186027.26961031908,447929.33995265205
552A2D4B,K_22,186164.46317587773,447896.1312547783,170.25777577905177,185994.3952479808,447904.1692964601
34075261,K_21,186165.284019495,447921.1140594658,147.68519909503087,186020.54442743515,447950.46313989576
521E1933,K_21,186165.284019495,447921.1140594658,133.41494084166385,186041.37230389498,447970.5653807509
552A2D4B,K_21,186165.284019495,447921.1140594658,142.38731961627752,186044.04606825105,447995.7833835934
34075261,K_14,186176.31285732973,447495.5855541884,62.626391396883314,186120.96391983042,447524.886748995
521E1933,K_14,186176.31285732973,447495.5855541884,61.35871298740783,186142.3863775119,447546.7117277851
552A2D4B,K_14,186176.31285732973,447495.5855541884,69.1141413460396,186172.09530750825,447564.57089181535
34075261,K_12,186177.9544591104,447545.55116430414,24.298693156693215,186155.57702232295,447555.0209484594
521E1933,K_12,186177.9544591104,447545.55116430414,46.87765302297428,186132.1275869637,447535.6814053307
552A2D4B,K_12,186177.9544591104,447545.55116430414,31.449254285996446,186187.20563179004,447575.6089652749
34075261,K_1,186186.9834650784,447820.36200556665,91.4592436226801,186101.2802230267,447788.4285192888
521E1933,K_1,186186.9834650784,447820.36200556665,84.53603070322778,186109.430115487,447786.7194959366
552A2D4B,K_1,186186.9834650784,447820.36200556665,77.97056018938827,186120.90634977457,447778.9709064103
524B0778,T_8,185947.0055328806,448128.36430049414,12.36657748073576,185949.57993339066,448116.2686524916
664B1E61,T_8,185947.0055328806,448128.36430049414,15.335619106214907,185951.6811551662,448113.75882995693
78521E33,T_8,185947.0055328806,448128.36430049414,27.471430063200213,185934.7041616191,448103.80099992594
524B0778,T_7,185953.92991500217,447577.9212347991,55.081486069467694,185986.24451212076,447622.52770205087
664B1E61,T_7,185953.92991500217,447577.9212347991,17.334271138501062,185970.66916198106,447582.4239635809
78521E33,T_7,185953.92991500217,447577.9212347991,44.45748709107872,185952.4658822475,447622.35460926633
524B0778,T_2,185958.03399023265,447702.8353789848,17.087461310702473,185958.7130998719,447685.76141798735
664B1E61,T_2,185958.03399023265,447702.8353789848,10.59990964982403,185966.04214927382,447695.8907786827
78521E33,T_2,185958.03399023265,447702.8353789848,3.331737415671,185957.2548120578,447706.0747239153
524B0778,T_12,185943.72207996307,448028.4329881309,21.753827804473822,185960.79350009395,448014.94982682273
664B1E61,T_12,185943.72207996307,448028.4329881309,24.475412582904674,185937.63931935772,448052.14049421065
78521E33,T_12,185943.72207996307,448028.4329881309,14.656937736572504,185957.32911371606,448033.88041470305
524B0778,T_10,185945.3638009377,448078.3986447068,23.0626255846038,185952.24773282252,448056.3873707623
664B1E61,T_10,185945.3638009377,448078.3986447068,12.520562450510274,185953.75397758652,448069.1051297701
78521E33,T_10,185945.3638009377,448078.3986447068,3.685304048486575,185948.18313700196,448076.025290522
524B0778,T_1,185958.8548135044,447727.8182072189,17.28069020766981,185946.0683087735,447739.442644875
664B1E61,T_1,185958.8548135044,447727.8182072189,26.754575870795538,185945.80782331622,447751.1759335007
78521E33,T_1,185958.8548135044,447727.8182072189,30.568908644209706,185945.54855089606,447755.33913654723
524B0778,E_24,186311.89744186937,447816.2578388802,8.210684674159813,186304.8391192859,447820.45252899104
