tag,cp,error,x_cal,y_cal,x_est,y_est,node_count
664B1E61,E_15,57.95398488383857,186324.5680485356,447440.69519083464,186366.47309845942,447480.7280667593,8
524B0778,E_16,30.411042855084553,186318.46419223532,448016.1201439295,186300.4512442884,447991.61779233225,27
78521E33,E_16,25.218872595484623,186318.46419223532,448016.1201439295,186326.8103117182,447992.3223746104,25
664B1E61,E_16,23.684458284213118,186318.46419223532,448016.1201439295,186333.98221186566,447998.2275580077,19
78521E33,E_17,8.139028128752848,186317.64333883347,447991.1373565012,186325.6782066377,447992.43530806,22
524B0778,E_17,18.8632680219031,186317.64333883347,447991.1373565012,186334.53398978084,447982.73921438283,23
664B1E61,E_17,9.111114593040684,186317.64333883347,447991.1373565012,186326.71858833852,447990.32973310596,17
524B0778,E_18,44.87153833541305,186316.82248817533,447966.1545688604,186334.30461768882,448007.4804699427,25
78521E33,E_18,18.75226409216186,186316.82248817533,447966.1545688604,186333.8232997557,447974.06783709745,23
664B1E61,E_18,29.440749776875624,186316.82248817533,447966.1545688604,186333.18950888002,447990.6265606199,15
524B0778,E_19,18.727374058450348,186316.00164026287,447941.1717810276,186332.60048746894,447932.5004022125,26
78521E33,E_19,26.084065146736478,186316.00164026287,447941.1717810276,186323.85407060458,447916.2977425073,23
664B1E61,E_19,50.0907330789995,186316.00164026287,447941.1717810276,186317.6465643664,447991.2354980798,17
664B1E61,E_2,37.149825861719926,186335.23856924975,447765.4714333847,186369.0986686708,447780.75551754935,20
524B0778,E_2,20.005481443105875,186335.23856924975,447765.4714333847,186344.1622904534,447783.37636252865,23
78521E33,E_2,70.02564940668628,186335.23856924975,447765.4714333847,186393.3818117065,447804.4964885601,21
524B0778,E_20,18.55205533769819,186315.1807950945,447916.1889929974,186332.062468663,447923.88235733163,27
78521E33,E_20,18.558310405031023,186315.1807950945,447916.1889929974,186332.06620174047,447923.88924802496,24
664B1E61,E_20,52.47264316286221,186315.1807950945,447916.1889929974,186365.24266926473,447931.91117589484,12
524B0778,E_21,33.630897122234686,186314.359952671,447891.2062047715,186337.668078335,447915.4501425555,27
78521E33,E_21,44.71101036240914,186314.359952671,447891.2062047715,186332.25717050675,447932.17892790976,29
664B1E61,E_21,56.275132370631844,186314.359952671,447891.2062047715,186365.65832119685,447914.34422348347,19
524B0778,E_22,31.996548798005968,186313.5391129926,447866.22341633507,186281.56378674175,447867.38859706535,30
78521E33,E_22,16.716994044298445,186313.5391129926,447866.22341633507,186330.24715755213,447865.67648226756,26
664B1E61,E_22,15.974180658114474,186313.5391129926,447866.22341633507,186315.2230844517,447882.10858828324,19
524B0778,E_23,34.5183675262412,186312.7182760588,447841.2406277099,186289.7464038556,447867.00515340234,28
664B1E61,E_23,81.801414417554,186312.7182760588,447841.2406277099,186310.03207367513,447759.48333006946,20
78521E33,E_23,16.794875069144464,186312.7182760588,447841.2406277099,186312.20178283035,447824.4536963842,22
524B0778,E_24,23.399485900333644,186311.89744186937,447816.2578388802,186296.20150522783,447833.6121903041,24
664B1E61,E_24,24.129576177465825,186311.89744186937,447816.2578388802,186311.10507474095,447792.1412760895,21
78521E33,E_24,38.919080580097,186311.89744186937,447816.2578388802,186350.80220931297,447815.2024226782,21
524B0778,E_3,21.72711066096485,186334.41774349537,447740.48864669935,186314.90217200608,447750.0390292634,24
664B1E61,E_3,26.11525575982958,186334.41774349537,447740.48864669935,186309.94315445743,447749.599139267,20
78521E33,E_3,82.03198637260836,186334.41774349537,447740.48864669935,186369.95882848685,447814.4215762089,25
524B0778,E_4,23.91272586138983,186333.5969204853,447715.50585981813,186357.50309629677,447714.9462026084,19
664B1E61,E_4,85.30125164594428,186333.5969204853,447715.50585981813,186414.2887864048,447687.8449432246,13
78521E33,E_4,36.101712088681545,186333.5969204853,447715.50585981813,186343.0441047788,447680.6621469755,21
524B0778,E_5,34.13513895507981,186332.7761002196,447690.5230727376,186340.07799724353,447657.1780579478,20
78521E33,E_5,66.24736771257705,186332.7761002196,447690.5230727376,186389.17375523268,447655.76651597675,20
664B1E61,E_5,41.41722350529074,186332.7761002196,447690.5230727376,186364.75203956914,447664.19959071866,14
524B0778,E_6,23.221276283486475,186331.95528269943,447665.5402854541,186315.18456385552,447649.47882033745,20
78521E33,E_6,35.39263972386918,186331.95528269943,447665.5402854541,186363.4225894735,447681.74051850825,18
664B1E61,E_6,59.283835150583265,186331.95528269943,447665.5402854541,186330.10261307738,447606.28540611546,13
524B0778,E_7,101.89889646080383,186331.1344679243,447640.5574979675,186411.9990298497,447578.55501636764,17
78521E33,E_7,74.24897292221227,186331.1344679243,447640.5574979675,186362.04631506762,447573.0492193182,18
664B1E61,E_7,145.43911557470912,186331.1344679243,447640.5574979675,186385.36927291288,447505.608906767,10
78521E33,E_8,15.642618505869086,186330.31365589343,447615.5747102829,186321.25646344948,447628.3284853614,20
524B0778,E_8,78.65805106917468,186330.31365589343,447615.5747102829,186387.12328237935,447561.1710767964,17
664B1E61,E_8,175.77436171384977,186330.31365589343,447615.5747102829,186307.82102072515,447441.2454023651,7
2D2A784C,F_1,74.95732489048179,186311.0766104248,447791.2750498595,186321.27463589975,447865.53540826926,28
072D1E2A,F_1,17.435494046981287,186311.0766104248,447791.2750498595,186295.22853117363,447798.54380743636,22
6119331E,F_1,13.12665969901856,186311.0766104248,447791.2750498595,186302.0918046575,447800.8449223862,18
072D1E2A,F_10,9.834727653057252,186303.68925093673,447566.42993959074,186310.8185986803,447559.6554087021,14
2D2A784C,F_10,42.61548082252183,186303.68925093673,447566.42993959074,186336.9713023085,447593.0454287319,20
6119331E,F_10,26.88543242145639,186303.68925093673,447566.42993959074,186311.48603486136,447540.69986697286,15
2D2A784C,F_11,52.89410323150915,186302.86844693896,447541.4471485566,186252.0944860856,447526.6217967588,20
072D1E2A,F_11,14.049147003494944,186302.86844693896,447541.4471485566,186316.87545855515,447542.5344190425,12
6119331E,F_11,18.53892227289222,186302.86844693896,447541.4471485566,186311.8831505953,447557.64673981775,12
072D1E2A,F_12,12.2890016693252,186302.04764568596,447516.4643573273,186310.6049845619,447507.64440758876,14
2D2A784C,F_12,91.54403916200222,186302.04764568596,447516.4643573273,186222.04378476157,447560.9581023179,20
6119331E,F_12,35.01783362518326,186302.04764568596,447516.4643573273,186325.7377971283,447490.6762709997,8
2D2A784C,F_13,26.46759498560312,186301.22684717723,447491.48156588455,186325.92390257563,447481.96373845544,19
072D1E2A,F_13,56.899052090796374,186301.22684717723,447491.48156588455,186351.49295361142,447464.8203454928,14
6119331E,F_13,52.34054912402649,186301.22684717723,447491.48156588455,186350.2745932517,447473.2099570988,11
2D2A784C,F_14,53.579301217812684,186300.40605141345,447466.4987742455,186268.93721848272,447509.86297691276,16
6119331E,F_14,51.13462769924242,186300.40605141345,447466.4987742455,186350.53338675902,447456.3992494501,12
072D1E2A,F_14,58.940456299471755,186300.40605141345,447466.4987742455,186359.32802406262,447465.0227905328,10
2A786119,F_15,39.021102683391675,186299.5852583945,447441.51598240173,186281.96958911725,447476.3345787339,17
4C524C66,F_15,23.70422587437836,186299.5852583945,447441.51598240173,186317.19073958017,447457.3885170615,12
78073433,F_15,53.3808882311552,186299.5852583945,447441.51598240173,186348.11288583363,447463.7553304919,11
2D2A784C,F_16,32.83437910606246,186293.48140395695,448016.94099882385,186292.40315529064,447984.1243288055,23
072D1E2A,F_16,24.976352172875433,186293.48140395695,448016.94099882385,186284.3677628187,447993.6867580694,16
6119331E,F_16,18.77898918199124,186293.48140395695,448016.94099882385,186277.0228127638,448025.98341059475,16
2D2A784C,F_17,17.218282811377147,186292.66055035635,447991.95820864086,186292.095122196,447974.7492123317,28
6119331E,F_17,34.8664566648275,186292.66055035635,447991.95820864086,186285.02009544492,448025.97722169396,19
072D1E2A,F_17,0.8698766025152224,186292.66055035635,447991.95820864086,186292.6319872864,447991.08880111005,21
2D2A784C,F_18,0.49122139252419433,186291.83969950004,447966.97541826207,186291.8235710628,447966.48446171614,27
6119331E,F_18,16.251102421179368,186291.83969950004,447966.97541826207,186292.37337017027,447983.2177557022,19
072D1E2A,F_18,270.14963688195274,186291.83969950004,447966.97541826207,186391.88459719712,447716.0335031657,9
6119331E,F_19,41.53927035433496,186291.01885138897,447941.99262769264,186292.3829538843,447983.5094942164,21
072D1E2A,F_19,34.278926718623005,186291.01885138897,447941.99262769264,186300.48228809363,447974.93937537307,18
2D2A784C,F_19,40.44624764720085,186291.01885138897,447941.99262769264,186292.34706018676,447982.4170610236,29
072D1E2A,F_2,111.42700245208815,186310.25578172557,447766.29226062464,186416.37114735795,447800.2849959098,25
2D2A784C,F_2,63.09972011619253,186310.25578172557,447766.29226062464,186287.17555272445,447825.01940688596,28
6119331E,F_2,53.35883359536509,186310.25578172557,447766.29226062464,186294.6944698391,447817.33156601794,24
2D2A784C,F_20,16.995749907467665,186290.19800602208,447917.00983690674,186289.56937962654,447900.0257165653,28
072D1E2A,F_20,9.24200701596846,186290.19800602208,447917.00983690674,186291.32145426577,447926.18330722756,18
6119331E,F_20,25.287144095555714,186290.19800602208,447917.00983690674,186298.22985925607,447940.9875138196,21
072D1E2A,F_21,25.53237908247346,186289.37716339983,447892.0270459464,186299.08291381743,447915.6427354439,19
2D2A784C,F_21,36.74733648085526,186289.37716339983,447892.0270459464,186306.76645610892,447924.3995533796,25
6119331E,F_21,58.94389750393916,186289.37716339983,447892.0270459464,186332.56792083595,447932.13865929027,22
2D2A784C,F_22,23.247781798924905,186288.55632352177,447867.04425476666,186305.69230648948,447882.7546795318,30
072D1E2A,F_22,19.075964560383078,186288.55632352177,447867.04425476666,186305.715551148,447875.3781212871,20
6119331E,F_22,71.75902323371268,186288.55632352177,447867.04425476666,186348.35334832274,447906.71380531124,21
6119331E,F_23,45.6347920556841,186287.73548638896,447842.0614633915,186302.9293413597,447799.03030006663,26
2D2A784C,F_23,18.31544000234903,186287.73548638896,447842.0614633915,186295.43756092273,447825.4442015727,28
072D1E2A,F_23,99.18257635785658,186287.73548638896,447842.0614633915,186386.82005940465,447846.4695064132,23
2D2A784C,F_24,13.181162312461597,186286.91465200033,447817.07867182133,186294.83200704775,447827.61710286967,29
072D1E2A,F_24,55.04033946991511,186286.91465200033,447817.07867182133,186310.28716140141,447767.24730847194,22
6119331E,F_24,18.74813090159642,186286.91465200033,447817.07867182133,186303.25893240405,447807.89407001244,27
2D2A784C,F_3,39.006316638729814,186309.43495577047,447741.30947119725,186346.78207412336,447752.56493602355,28
6119331E,F_3,7.850018492894915,186309.43495577047,447741.30947119725,186309.69273873972,447749.1552559432,18
072D1E2A,F_3,10.585883353651328,186309.43495577047,447741.30947119725,186301.68124850918,447748.5164782101,19
2D2A784C,F_4,32.17208697415104,186308.6141325598,447716.3266815783,186309.67059478982,447748.4814178986,27
072D1E2A,F_4,59.07667220338333,186308.6141325598,447716.3266815783,186351.78367430664,447756.6558752721,19
6119331E,F_4,58.00309173000256,186308.6141325598,447716.3266815783,186310.51883715016,447774.2984915437,23
2D2A784C,F_5,22.354363462872275,186307.79331209432,447691.3438917434,186293.26041124773,447708.3295433003,25
072D1E2A,F_5,38.05132974767528,186307.79331209432,447691.3438917434,186290.33000669163,447657.5365455006,16
6119331E,F_5,78.49258488339875,186307.79331209432,447691.3438917434,186347.16119705004,447623.4376658448,14
2D2A784C,F_6,26.810373581312852,186306.97249437356,447666.36110172176,186281.74757481331,447675.4440288242,21
072D1E2A,F_6,41.730734341999025,186306.97249437356,447666.36110172176,186331.29157286132,447632.44891202205,17
6119331E,F_6,161.387140872046,186306.97249437356,447666.36110172176,186361.52032928102,447514.4718560664,17
2D2A784C,F_7,69.46142495877095,186306.15167939712,447641.3783114922,186288.17377911013,447574.2837166386,21
072D1E2A,F_7,54.06900452842146,186306.15167939712,447641.3783114922,186337.84238615737,447597.5701346786,13
6119331E,F_7,30.525965577620546,186306.15167939712,447641.3783114922,186331.40050141135,447658.5344054923,15
072D1E2A,F_8,41.86334465202479,186305.33086716535,447616.3955210589,186340.04572542786,447639.79249183007,14
2D2A784C,F_8,81.92147348230495,186305.33086716535,447616.3955210589,186332.21736692643,447539.011776331,17
6119331E,F_8,100.7256235733615,186305.33086716535,447616.3955210589,186325.16006705043,447517.6410068524,11
072D1E2A,F_9,37.31179598966312,186304.5100576787,447591.41273043386,186287.44162794336,447558.23383915727,12
2D2A784C,F_9,52.719915487003384,186304.5100576787,447591.41273043386,186333.31491347784,447547.2576653637,19
6119331E,F_9,94.36829199743713,186304.5100576787,447591.41273043386,186387.88873238434,447547.2157719543,11
2A786119,G_1,53.32213639814085,186286.0938203554,447792.09588004503,186329.50530544724,447823.0586511126,26
78073433,G_1,85.88505560768844,186286.0938203554,447792.09588004503,186362.46250664152,447831.39049203787,23
4C524C66,G_1,52.75297766079834,186286.0938203554,447792.09588004503,186336.8505452642,447806.4705636455,24
2A786119,G_10,37.585108671081436,186278.70645906063,447567.2507450867,186263.54733467952,447601.6432056241,23
4C524C66,G_10,27.81237322617972,186278.70645906063,447567.2507450867,186286.50740208867,447540.554801718,16
78073433,G_10,8.350313655053403,186278.70645906063,447567.2507450867,186287.05452151055,447567.0568598887,11
2A786119,G_11,55.61981123249663,186277.8856548618,447542.2679513101,186255.16197343994,447593.0340591398,21
4C524C66,G_11,18.72931997429162,186277.8856548618,447542.2679513101,186295.05681049352,447534.7887240124,15
78073433,G_11,23.251378167645036,186277.8856548618,447542.2679513101,186278.6491682672,447565.506790222,15
2A786119,G_12,19.091870176002416,186277.06485340695,447517.2851573288,186268.27419472818,447534.2328364269,21
4C524C66,G_12,8.847237268613865,186277.06485340695,447517.2851573288,186277.09372589353,447508.43796717224,17
78073433,G_12,109.3026096984805,186277.06485340695,447517.2851573288,186264.60234305996,447625.8749649663,14
2A786119,G_13,52.406018808966046,186276.2440546966,447492.3023631435,186261.60510028392,447542.6222580272,18
4C524C66,G_13,15.568079814401996,186276.2440546966,447492.3023631435,186291.81210315388,447492.3336095803,18
78073433,G_13,76.70130723677335,186276.2440546966,447492.3023631435,186262.17622025387,447567.70253930986,13
2A786119,G_16,37.09468876134291,186269.31946947673,448042.74464664375,186284.73489314032,448009.00474967336,32
4C524C66,G_16,26.131157764086453,186269.31946947673,448042.74464664375,186260.88539555116,448018.0120001394,21
78073433,G_16,41.99889679805636,186269.31946947673,448042.74464664375,186293.19392481263,448008.1915322448,23
2A786119,G_17,41.93454503138133,186268.49861293365,448017.76185391104,186267.12152436317,447975.84992608544,30
4C524C66,G_17,67.15138874351968,186268.49861293365,448017.76185391104,186201.63075289404,448011.59757748095,26
78073433,G_17,50.009275538280676,186268.49861293365,448017.76185391104,186218.5754904182,448020.69604514074,23
2A786119,G_18,21.56609001036972,186267.6777591348,447992.7790609927,186266.96955507746,447971.2246023971,31
4C524C66,G_18,17.776152190549915,186267.6777591348,447992.7790609927,186251.5156351157,448000.18023210904,23
78073433,G_18,34.24221392106855,186267.6777591348,447992.7790609927,186234.33769446143,447984.9707768155,21
2A786119,G_19,20.51185732819316,186266.85690808104,447967.796267868,186267.53049747407,447988.2970622034,29
4C524C66,G_19,0.794330729291085,186266.85690808104,447967.796267868,186266.88299580407,447968.5901700901,28
78073433,G_19,23.301845005505857,186266.85690808104,447967.796267868,186251.55352820194,447985.3684773175,24
4C524C66,G_2,54.700952387384625,186285.27299145583,447767.11308808246,186336.89245707716,447749.0126747984,24
2A786119,G_2,257.6848930864904,186285.27299145583,447767.11308808246,186402.78709813117,447537.7837640585,8
78073433,G_2,41.22776007497404,186285.27299145583,447767.11308808246,186309.55779461906,447800.42939844425,22
2A786119,G_20,16.55679379565568,186266.0360597704,447942.8134745476,186266.5797671893,447959.36133854976,29
4C524C66,G_20,24.996274803271874,186266.0360597704,447942.8134745476,186266.85690808104,447967.796267868,27
78073433,G_20,14.831685212604434,186266.0360597704,447942.8134745476,186266.52311674575,447957.63716038305,24
2A786119,G_21,50.977896763247195,186265.2152142047,447917.83068102103,186266.88926670313,447968.7810834398,30
4C524C66,G_21,47.405171798041295,186265.2152142047,447917.83068102103,186290.47956653003,447957.9425597452,25
78073433,G_21,58.39155052697361,186265.2152142047,447917.83068102103,186267.68797682715,447976.16984983545,26
2A786119,G_22,59.549634853211145,186264.39437138377,447892.8478873048,186313.29743465743,447858.86775467405,28
4C524C66,G_22,36.593882892797,186264.39437138377,447892.8478873048,186231.42997951867,447876.9588617168,24
78073433,G_22,53.08606396692927,186264.39437138377,447892.8478873048,186315.2109704717,447908.2037801358,20
2A786119,G_23,16.634300383310805,186263.5735313069,447867.86509338726,186262.903597189,447851.24428902887,30
4C524C66,G_23,38.00277887167268,186263.5735313069,447867.86509338726,186229.91116072913,447885.50187339535,21
78073433,G_23,48.234537379697386,186263.5735313069,447867.86509338726,186230.63630957672,447903.1029994109,24
2A786119,G_24,32.97798898417537,186262.75269397403,447842.88229926827,186229.80102336296,447844.199554513,29
4C524C66,G_24,27.166826037906596,186262.75269397403,447842.88229926827,186255.734485907,447816.6376580533,24
78073433,G_24,44.74616555167082,186262.75269397403,447842.88229926827,186221.61304757796,447860.48198182177,20
2A786119,G_3,18.018887263967557,186284.4521653013,447742.1302959019,186268.65045070671,447733.47084360383,27
4C524C66,G_3,48.908853514378926,186284.4521653013,447742.1302959019,186325.48147774246,447715.50941175624,22
78073433,G_3,67.725065664439,186284.4521653013,447742.1302959019,186349.4818024931,447723.2138795934,18
2A786119,G_4,18.344297772860894,186283.63134189032,447717.1475035341,186267.82919275327,447726.4644420565,27
4C524C66,G_4,69.87330431293746,186283.63134189032,447717.1475035341,186260.79120089274,447783.1823929095,18
78073433,G_4,91.1956111462927,186283.63134189032,447717.1475035341,186374.75136574026,447713.435260825,17
2A786119,G_5,23.473143389772005,186282.81052122405,447692.1647109602,186304.6411528396,447683.5384728541,25
78073433,G_5,52.70426026900448,186282.81052122405,447692.1647109602,186314.72224939827,447650.21973920625,16
4C524C66,G_5,67.0540310570079,186282.81052122405,447692.1647109602,186314.1674847599,447632.8942805686,19
2A786119,G_6,19.372386717348355,186281.9897033026,447667.1819181917,186265.50183708814,447677.352445947,21
4C524C66,G_6,25.39175421938933,186281.9897033026,447667.1819181917,186281.54823925463,447641.7940019355,16
78073433,G_6,18.80664707830566,186281.9897033026,447667.1819181917,186273.9993228463,447684.20671758824,17
2A786119,G_7,24.996502682403573,186281.1688881255,447642.1991252094,186256.18256752615,447642.9125179886,23
4C524C66,G_7,59.079292654178964,186281.1688881255,447642.1991252094,186330.01015856495,447608.9591925624,17
78073433,G_7,24.63879619943948,186281.1688881255,447642.1991252094,186264.28172843618,447660.14053306344,15
2A786119,G_8,34.57518079559052,186280.3480756931,447617.2163320346,186271.6568381158,447583.75134262146,23
4C524C66,G_8,53.43190161493685,186280.3480756931,447617.2163320346,186296.0834981154,447566.1539722049,15
78073433,G_8,68.20255580701401,186280.3480756931,447617.2163320346,186278.10849775677,447549.0505568298,15
2A786119,G_9,10.909938217431922,186279.5272660047,447592.23353866,186271.2033196519,447585.1809739475,23
4C524C66,G_9,52.347912481488116,186279.5272660047,447592.23353866,186294.74370425305,447542.1459758504,13
78073433,G_9,55.42667053932867,186279.5272660047,447592.23353866,186302.86114935754,447541.95784180006,16
784C5552,H_1,52.85674804955488,186261.9318593862,447817.89950495464,186277.2543665931,447767.31238616665,23
34556652,H_1,78.57194014118659,186261.9318593862,447817.89950495464,186311.85360062774,447757.22521444404,22
78612A1E,H_1,34.169224877002485,186261.9318593862,447817.89950495464,186260.80980571412,447783.74870812276,24
78612A1E,H_10,26.37359242800452,186254.5444715862,447593.0543470963,186247.13488695046,447618.36569698295,26
34556652,H_10,38.09672415439852,186254.5444715862,447593.0543470963,186270.25594423118,447558.34829548246,12
784C5552,H_10,17.321649982993964,186254.5444715862,447593.0543470963,186269.51548921526,447601.76687768643,21
78612A1E,H_11,23.189645963272465,186253.72366444068,447568.07155078393,186239.43283092295,447586.3344026223,25
34556652,H_11,17.126723839347964,186253.72366444068,447568.07155078393,186270.81390499545,447566.9542561722,14
784C5552,H_11,58.81388878305306,186253.72366444068,447568.07155078393,186197.70872428198,447585.99918288644,22
784C5552,H_12,25.533743289155822,186252.90286003987,447543.08875425317,186251.032541815,447517.6236024552,21
78612A1E,H_12,48.50408041771071,186252.90286003987,447543.08875425317,186210.45055893884,447519.62712710595,24
34556652,H_12,99.9876261174418,186252.90286003987,447543.08875425317,186326.96967935935,447475.92007366096,12
784C5552,H_13,37.41799221673217,186252.08205838295,447518.10595753306,186286.07708973702,447533.7406620319,20
78612A1E,H_13,31.13599279194514,186252.08205838295,447518.10595753306,186236.90624970009,447545.2931765516,21
34556652,H_13,30.140229469694134,186252.08205838295,447518.10595753306,186268.09318781985,447492.5701558687,14
784C5552,H_14,80.52705370693825,186251.26125947063,447493.12316060194,186178.63586817298,447527.91049906844,21
78612A1E,H_14,40.605801707943726,186251.26125947063,447493.12316060194,186252.75389202285,447533.7015191248,21
34556652,H_14,22.794107411773478,186251.26125947063,447493.12316060194,186267.38593789545,447509.2342151421,14
78612A1E,H_16,29.987189192733368,186244.3366759072,448043.56550467754,186227.60107176413,448018.6827582526,22
784C5552,H_16,55.50091938564096,186244.3366759072,448043.56550467754,186217.72659130124,447994.8596995829,27
34556652,H_16,22.909655548435104,186244.3366759072,448043.56550467754,186230.0741289771,448025.63697789994,12
78612A1E,H_17,57.1467772215736,186243.5158191663,448018.5827092061,186186.78578490572,448011.6937789839,29
784C5552,H_17,17.498880528415143,186243.5158191663,448018.5827092061,186226.02050394384,448018.2294882909,18
34556652,H_17,22.90964028658531,186243.5158191663,448018.5827092061,186229.39663108508,448036.62433180463,14
78612A1E,H_18,43.308585169877134,186242.69496516965,447993.5999135316,186200.3193527613,448002.54088788753,29
34556652,H_18,11.824187655138065,186242.69496516965,447993.5999135316,186235.02046797227,448002.5951070521,12
784C5552,H_18,30.336855663946782,186242.69496516965,447993.5999135316,186225.17965566227,447968.83019927336,21
784C5552,H_19,44.98538282046991,186241.87411391665,447968.6171176678,186225.14418723324,447926.85835546546,27
78612A1E,H_19,42.15269350289936,186241.87411391665,447968.6171176678,186232.49790342292,447927.5204481394,25
34556652,H_19,27.443407173279066,186241.87411391665,447968.6171176678,186247.9619741827,447941.8574735248,14
78612A1E,H_2,18.81333955725183,186261.11102754204,447792.9167104408,186268.17346034234,447775.47928550944,27
784C5552,H_2,54.490576846650804,186261.11102754204,447792.9167104408,186295.780972812,447750.8784200372,26
34556652,H_2,46.35963114803535,186261.11102754204,447792.9167104408,186302.7358619422,447772.50620918925,21
784C5552,H_20,7.734462292104958,186241.05326540768,447943.63432160334,186233.31926772694,447943.54954647564,24
78612A1E,H_20,17.375660093057984,186241.05326540768,447943.63432160334,186240.48267269877,447926.26803277613,25
34556652,H_20,13.251672399584649,186241.05326540768,447943.63432160334,186240.61809924396,447930.3897962515,12
784C5552,H_21,34.679407956021045,186240.23241964343,447918.65152533737,186241.37124807714,447953.312229398,27
78612A1E,H_21,44.939882227430964,186240.23241964343,447918.65152533737,186257.23968904378,447960.2489507644,17
34556652,H_21,16.027549117591064,186240.23241964343,447918.65152533737,186240.7587456694,447934.67043015733,13
78612A1E,H_22,34.46176922702103,186239.411576623,447893.66872888134,186246.73049942253,447859.993115935,25
34556652,H_22,108.02066649941705,186239.411576623,447893.66872888134,186332.52740187343,447948.42187928304,12
784C5552,H_22,9.256805186493972,186239.411576623,447893.66872888134,186239.10759788952,447884.41691612976,25
78612A1E,H_23,35.62121520697003,186238.59073634725,447868.6859322184,186263.134492532,447842.8697550195,28
784C5552,H_23,33.57577199137859,186238.59073634725,447868.6859322184,186237.48816665,447835.1282683414,27
34556652,H_23,110.42721712426805,186238.59073634725,447868.6859322184,186325.36303683574,447936.98482056765,16
784C5552,H_24,55.26496294018279,186237.76989881555,447843.7031353568,186211.11896123522,447795.2888435116,27
78612A1E,H_24,34.28454763160144,186237.76989881555,447843.7031353568,186244.94759393256,447810.178354983,28
34556652,H_24,81.41190670713677,186237.76989881555,447843.7031353568,186293.17746411345,447784.05499824043,24
78612A1E,H_3,23.674085875675942,186260.29019844197,447767.933915721,186237.54635574404,447774.50506184483,27
34556652,H_3,40.87133438041939,186260.29019844197,447767.933915721,186298.93123294273,447754.6171433363,20
784C5552,H_3,9.570603575632177,186260.29019844197,447767.933915721,186252.6114776786,447762.22132434405,24
78612A1E,H_4,59.503315952054514,186259.469372087,447742.951120802,186206.20819771543,447769.48208222166,27
34556652,H_4,56.54366307511267,186259.469372087,447742.951120802,186313.7874090171,447758.65897546185,19
784C5552,H_4,35.13229288809202,186259.469372087,447742.951120802,186235.8942835254,447768.9990228843,25
78612A1E,H_5,47.6682238572593,186258.6485484763,447717.9683256921,186211.05951602047,447720.71487910004,26
784C5552,H_5,23.909030875951117,186258.6485484763,447717.9683256921,186241.36558396538,447701.44740274147,25
34556652,H_5,42.87746038883681,186258.6485484763,447717.9683256921,186297.21385013108,447736.70849958865,18
78612A1E,H_6,26.676429983933353,186257.8277276097,447692.9855303755,186267.96114829916,447717.6623555728,27
34556652,H_6,9.259661783844221,186257.8277276097,447692.9855303755,186266.80208942242,447690.70470455894,16
784C5552,H_6,23.14089731905706,186257.8277276097,447692.9855303755,186273.0693173877,447675.5730328588,22
78612A1E,H_7,60.172203176747416,186257.00690948745,447668.0027348544,186272.28149842116,447609.8015238013,24
784C5552,H_7,54.33058266672893,186257.00690948745,447668.0027348544,186305.44962300253,447692.60183484206,21
34556652,H_7,26.749737787027225,186257.00690948745,447668.0027348544,186281.67691042385,447657.6615779814,16
78612A1E,H_8,10.968260838008572,186256.18609410935,447643.01993914746,186263.9393490349,447635.2617316309,25
34556652,H_8,120.5971190438614,186256.18609410935,447643.01993914746,186300.82869024097,447530.99001576845,13
784C5552,H_8,26.29528141279814,186256.18609410935,447643.01993914746,186265.73758347004,447667.5191406767,21
78612A1E,H_9,42.24836040183072,186255.36528147533,447618.03714321926,186261.92055941216,447576.3004412914,26
34556652,H_9,88.18091371995254,186255.36528147533,447618.03714321926,186277.57124095564,447532.6980026796,13
784C5552,H_9,29.490056087556887,186255.36528147533,447618.03714321926,186237.9056498089,447594.27110294916,21
19614B34,I_1,109.23572905104494,186236.94906402743,447818.72033829027,186216.32440522264,447711.44933591544,20
071E2A4C,I_1,19.526863830942272,186236.94906402743,447818.72033829027,186228.5373369856,447801.09815740236,28
554B554C,I_1,33.520104017324854,186236.94906402743,447818.72033829027,186235.84832607626,447785.21831224265,26
071E2A4C,I_10,63.123980634904996,186229.56167442337,447593.875155735,186268.2129974372,447543.9681205548,21
19614B34,I_10,49.055165572395616,186229.56167442337,447593.875155735,186253.1405744668,447550.85835968883,17
554B554C,I_10,50.33252762295502,186229.56167442337,447593.875155735,186268.64733877336,447562.16278938943,17
071E2A4C,I_11,49.60594413536929,186228.74086707685,447568.8923566709,186270.545799336,447542.18847432453,21
19614B34,I_11,43.71980753821579,186228.74086707685,447568.8923566709,186235.25306638074,447525.6602756268,13
554B554C,I_11,9.050891866466927,186228.74086707685,447568.8923566709,186237.57386991067,447566.918349448,19
071E2A4C,I_12,18.974559102915325,186227.92006247377,447543.9095574079,186219.79309526435,447561.05558601883,26
19614B34,I_12,36.0623476009254,186227.92006247377,447543.9095574079,186242.14949599365,447510.7732308735,16
554B554C,I_12,50.66996717011609,186227.92006247377,447543.9095574079,186237.91911210594,447593.5831377044,16
071E2A4C,I_13,42.11842236878304,186227.09926061553,447518.9267579332,186192.39766525425,447495.0570955515,19
19614B34,I_13,37.528891038932365,186227.09926061553,447518.9267579332,186242.84889396545,447484.8626021099,16
554B554C,I_13,13.360547134739026,186227.09926061553,447518.9267579332,186226.66054417985,447505.57341574377,18
554B554C,I_14,11.95244415918161,186226.278461501,447493.94395826774,186217.9955818796,447502.56108229817,23
