method,error
Random Forest,65.61095935271467
Random Forest,99.54301734005033
Random Forest,61.24005217654592
Random Forest,24.423894067753068
Random Forest,16.22220340392067
Random Forest,31.5795166872838
Random Forest,27.93007599989619
Random Forest,22.35749044058914
Random Forest,31.711741274435607
Random Forest,46.96276893832337
Random Forest,14.61046339476557
Random Forest,40.14138837898929
Random Forest,28.448737833564177
Random Forest,41.165440971399455
Random Forest,52.68871784757353
Random Forest,63.83180392636264
Random Forest,33.11375772776836
Random Forest,75.70554162252567
Random Forest,77.91381212168595
Random Forest,71.44739553225578
Random Forest,73.7332428158473
Random Forest,91.40438079761164
Random Forest,97.87250150956208
Random Forest,50.695782664438745
Random Forest,126.62792585817536
Random Forest,57.32565242361867
Random Forest,43.03846344602213
Random Forest,40.66991747257915
Random Forest,30.78510872975395
Random Forest,10.533574132299258
Random Forest,63.06962633749369
Random Forest,41.42503842048386
Random Forest,10.429887772354006
Random Forest,30.327668576807884
Random Forest,44.90486694786028
Random Forest,12.568064879575648
Random Forest,12.42154877203056
Random Forest,55.03400522130235
Random Forest,14.367393615063849
Random Forest,35.54749373936116
Random Forest,19.5881753931506
Random Forest,36.23663385668032
Random Forest,31.461519444670277
Random Forest,52.989620741318674
Random Forest,52.05273385236227
Random Forest,10.4793602893945
Random Forest,38.60217367084197
Random Forest,34.65159440242747
Random Forest,28.870173681539328
Random Forest,45.12085649855291
Random Forest,57.74435744865664
Random Forest,6.409225848978066
Random Forest,31.59554413724419
Random Forest,25.97492703955543
Random Forest,64.03951851652262
Random Forest,9.07355875012313
Random Forest,12.140195661218367
Random Forest,35.737168135023985
Random Forest,52.81695972250245
Random Forest,13.82468151096348
Random Forest,16.28601820730962
Random Forest,49.792499787699704
Random Forest,17.348272552545293
Random Forest,48.634157393451865
Random Forest,15.496735381653322
Random Forest,22.7544806794666
Random Forest,38.57709491504042
Random Forest,20.99220850709405
Random Forest,37.453078186117416
Random Forest,27.394188027163693
Random Forest,27.0600550753798
Random Forest,21.05131909023088
Random Forest,42.60178999609867
Random Forest,9.810269750356817
Random Forest,25.07060603878457
Random Forest,40.9457911293304
Random Forest,49.698158447313475
Random Forest,94.31367098213715
Random Forest,15.367465359037976
Random Forest,41.24505958218042
Random Forest,38.963693975016994
Random Forest,25.109701670305903
Random Forest,9.901255907933432
Random Forest,60.0107670709159
Random Forest,11.24291854859312
Random Forest,57.018165306526214
Random Forest,37.907450633232294
Random Forest,43.83112373724814
Random Forest,46.079895453513565
Random Forest,32.00286283875899
Random Forest,46.13381056046872
Random Forest,72.78358521604946
Random Forest,84.20435371497567
Random Forest,45.38867937144762
Random Forest,57.33258593737759
Random Forest,22.711818012710257
Random Forest,32.73598240064636
Random Forest,32.75854934537689
Random Forest,16.88336318424075
Random Forest,25.177764611730797
Random Forest,46.43250332893353
Random Forest,31.82641852970053
Random Forest,10.852890036986492
Random Forest,36.09467291668823
Random Forest,53.00021378859678
Random Forest,55.14260623847685
Random Forest,7.965585515885228
Random Forest,37.80143212370296
Random Forest,22.258908389434097
Random Forest,20.793604382029457
Random Forest,87.11370400936704
Random Forest,26.03415866389317
Random Forest,30.016898650020803
Random Forest,118.24902680560652
Random Forest,10.624782425105428
Random Forest,48.253547208929675
Random Forest,25.15818693554614
Random Forest,38.80307364955176
Random Forest,38.5438221638913
Random Forest,10.365352927375836
Random Forest,10.13988546042363
Random Forest,64.51724690934496
Random Forest,58.10994909218352
Random Forest,14.153183737040086
Random Forest,12.048894515812044
Random Forest,4.706824874868572
Random Forest,9.57561053398077
Random Forest,47.090518850261006
Random Forest,15.670145429155376
Random Forest,18.2481484264836
Random Forest,41.52423705782377
Random Forest,33.7528800686781
Random Forest,12.179920826538307
Random Forest,25.703306609703056
Random Forest,25.20180642574105
Random Forest,28.563545933417995
Random Forest,25.235983563235788
Random Forest,17.68157487061762
Random Forest,26.273024262213404
Random Forest,40.86594358944244
Random Forest,35.40851831856564
Random Forest,41.623065482758
Random Forest,29.003625531478736
Random Forest,43.907312289054765
Random Forest,19.07278005211987
Random Forest,35.7987169977761
Random Forest,59.97269778856351
Random Forest,37.92942162527616
Random Forest,14.0288062333595
Random Forest,25.658276722268912
Random Forest,23.9401148958237
Random Forest,19.46566314631596
Random Forest,29.471764527444776
Random Forest,9.82583371245718
Random Forest,9.328509062998195
Random Forest,44.59397652741616
Random Forest,15.796060181019673
Random Forest,25.043829554765075
Random Forest,33.15414650115153
Random Forest,25.626012505697467
Random Forest,48.24405031450719
Random Forest,57.7112534796599
Random Forest,61.551506984120046
Random Forest,79.64913742851296
Random Forest,52.77668517847192
Random Forest,46.42144304707924
Random Forest,64.05795801290265
Random Forest,51.04010345139694
Random Forest,30.790235134129755
Random Forest,38.44928996961812
Random Forest,28.40134672246864
Random Forest,113.71873824649133
Random Forest,100.20806951276154
Random Forest,51.64990164726296
Random Forest,36.6475405603188
Random Forest,32.419924845248175
Random Forest,45.97533201047182
Random Forest,27.413490391423927
Random Forest,53.03067452769805
Random Forest,17.634521810254117
Random Forest,27.94742807700986
Random Forest,48.3896773933797
Random Forest,28.04068124074987
Random Forest,51.64033024208576
Random Forest,5.574911693092889
Random Forest,79.37070993350068
Random Forest,21.551275678839698
Random Forest,19.53848335204826
Random Forest,42.68752001719158
Random Forest,18.586096124699637
Random Forest,21.977391648636953
Random Forest,43.422588996876
Random Forest,15.040924020151037
Random Forest,69.93211452301674
Random Forest,14.97985740703338
Random Forest,25.17426406268498
Random Forest,20.176480006972913
Random Forest,23.695399009808547
Random Forest,29.249653258004457
Random Forest,25.98974406674223
Random Forest,48.4466195825088
Random Forest,17.90236581722246
Random Forest,26.335975947234907
Random Forest,12.65004512591213
Random Forest,10.97402366532623
Random Forest,21.999850422228345
Random Forest,49.58632725298413
Random Forest,67.96469834756992
Random Forest,11.24292755734598
Random Forest,26.521426780537404
Random Forest,16.854312841447957
Random Forest,34.84194176261483
Random Forest,22.291779132473007
Random Forest,12.571139351629302
Random Forest,59.97435887942073
Random Forest,29.65407992822125
Random Forest,30.055679789289112
Random Forest,35.06763349857831
Random Forest,40.48155210556042
Random Forest,13.475298490415408
Random Forest,24.656099196987594
Random Forest,49.85436149772799
Random Forest,14.076201601839402
Random Forest,54.13478121284004
Random Forest,31.003157578361456
Random Forest,29.635614822945065
Random Forest,42.465901496364424
Random Forest,26.119186358377956
Random Forest,37.34011016530381
Random Forest,32.89732886351977
Random Forest,58.83854027692694
Random Forest,39.40068986229768
Random Forest,69.93823605122299
Random Forest,18.698314805037512
Random Forest,60.87325855383073
Random Forest,16.26384432092611
Random Forest,2.0797224547281252
Random Forest,40.318166046464896
Random Forest,45.86530930596305
Random Forest,31.197037978486936
Random Forest,17.790513739626395
Random Forest,50.71499918347408
Random Forest,20.509459224650673
Random Forest,16.48274516869788
Random Forest,35.82759635272407
Random Forest,28.50353566028187
Random Forest,56.6134467120496
Random Forest,20.502048633616944
Random Forest,38.51854984177045
Random Forest,34.09291172539883
Random Forest,29.894222146666703
Random Forest,24.445071011579447
Random Forest,50.03655971969605
Random Forest,58.88353002539378
Random Forest,7.225149365170775
Random Forest,17.520210626145616
Random Forest,11.091549111666035
Random Forest,69.27752542613197
Random Forest,26.63312924083002
Random Forest,33.48959700494747
Random Forest,13.63845978628024
Random Forest,28.20342266898778
Random Forest,12.240965797514695
Random Forest,25.045856534343308
Random Forest,42.53589456992291
Random Forest,51.29418571681369
Random Forest,32.97524450767584
Random Forest,35.092389572708335
Random Forest,31.276602064414913
Random Forest,54.07428765975021
Random Forest,24.983084141952485
Random Forest,49.03711484087434
Random Forest,26.300897059979643
Random Forest,32.14865178682735
Random Forest,15.901757986256008
Random Forest,5.887512634791335
Random Forest,8.356633254274978
Random Forest,32.791368640593724
Random Forest,33.448876712897984
Random Forest,17.194910974618967
Random Forest,17.49211739503589
Random Forest,31.716527985327097
Random Forest,14.755000862246463
Random Forest,28.365505336133367
Random Forest,34.85155692362297
Random Forest,26.660463919523597
Random Forest,59.16977706608362
Random Forest,30.198723958532938
Random Forest,37.62469377126425
Random Forest,45.48576354589772
Random Forest,10.61926991493528
Random Forest,39.27875768096352
Random Forest,16.60040210089224
Random Forest,30.876851095187646
Random Forest,61.77216988404575
Random Forest,14.95127747704825
Random Forest,35.30259372410813
Random Forest,36.995833731542014
Random Forest,59.09073888946743
Random Forest,86.68601725802928
Random Forest,38.80374559349457
Random Forest,51.585852630020376
Random Forest,94.50905519700342
Random Forest,44.28731943174789
Random Forest,82.4407717204876
Random Forest,70.62731499376588
Random Forest,33.83989209405721
Random Forest,44.2211598982126
Random Forest,57.06479593679754
Random Forest,14.01614987196404
Random Forest,19.045181428589274
Random Forest,21.471281792462705
Random Forest,22.557725069127553
Random Forest,28.87644445789176
Random Forest,54.09045909263136
Random Forest,44.51163138272262
Random Forest,44.26002552708421
Random Forest,47.09342139146269
Random Forest,29.954351727372565
Random Forest,91.27435877658516
Random Forest,33.07541708648785
Random Forest,20.75076267610758
Random Forest,26.613391856407517
Random Forest,42.42074603812582
Random Forest,46.527980754474875
Random Forest,35.971230303044784
Random Forest,9.640012868206387
Random Forest,42.19375220793572
Random Forest,18.309690382299166
Random Forest,39.90441636329649
Random Forest,26.687510232023847
Random Forest,7.803896981657941
Random Forest,18.99069353088158
Random Forest,8.30555266238745
Random Forest,6.40943176405134
Random Forest,22.95921721035739
Random Forest,26.305386580272486
Random Forest,25.16909934549198
Random Forest,22.25251386497028
Random Forest,26.954843439119752
Random Forest,30.256907109684647
Random Forest,10.958586263464236
Random Forest,37.65365966286526
Random Forest,39.51599645617391
Random Forest,17.488294294314887
Random Forest,19.244875642688424
Random Forest,10.618337585833318
Random Forest,9.328120018172347
Random Forest,16.335464710671893
Random Forest,6.905556393845648
Random Forest,43.36546000653022
Random Forest,42.32001846982436
Random Forest,7.608126441892084
Random Forest,21.693436405087866
Random Forest,23.966198360067168
Random Forest,6.323243832457217
Random Forest,11.09355643645288
Random Forest,44.48063497789525
Random Forest,34.39366215799781
Random Forest,16.003850683280987
Random Forest,31.6787425648953
Random Forest,30.928198894118292
Random Forest,23.76167778953037
Random Forest,20.46687333803214
Random Forest,19.61112071654359
Random Forest,41.18706427771822
Random Forest,49.75810465786784
Random Forest,38.43993194327734
Random Forest,66.59627711502942
Random Forest,45.6520655035736
Random Forest,7.45764506205777
Random Forest,82.35695433171941
Random Forest,52.960863087355214
Random Forest,80.23477467966157
Random Forest,115.20770014446806
Random Forest,93.45274334864934
Random Forest,73.63002964367847
Random Forest,28.405996157288275
Random Forest,48.68925386188266
Random Forest,53.02589475802416
Random Forest,48.48379140588596
Random Forest,37.41540157699263
Random Forest,25.008149585190875
Random Forest,43.820139798066414
Random Forest,57.326223347929016
Random Forest,15.072688848594897
Random Forest,68.33397785403218
Random Forest,67.37918657835694
Random Forest,21.976999411253782
Random Forest,48.55409731680938
Random Forest,40.2204505084157
Random Forest,35.704248540619474
Random Forest,38.37971700764105
Random Forest,24.67591049542578
Random Forest,26.230051405049412
Random Forest,42.30901922186808
Random Forest,38.31082501813976
Random Forest,27.894373928118476
Random Forest,46.33257077726679
Random Forest,38.85169557998154
Random Forest,33.66880536185298
Random Forest,47.235160370203026
Random Forest,22.37808642706607
