est_method,cp_time,cp,tag,dets,error
knn,20,O_17,33344C34,169,87
knn,20,O_17,34191E2A,169,61
knn,20,O_17,4C1E4B2A,169,56
knn,20,O_18,2A786119,353,59
knn,20,O_18,4C524C66,353,67
knn,20,O_18,78073433,353,35
knn,20,O_19,33344C34,168,90
knn,20,O_19,34191E2A,168,26
knn,20,O_19,4C1E4B2A,168,117
knn,20,O_2,33344C34,123,389
knn,20,O_2,34191E2A,123,42
knn,20,O_2,4C1E4B2A,123,30
knn,20,O_20,33344C34,136,160
knn,20,O_20,34191E2A,136,19
knn,20,O_20,4C1E4B2A,136,12
knn,20,O_21,33344C34,191,81
knn,20,O_21,34191E2A,191,17
knn,20,O_21,4C1E4B2A,191,43
knn,20,O_22,33344C34,187,59
knn,20,O_22,34191E2A,187,19
knn,20,O_22,4C1E4B2A,187,24
knn,20,O_23,33344C34,116,153
knn,20,O_23,34191E2A,116,49
knn,20,O_23,4C1E4B2A,116,24
knn,20,O_24,33344C34,189,75
knn,20,O_24,34191E2A,189,19
knn,20,O_24,4C1E4B2A,189,42
knn,20,O_3,33344C34,199,51
knn,20,O_3,34191E2A,199,37
knn,20,O_3,4C1E4B2A,199,49
knn,20,O_4,33344C34,198,108
knn,20,O_4,34191E2A,198,17
knn,20,O_4,4C1E4B2A,198,17
knn,20,O_5,33344C34,202,61
knn,20,O_5,34191E2A,202,12
knn,20,O_5,4C1E4B2A,202,37
knn,20,O_6,33344C34,209,8
knn,20,O_6,34191E2A,209,24
knn,20,O_6,4C1E4B2A,209,25
knn,20,O_7,33344C34,185,49
knn,20,O_7,34191E2A,185,26
knn,20,O_7,4C1E4B2A,185,25
knn,20,O_8,33344C34,189,34
knn,20,O_8,34191E2A,189,34
knn,20,O_8,4C1E4B2A,189,42
knn,20,O_9,33344C34,168,25
knn,20,O_9,34191E2A,168,17
knn,20,O_9,4C1E4B2A,168,71
knn,20,P_1,1E557866,177,69
knn,20,P_1,344C194C,177,34
knn,20,P_1,55665534,177,19
knn,20,P_10,1E557866,168,42
knn,20,P_10,344C194C,168,12
knn,20,P_10,55665534,168,17
knn,20,P_11,1E557866,150,41
knn,20,P_11,344C194C,150,30
knn,20,P_11,55665534,150,37
knn,20,P_12,4B2A5555,124,85
knn,20,P_12,55346178,124,37
knn,20,P_12,782D5207,124,33
knn,20,P_13,4B2A5555,143,35
knn,20,P_13,55346178,143,24
knn,20,P_13,782D5207,143,24
knn,20,P_14,4B2A5555,191,42
knn,20,P_14,55346178,191,42
knn,20,P_14,782D5207,191,34
knn,20,P_15,4B2A5555,194,26
knn,20,P_15,55346178,194,42
knn,20,P_15,782D5207,194,60
knn,20,P_16,4B2A5555,188,59
knn,20,P_16,55346178,188,45
knn,20,P_16,782D5207,188,108
knn,20,P_17,4B2A5555,150,34
knn,20,P_17,55346178,150,30
knn,20,P_17,782D5207,150,83
knn,20,P_18,4B2A5555,149,42
knn,20,P_18,55346178,149,42
knn,20,P_18,782D5207,149,254
knn,20,P_19,4B2A5555,214,37
knn,20,P_19,55346178,214,30
knn,20,P_19,782D5207,214,53
knn,20,P_2,1E557866,201,37
knn,20,P_2,344C194C,201,25
knn,20,P_2,55665534,201,33
knn,20,P_20,4B2A5555,205,63
knn,20,P_20,55346178,205,24
knn,20,P_20,782D5207,205,64
knn,20,P_21,1E557866,181,291
knn,20,P_21,344C194C,181,26
knn,20,P_21,55665534,181,26
knn,20,P_22,1E557866,229,42
knn,20,P_22,344C194C,229,26
knn,20,P_22,55665534,229,42
knn,20,P_23,1E557866,201,116
knn,20,P_23,344C194C,201,12
knn,20,P_23,55665534,201,12
knn,20,P_24,1E557866,204,17
knn,20,P_24,344C194C,204,19
knn,20,P_24,55665534,204,23
knn,20,P_3,1E557866,198,26
knn,20,P_3,344C194C,198,53
knn,20,P_3,55665534,198,17
knn,20,P_4,1E557866,206,17
knn,20,P_4,344C194C,206,45
knn,20,P_4,55665534,206,17
knn,20,P_5,1E557866,201,12
knn,20,P_5,344C194C,201,18
knn,20,P_5,55665534,201,42
knn,20,P_6,1E557866,184,53
knn,20,P_6,344C194C,184,12
knn,20,P_6,55665534,184,17
knn,20,P_7,1E557866,136,97
knn,20,P_7,344C194C,136,61
knn,20,P_7,55665534,136,35
knn,20,P_8,1E557866,201,50
knn,20,P_8,344C194C,201,47
knn,20,P_8,55665534,201,50
knn,20,P_9,1E557866,163,17
knn,20,P_9,344C194C,163,26
knn,20,P_9,55665534,163,24
knn,20,Q_1,344C4B4B,181,50
knn,20,Q_1,52344B66,181,60
knn,20,Q_1,6634661E,181,19
knn,20,Q_10,344C4B4B,187,30
knn,20,Q_10,52344B66,187,19
knn,20,Q_10,6634661E,187,34
knn,20,Q_11,2A786119,135,17
knn,20,Q_11,4C524C66,135,12
knn,20,Q_11,78073433,135,12
knn,20,Q_12,2A786119,157,24
knn,20,Q_12,4C524C66,157,26
knn,20,Q_12,78073433,157,26
knn,20,Q_13,2A786119,134,25
knn,20,Q_13,4C524C66,134,30
knn,20,Q_13,78073433,134,50
knn,20,Q_14,2A786119,164,24
knn,20,Q_14,4C524C66,164,51
knn,20,Q_14,78073433,164,53
knn,20,Q_15,2A786119,179,19
knn,20,Q_15,4C524C66,179,59
knn,20,Q_15,78073433,179,101
knn,20,Q_16,2A786119,215,17
knn,20,Q_16,4C524C66,215,42
knn,20,Q_16,78073433,215,125
knn,20,Q_17,2A786119,178,69
knn,20,Q_17,4C524C66,178,49
knn,20,Q_17,78073433,178,59
knn,20,Q_18,2A786119,237,8
knn,20,Q_18,4C524C66,237,37
knn,20,Q_18,78073433,237,26
knn,20,Q_19,2A786119,165,9
knn,20,Q_19,4C524C66,165,56
knn,20,Q_19,78073433,165,19
knn,20,Q_2,344C4B4B,187,24
knn,20,Q_2,52344B66,187,423
knn,20,Q_2,6634661E,187,17
knn,20,Q_20,2A786119,224,45
knn,20,Q_20,4C524C66,224,53
knn,20,Q_20,78073433,224,19
knn,20,Q_21,2A786119,251,12
knn,20,Q_21,4C524C66,251,26
knn,20,Q_21,78073433,251,33
knn,20,Q_22,2A786119,252,16
knn,20,Q_22,4C524C66,252,12
knn,20,Q_22,78073433,252,42
knn,20,Q_23,2A786119,208,24
knn,20,Q_23,4C524C66,208,35
knn,20,Q_23,78073433,208,24
knn,20,Q_24,344C4B4B,232,19
knn,20,Q_24,52344B66,232,17
knn,20,Q_24,6634661E,232,35
knn,20,Q_3,344C4B4B,261,8
knn,20,Q_3,52344B66,261,56
knn,20,Q_3,6634661E,261,17
knn,20,Q_4,344C4B4B,194,50
knn,20,Q_4,52344B66,194,56
knn,20,Q_4,6634661E,194,0
knn,20,Q_5,344C4B4B,195,24
knn,20,Q_5,52344B66,195,30
knn,20,Q_5,6634661E,195,30
knn,20,Q_6,344C4B4B,154,12
knn,20,Q_6,52344B66,154,79
knn,20,Q_6,6634661E,154,365
knn,20,Q_7,344C4B4B,217,35
knn,20,Q_7,52344B66,217,12
knn,20,Q_7,6634661E,217,17
knn,20,Q_8,344C4B4B,181,24
knn,20,Q_8,52344B66,181,35
knn,20,Q_8,6634661E,181,24
knn,20,Q_9,344C4B4B,160,24
knn,20,Q_9,52344B66,160,12
knn,20,Q_9,6634661E,160,25
knn,20,R_1,34556652,205,143
knn,20,R_1,784C5552,205,12
knn,20,R_1,78612A1E,205,19
knn,20,R_10,34556652,120,92
knn,20,R_10,784C5552,120,50
knn,20,R_10,78612A1E,120,42
knn,20,R_11,34556652,132,60
knn,20,R_11,784C5552,132,25
knn,20,R_11,78612A1E,132,26
knn,20,R_12,34556652,131,102
knn,20,R_12,784C5552,131,30
knn,20,R_12,78612A1E,131,12
knn,20,R_13,34556652,143,86
knn,20,R_13,784C5552,143,17
knn,20,R_13,78612A1E,143,8
knn,20,R_14,34556652,178,101
knn,20,R_14,784C5552,178,25
knn,20,R_14,78612A1E,178,12
knn,20,R_15,34556652,193,8
knn,20,R_15,784C5552,193,12
knn,20,R_15,78612A1E,193,42
knn,20,R_16,34556652,229,59
knn,20,R_16,784C5552,229,49
knn,20,R_16,78612A1E,229,26
knn,20,R_17,34556652,172,60
knn,20,R_17,784C5552,172,63
knn,20,R_17,78612A1E,172,34
knn,20,R_18,34556652,188,63
knn,20,R_18,784C5552,188,19
knn,20,R_18,78612A1E,188,26
knn,20,R_19,34556652,209,19
knn,20,R_19,784C5552,209,50
knn,20,R_19,78612A1E,209,8
knn,20,R_2,34556652,170,113
knn,20,R_2,784C5552,170,8
knn,20,R_2,78612A1E,170,26
knn,20,R_20,34556652,224,37
knn,20,R_20,784C5552,224,33
knn,20,R_20,78612A1E,224,8
knn,20,R_21,34556652,240,30
knn,20,R_21,784C5552,240,30
knn,20,R_21,78612A1E,240,26
knn,20,R_22,34556652,179,86
knn,20,R_22,784C5552,179,24
knn,20,R_22,78612A1E,179,8
knn,20,R_23,34556652,159,211
knn,20,R_23,784C5552,159,34
knn,20,R_23,78612A1E,159,82
knn,20,R_24,34556652,198,8
knn,20,R_24,784C5552,198,26
knn,20,R_24,78612A1E,198,60
knn,20,R_3,34556652,164,191
knn,20,R_3,784C5552,164,79
knn,20,R_3,78612A1E,164,26
knn,20,R_4,34556652,153,200
knn,20,R_4,784C5552,153,43
knn,20,R_4,78612A1E,153,0
knn,20,R_5,34556652,177,111
knn,20,R_5,784C5552,177,53
knn,20,R_5,78612A1E,177,33
knn,20,R_6,34556652,191,108
knn,20,R_6,784C5552,191,24
knn,20,R_6,78612A1E,191,12
knn,20,R_7,34556652,153,35
knn,20,R_7,784C5552,153,30
knn,20,R_7,78612A1E,153,42
knn,20,R_8,34556652,149,25
knn,20,R_8,784C5552,149,51
knn,20,R_8,78612A1E,149,24
knn,20,R_9,34556652,157,83
knn,20,R_9,784C5552,157,26
knn,20,R_9,78612A1E,157,24
knn,20,S_1,2D1E4C2A,162,34
knn,20,S_1,2D2D5555,162,17
knn,20,S_1,521E521E,162,25
knn,20,S_10,2D1E4C2A,148,12
knn,20,S_10,2D2D5555,148,37
knn,20,S_10,521E521E,148,12
knn,20,S_11,2D1E4C2A,137,12
knn,20,S_11,2D2D5555,137,60
knn,20,S_11,521E521E,137,26
knn,20,S_12,2D1E4C2A,172,12
knn,20,S_12,2D2D5555,172,68
knn,20,S_12,521E521E,172,50
knn,20,S_13,2D1E4C2A,179,24
knn,20,S_13,2D2D5555,179,12
knn,20,S_13,521E521E,179,87
knn,20,S_14,2D1E4C2A,165,34
knn,20,S_14,2D2D5555,165,126
knn,20,S_14,521E521E,165,95
knn,20,S_15,2D1E4C2A,145,17
knn,20,S_15,2D2D5555,145,42
knn,20,S_15,521E521E,145,124
knn,20,S_16,2D1E4C2A,146,42
knn,20,S_16,2D2D5555,146,83
knn,20,S_16,521E521E,146,93
knn,20,S_17,2D1E4C2A,203,8
knn,20,S_17,2D2D5555,203,8
knn,20,S_17,521E521E,203,34
knn,20,S_18,2D1E4C2A,164,26
knn,20,S_18,2D2D5555,164,26
knn,20,S_18,521E521E,164,25
knn,20,S_19,2D1E4C2A,202,26
knn,20,S_19,2D2D5555,202,53
knn,20,S_19,521E521E,202,19
knn,20,S_2,2D1E4C2A,155,61
knn,20,S_2,2D2D5555,155,58
knn,20,S_2,521E521E,155,12
knn,20,S_20,2D1E4C2A,258,18
knn,20,S_20,2D2D5555,258,17
knn,20,S_20,521E521E,258,8
knn,20,S_21,2D1E4C2A,163,134
knn,20,S_21,2D2D5555,163,43
knn,20,S_21,521E521E,163,110
knn,20,S_22,2D1E4C2A,140,116
knn,20,S_22,2D2D5555,140,143
knn,20,S_22,521E521E,140,12
knn,20,S_23,2D1E4C2A,143,17
knn,20,S_23,2D2D5555,143,17
knn,20,S_23,521E521E,143,8
knn,20,S_24,2D1E4C2A,186,25
knn,20,S_24,2D2D5555,186,195
knn,20,S_24,521E521E,186,19
knn,20,S_3,2D1E4C2A,189,43
knn,20,S_3,2D2D5555,189,37
knn,20,S_3,521E521E,189,45
knn,20,S_4,2D1E4C2A,153,51
knn,20,S_4,2D2D5555,153,43
knn,20,S_4,521E521E,153,30
knn,20,S_5,2D1E4C2A,161,19
knn,20,S_5,2D2D5555,161,34
knn,20,S_5,521E521E,161,34
knn,20,S_6,2D1E4C2A,103,164
knn,20,S_6,2D2D5555,103,45
knn,20,S_6,521E521E,103,26
knn,20,S_7,2D1E4C2A,150,25
knn,20,S_7,2D2D5555,150,130
knn,20,S_7,521E521E,150,26
knn,20,S_8,2D1E4C2A,170,51
knn,20,S_8,2D2D5555,170,33
knn,20,S_8,521E521E,170,45
knn,20,S_9,2D1E4C2A,94,34
knn,20,S_9,2D2D5555,94,67
knn,20,S_9,521E521E,94,67
knn,20,T_1,524B0778,181,56
knn,20,T_1,664B1E61,181,45
knn,20,T_1,78521E33,181,45
knn,20,T_10,524B0778,118,19
knn,20,T_10,664B1E61,118,51
knn,20,T_10,78521E33,118,17
knn,20,T_11,524B0778,164,42
knn,20,T_11,664B1E61,164,56
knn,20,T_11,78521E33,164,30
knn,20,T_12,524B0778,167,53
knn,20,T_12,664B1E61,167,92
knn,20,T_12,78521E33,167,12
knn,20,T_13,07610752,152,30
knn,20,T_13,34191966,152,93
knn,20,T_13,78335578,152,45
knn,20,T_14,07610752,155,48
knn,20,T_14,34191966,155,30
knn,20,T_14,78335578,155,33
knn,20,T_15,07610752,212,34
knn,20,T_15,34191966,212,24
knn,20,T_15,78335578,212,45
knn,20,T_16,07610752,219,26
knn,20,T_16,34191966,219,26
knn,20,T_16,78335578,219,26
knn,20,T_17,07610752,170,56
knn,20,T_17,34191966,170,146
knn,20,T_17,78335578,170,35
knn,20,T_18,07610752,197,53
knn,20,T_18,34191966,197,59
knn,20,T_18,78335578,197,12
knn,20,T_19,07610752,181,51
knn,20,T_19,34191966,181,33
knn,20,T_19,78335578,181,110
knn,20,T_2,524B0778,183,19
knn,20,T_2,664B1E61,183,143
knn,20,T_2,78521E33,183,84
knn,20,T_20,07610752,149,41
knn,20,T_20,34191966,149,43
knn,20,T_20,78335578,149,134
knn,20,T_21,07610752,213,26
knn,20,T_21,34191966,213,85
knn,20,T_21,78335578,213,19
knn,20,T_22,07610752,192,42
knn,20,T_22,34191966,192,30
knn,20,T_22,78335578,192,30
knn,20,T_23,07610752,168,47
knn,20,T_23,34191966,168,19
knn,20,T_23,78335578,168,19
knn,20,T_24,07610752,166,42
knn,20,T_24,34191966,166,64
knn,20,T_24,78335578,166,63
knn,20,T_3,524B0778,237,77
knn,20,T_3,664B1E61,237,69
knn,20,T_3,78521E33,237,37
knn,20,T_4,524B0778,205,83
knn,20,T_4,664B1E61,205,24
knn,20,T_4,78521E33,205,30
knn,20,T_5,524B0778,146,34
knn,20,T_5,664B1E61,146,59
knn,20,T_5,78521E33,146,26
knn,20,T_6,524B0778,165,8
knn,20,T_6,664B1E61,165,203
knn,20,T_6,78521E33,165,12
knn,20,T_7,524B0778,168,71
knn,20,T_7,664B1E61,168,75
knn,20,T_7,78521E33,168,61
knn,20,T_8,524B0778,127,45
knn,20,T_8,664B1E61,127,51
knn,20,T_8,78521E33,127,34
knn,20,T_9,524B0778,129,53
knn,20,T_9,664B1E61,129,26
knn,20,T_9,78521E33,129,12
knn,20,W_1,072A5219,191,26
knn,20,W_1,07614B78,191,26
knn,20,W_1,66782A34,191,18
knn,20,W_10,072A5219,172,206
knn,20,W_10,07614B78,172,12
knn,20,W_10,66782A34,172,19
knn,20,W_11,072A5219,228,36
knn,20,W_11,07614B78,228,19
knn,20,W_11,66782A34,228,56
knn,20,W_12,072A5219,228,34
knn,20,W_12,07614B78,228,60
knn,20,W_12,66782A34,228,54
knn,20,W_13,072A5219,251,30
knn,20,W_13,07614B78,251,34
knn,20,W_13,66782A34,251,71
knn,20,W_14,072A5219,197,45
knn,20,W_14,07614B78,197,117
knn,20,W_14,66782A34,197,67
knn,20,W_15,072A5219,235,42
knn,20,W_15,07614B78,235,69
knn,20,W_15,66782A34,235,77
knn,20,W_16,072A5219,230,26
knn,20,W_16,07614B78,230,66
knn,20,W_16,66782A34,230,26
knn,20,W_17,072A5219,240,19
knn,20,W_17,07614B78,240,19
knn,20,W_17,66782A34,240,51
knn,20,W_18,072A5219,207,30
knn,20,W_18,07614B78,207,50
knn,20,W_18,66782A34,207,97
knn,20,W_19,072A5219,243,53
knn,20,W_19,07614B78,243,71
knn,20,W_19,66782A34,243,53
knn,20,W_2,072A5219,196,37
knn,20,W_2,07614B78,196,37
knn,20,W_2,66782A34,196,12
knn,20,W_20,072A5219,231,59
knn,20,W_20,07614B78,231,34
knn,20,W_20,66782A34,231,45
knn,20,W_21,072A5219,180,30
knn,20,W_21,07614B78,180,65
knn,20,W_21,66782A34,180,26
knn,20,W_22,072A5219,124,12
knn,20,W_22,07614B78,124,12
knn,20,W_22,66782A34,124,105
knn,20,W_23,072A5219,139,34
knn,20,W_23,07614B78,139,19
knn,20,W_23,66782A34,139,36
knn,20,W_24,072A5219,211,17
knn,20,W_24,07614B78,211,35
knn,20,W_24,66782A34,211,26
knn,20,W_3,072A5219,154,53
knn,20,W_3,07614B78,154,35
knn,20,W_3,66782A34,154,222
knn,20,W_4,072A5219,91,37
knn,20,W_4,07614B78,91,74
knn,20,W_4,66782A34,91,34
knn,20,W_5,072A5219,162,8
knn,20,W_5,07614B78,162,8
knn,20,W_5,66782A34,162,26
knn,20,W_6,072A5219,122,47
knn,20,W_6,07614B78,122,58
knn,20,W_6,66782A34,122,18
knn,20,W_7,072A5219,169,24
knn,20,W_7,07614B78,169,60
knn,20,W_7,66782A34,169,8
knn,20,W_8,072A5219,133,84
knn,20,W_8,07614B78,133,49
knn,20,W_8,66782A34,133,34
knn,20,W_9,072A5219,197,59
knn,20,W_9,07614B78,197,60
knn,20,W_9,66782A34,197,42
knn,20,X_10,191E4C07,198,33
knn,20,X_10,33557852,198,30
knn,20,X_10,4C4B664C,198,12
knn,20,X_11,191E4C07,161,41
knn,20,X_11,33557852,161,79
knn,20,X_11,4C4B664C,161,687
knn,20,X_2,191E4C07,95,17
knn,20,X_2,33557852,95,25
knn,20,X_2,4C4B664C,95,25
knn,20,X_23,2A786119,239,53
knn,20,X_23,4C524C66,239,30
knn,20,X_23,78073433,239,71
knn,20,X_24,2A786119,258,24
knn,20,X_24,4C524C66,258,37
knn,20,X_24,78073433,258,64
knn,20,X_3,2A786119,194,12
knn,20,X_3,4C524C66,194,37
knn,20,X_3,78073433,194,37
knn,20,X_4,191E4C07,144,59
knn,20,X_4,33557852,144,30
knn,20,X_4,4C4B664C,144,25
knn,20,X_5,2A786119,249,24
knn,20,X_5,4C524C66,249,51
knn,20,X_5,78073433,249,34
knn,20,X_6,2A786119,279,43
knn,20,X_6,4C524C66,279,58
knn,20,X_6,78073433,279,83
knn,20,X_7,2A786119,314,17
knn,20,X_7,4C524C66,314,26
knn,20,X_7,78073433,314,58
knn,20,X_8,191E4C07,181,17
knn,20,X_8,33557852,181,12
knn,20,X_8,4C4B664C,181,17
knn,20,X_9,191E4C07,183,56
knn,20,X_9,33557852,183,35
knn,20,X_9,4C4B664C,183,71
knn,20,Y_1,34075261,144,45
knn,20,Y_1,521E1933,144,111
knn,20,Y_1,552A2D4B,144,42
knn,20,Y_10,34075261,158,61
knn,20,Y_10,521E1933,158,34
knn,20,Y_10,552A2D4B,158,422
knn,20,Y_11,34075261,201,53
knn,20,Y_11,521E1933,201,51
knn,20,Y_11,552A2D4B,201,33
knn,20,Y_12,34075261,151,128
knn,20,Y_12,521E1933,151,48
knn,20,Y_12,552A2D4B,151,17
knn,20,Y_2,34075261,176,19
knn,20,Y_2,521E1933,176,103
knn,20,Y_2,552A2D4B,176,51
knn,20,Y_4,34075261,132,45
knn,20,Y_4,521E1933,132,462
knn,20,Y_4,552A2D4B,132,34
knn,20,Y_5,34075261,163,33
knn,20,Y_5,521E1933,163,134
knn,20,Y_5,552A2D4B,163,8
knn,20,Y_6,34075261,147,37
knn,20,Y_6,521E1933,147,116
knn,20,Y_6,552A2D4B,147,72
knn,20,Y_7,34075261,199,42
knn,20,Y_7,521E1933,199,53
knn,20,Y_7,552A2D4B,199,50
knn,20,Y_8,34075261,153,67
knn,20,Y_8,521E1933,153,9
knn,20,Y_8,552A2D4B,153,68
knn,20,Y_9,34075261,189,12
knn,20,Y_9,521E1933,189,12
knn,20,Y_9,552A2D4B,189,77
knn,20,Z_1,071E2A4C,103,17
knn,20,Z_1,19614B34,103,37
knn,20,Z_1,554B554C,103,30
knn,20,Z_10,071E2A4C,131,19
knn,20,Z_10,19614B34,131,30
knn,20,Z_10,554B554C,131,8
knn,20,Z_11,071E2A4C,147,33
knn,20,Z_11,19614B34,147,19
knn,20,Z_11,554B554C,147,24
knn,20,Z_12,071E2A4C,143,30
knn,20,Z_12,19614B34,143,34
knn,20,Z_12,554B554C,143,26
knn,20,Z_13,071E2A4C,128,8
knn,20,Z_13,19614B34,128,17
knn,20,Z_13,554B554C,128,8
knn,20,Z_14,071E2A4C,171,8
knn,20,Z_14,19614B34,171,18
knn,20,Z_14,554B554C,171,17
knn,20,Z_15,071E2A4C,140,19
knn,20,Z_15,19614B34,140,45
knn,20,Z_15,554B554C,140,56
knn,20,Z_16,071E2A4C,85,19
knn,20,Z_16,19614B34,85,204
knn,20,Z_16,554B554C,85,171
knn,20,Z_17,071E2A4C,138,24
knn,20,Z_17,19614B34,138,18
knn,20,Z_17,554B554C,138,8
knn,20,Z_18,071E2A4C,123,37
knn,20,Z_18,19614B34,123,17
knn,20,Z_18,554B554C,123,207
knn,20,Z_19,071E2A4C,135,53
knn,20,Z_19,19614B34,135,18
knn,20,Z_19,554B554C,135,26
knn,20,Z_2,071E2A4C,106,8
knn,20,Z_2,19614B34,106,640
knn,20,Z_2,554B554C,106,42
knn,20,Z_20,071E2A4C,102,60
knn,20,Z_20,19614B34,102,45
knn,20,Z_20,554B554C,102,51
knn,20,Z_21,071E2A4C,129,37
knn,20,Z_21,19614B34,129,17
knn,20,Z_21,554B554C,129,51
knn,20,Z_22,071E2A4C,111,50
knn,20,Z_22,19614B34,111,37
knn,20,Z_22,554B554C,111,37
knn,20,Z_3,071E2A4C,136,12
knn,20,Z_3,19614B34,136,17
knn,20,Z_3,554B554C,136,12
knn,20,Z_4,071E2A4C,168,26
knn,20,Z_4,19614B34,168,71
knn,20,Z_4,554B554C,168,30
knn,20,Z_5,071E2A4C,123,50
knn,20,Z_5,19614B34,123,50
knn,20,Z_5,554B554C,123,50
knn,20,Z_6,071E2A4C,133,116
knn,20,Z_6,19614B34,133,26
knn,20,Z_6,554B554C,133,17
knn,20,Z_7,071E2A4C,102,16
knn,20,Z_7,19614B34,102,17
knn,20,Z_7,554B554C,102,8
knn,20,Z_8,071E2A4C,128,12
knn,20,Z_8,19614B34,128,50
knn,20,Z_8,554B554C,128,12
knn,20,Z_9,071E2A4C,135,35
knn,20,Z_9,19614B34,135,19
knn,20,Z_9,554B554C,135,75
knn,25,A_1,2D331955,112,41
knn,25,A_1,4C2A341E,112,30
knn,25,A_1,78524B34,112,33
knn,25,A_10,2D331955,145,45
knn,25,A_10,4C2A341E,145,109
knn,25,A_10,78524B34,145,77
knn,25,A_11,2D331955,153,90
knn,25,A_11,4C2A341E,153,42
knn,25,A_11,78524B34,153,108
knn,25,A_12,2D331955,122,49
knn,25,A_12,4C2A341E,122,71
knn,25,A_12,78524B34,122,50
knn,25,A_13,2D331955,82,24
knn,25,A_13,4C2A341E,82,35
knn,25,A_13,78524B34,82,42
knn,25,A_14,2D331955,83,77
knn,25,A_14,4C2A341E,83,34
knn,25,A_14,78524B34,83,60
knn,25,A_16,2D331955,118,109
knn,25,A_16,4C2A341E,118,95
knn,25,A_16,78524B34,118,49
knn,25,A_17,2D331955,81,53
knn,25,A_17,4C2A341E,81,30
knn,25,A_17,78524B34,81,35
knn,25,A_18,2D331955,88,25
knn,25,A_18,4C2A341E,88,34
knn,25,A_18,78524B34,88,53
knn,25,A_19,2D331955,106,30
knn,25,A_19,4C2A341E,106,51
knn,25,A_19,78524B34,106,8
knn,25,A_2,2D331955,125,26
knn,25,A_2,4C2A341E,125,71
knn,25,A_2,78524B34,125,35
knn,25,A_20,2D331955,85,42
knn,25,A_20,4C2A341E,85,34
knn,25,A_20,78524B34,85,8
knn,25,A_21,2D331955,88,30
knn,25,A_21,4C2A341E,88,65
knn,25,A_21,78524B34,88,34
knn,25,A_22,2D331955,112,51
knn,25,A_22,4C2A341E,112,30
knn,25,A_22,78524B34,112,42
knn,25,A_23,2D331955,116,17
knn,25,A_23,4C2A341E,116,25
knn,25,A_23,78524B34,116,30
knn,25,A_24,2D331955,99,12
knn,25,A_24,4C2A341E,99,26
knn,25,A_24,78524B34,99,8
knn,25,A_3,2D331955,159,42
knn,25,A_3,4C2A341E,159,49
knn,25,A_3,78524B34,159,87
knn,25,A_4,2D331955,97,43
knn,25,A_4,4C2A341E,97,59
knn,25,A_4,78524B34,97,34
knn,25,A_5,2D331955,130,8
knn,25,A_5,4C2A341E,130,26
knn,25,A_5,78524B34,130,45
knn,25,A_6,2D331955,160,17
knn,25,A_6,4C2A341E,160,42
knn,25,A_6,78524B34,160,19
knn,25,A_7,2D331955,168,17
knn,25,A_7,4C2A341E,168,16
knn,25,A_7,78524B34,168,19
knn,25,A_8,2D331955,184,50
knn,25,A_8,4C2A341E,184,26
knn,25,A_8,78524B34,184,26
knn,25,A_9,2D331955,170,56
knn,25,A_9,4C2A341E,170,50
knn,25,A_9,78524B34,170,51
knn,25,B_1,2D1E4C2A,74,37
knn,25,B_1,2D2D5555,74,67
knn,25,B_1,521E521E,74,35
knn,25,B_10,2D1E4C2A,75,59
knn,25,B_10,2D2D5555,75,84
knn,25,B_10,521E521E,75,0
knn,25,B_11,2D1E4C2A,69,47
knn,25,B_11,2D2D5555,69,159
knn,25,B_11,521E521E,69,64
knn,25,B_14,2D1E4C2A,53,67
knn,25,B_14,2D2D5555,53,42
knn,25,B_14,521E521E,53,37
knn,25,B_15,2D1E4C2A,82,26
knn,25,B_15,2D2D5555,82,42
knn,25,B_15,521E521E,82,17
knn,25,B_16,2D1E4C2A,47,19
knn,25,B_16,2D2D5555,47,61
knn,25,B_16,521E521E,47,30
knn,25,B_17,2D1E4C2A,62,51
knn,25,B_17,2D2D5555,62,70
knn,25,B_17,521E521E,62,56
knn,25,B_18,2D1E4C2A,65,60
knn,25,B_18,2D2D5555,65,75
knn,25,B_18,521E521E,65,74
knn,25,B_19,2D1E4C2A,48,37
knn,25,B_19,2D2D5555,48,37
knn,25,B_19,521E521E,48,37
knn,25,B_2,2D1E4C2A,78,56
knn,25,B_2,2D2D5555,78,82
knn,25,B_2,521E521E,78,69
knn,25,B_20,2D1E4C2A,96,17
knn,25,B_20,2D2D5555,96,17
knn,25,B_20,521E521E,96,17
knn,25,B_21,2D1E4C2A,126,26
knn,25,B_21,2D2D5555,126,30
knn,25,B_21,521E521E,126,0
knn,25,B_22,2D1E4C2A,108,30
knn,25,B_22,2D2D5555,108,35
knn,25,B_22,521E521E,108,37
knn,25,B_23,2D1E4C2A,119,51
knn,25,B_23,2D2D5555,119,45
knn,25,B_23,521E521E,119,45
knn,25,B_24,2D1E4C2A,129,34
knn,25,B_24,2D2D5555,129,49
knn,25,B_24,521E521E,129,45
knn,25,B_3,2D1E4C2A,97,65
knn,25,B_3,2D2D5555,97,92
knn,25,B_3,521E521E,97,82
knn,25,B_4,2D1E4C2A,109,59
knn,25,B_4,2D2D5555,109,59
knn,25,B_4,521E521E,109,13
knn,25,B_5,2D1E4C2A,104,34
knn,25,B_5,2D2D5555,104,45
knn,25,B_5,521E521E,104,30
knn,25,B_6,2D1E4C2A,143,42
knn,25,B_6,2D2D5555,143,175
knn,25,B_6,521E521E,143,51
knn,25,B_7,2D1E4C2A,80,26
