tag,cp,error,x_est,y_est,est,nearest_gp_det,mean_RSSI,dets_node,grid_point,distance_gp,mean_gp_distance,dist_center
66782A34,J_1,26.581031607728203,186237.90402756116,447825.3535519395,knn,FALSE,NA,NA,30,42.67229990443629,279.6890664299994,106.63504426618454
07614B78,J_10,46.95131961390031,186170.30700181192,447562.6044523845,knn,TRUE,NA,NA,12,18.451232651983496,329.3905307935683,221.36394423521656
66782A34,J_10,36.31432804166281,186235.3690774687,447575.4425538862,knn,TRUE,NA,NA,12,18.451232651983496,329.3905307935683,221.36394423521656
072A5219,J_10,35.93469396692084,186213.06500839448,447559.77766332607,knn,TRUE,NA,NA,12,18.451232651983496,329.3905307935683,221.36394423521656
072A5219,J_11,44.017904891484065,186160.99888633413,447580.1644030047,knn,TRUE,NA,NA,12,13.239008771436731,342.41097166660467,243.78928182992505
07614B78,J_11,8.277590099660404,186195.48075568228,447569.64522360626,knn,TRUE,NA,NA,12,13.239008771436731,342.41097166660467,243.78928182992505
66782A34,J_11,17.749618504538034,186188.09185234376,447561.3693820654,knn,TRUE,NA,NA,12,13.239008771436731,342.41097166660467,243.78928182992505
072A5219,J_12,35.33103502227521,186209.60007379795,447510.0332574586,knn,TRUE,NA,NA,12,35.49257673132445,357.1146173203002,266.67289338133196
07614B78,J_12,50.46489108737136,186196.61469708345,447594.79761954607,knn,TRUE,NA,NA,12,35.49257673132445,357.1146173203002,266.67289338133196
66782A34,J_12,67.16568449208734,186143.55306143855,447513.3496998678,knn,TRUE,NA,NA,12,35.49257673132445,357.1146173203002,266.67289338133196
072A5219,J_13,47.21481920977936,186185.74278673707,447564.0323411777,knn,FALSE,NA,NA,2A,57.452104253248656,372.9420343710539,289.9062782864867
07614B78,J_13,34.54152104400551,186168.65474566852,447528.3167092011,knn,FALSE,NA,NA,2A,57.452104253248656,372.9420343710539,289.9062782864867
66782A34,J_13,30.46671456317841,186220.34643971216,447544.1583868672,knn,FALSE,NA,NA,2A,57.452104253248656,372.9420343710539,289.9062782864867
07614B78,J_14,35.38908283308978,186175.92122564628,447519.4330601792,knn,FALSE,NA,NA,2A,37.35317969617733,389.8277249553527,313.4116595102857
072A5219,J_14,10.85363708278037,186209.7333738727,447501.5916467627,knn,FALSE,NA,NA,2A,37.35317969617733,389.8277249553527,313.4116595102857
66782A34,J_14,86.97563030541426,186228.68751571057,447577.3144172416,knn,FALSE,NA,NA,2A,37.35317969617733,389.8277249553527,313.4116595102857
072A5219,J_15,52.901827529333815,186184.29742216005,447520.1495395526,knn,FALSE,NA,NA,2A,27.19198209254923,407.8197524599372,337.13214982633275
07614B78,J_15,59.83580344615147,186169.08744034276,447520.72459768906,knn,FALSE,NA,NA,2A,27.19198209254923,407.8197524599372,337.13214982633275
66782A34,J_15,94.88761539275797,186145.3533416351,447547.0171611698,knn,FALSE,NA,NA,2A,27.19198209254923,407.8197524599372,337.13214982633275
072A5219,J_16,49.994232806880035,186193.1374503369,447995.2282110392,knn,TRUE,NA,NA,45,40.930358417739825,351.10362856600295,265.4854401570926
07614B78,J_16,18.584584459340153,186185.39447928467,448028.9343171873,knn,TRUE,NA,NA,45,40.930358417739825,351.10362856600295,265.4854401570926
66782A34,J_16,42.1114543574034,186192.9881772769,448003.1184797716,knn,TRUE,NA,NA,45,40.930358417739825,351.10362856600295,265.4854401570926
072A5219,J_17,11.704026396719284,186184.84083396307,448012.4058035221,knn,TRUE,NA,NA,45,46.7974838889962,336.3259535777104,241.68933998354615
07614B78,J_17,18.83075554965485,186184.8262364982,448003.5364184872,knn,TRUE,NA,NA,45,46.7974838889962,336.3259535777104,241.68933998354615
66782A34,J_17,11.853135889578876,186185.0388305169,448011.9749948456,knn,TRUE,NA,NA,45,46.7974838889962,336.3259535777104,241.68933998354615
072A5219,J_18,18.647568818193864,186201.63996291233,448011.62249645975,knn,FALSE,NA,NA,39A,27.329489671542323,322.9387357373875,218.16268055559453
07614B78,J_18,42.79646625281069,186191.32398000863,447952.4682349109,knn,FALSE,NA,NA,39A,27.329489671542323,322.9387357373875,218.16268055559453
66782A34,J_18,16.728790709630445,186192.1800149177,447978.5218510219,knn,FALSE,NA,NA,39A,27.329489671542323,322.9387357373875,218.16268055559453
072A5219,J_19,24.99628295030391,186192.72936900513,447995.2416192229,knn,FALSE,NA,NA,39A,20.722852578319635,311.1198115552859,195.00300846938467
07614B78,J_19,41.38725519835432,186193.26763310135,448011.62375104387,knn,FALSE,NA,NA,39A,20.722852578319635,311.1198115552859,195.00300846938467
66782A34,J_19,16.254721232703748,186192.4423070577,447986.50477215427,knn,FALSE,NA,NA,39A,20.722852578319635,311.1198115552859,195.00300846938467
072A5219,J_2,22.28015800210361,186228.75038386713,447808.2138165065,knn,FALSE,NA,NA,25,60.563058738099016,279.01020036005593,102.72414902384426
07614B78,J_2,41.43165547286268,186209.7849000973,447753.14906098926,knn,FALSE,NA,NA,25,60.563058738099016,279.01020036005593,102.72414902384426
66782A34,J_2,26.977933889743223,186196.21971048135,447817.03128226753,knn,FALSE,NA,NA,25,60.563058738099016,279.01020036005593,102.72414902384426
072A5219,J_20,43.17621582376057,186185.02127216503,447988.02393379126,knn,FALSE,NA,NA,39A,36.89987357431676,301.07355063103705,172.35832280480523
07614B78,J_20,33.5773642327213,186192.19031103933,447978.8352708927,knn,FALSE,NA,NA,39A,36.89987357431676,301.07355063103705,172.35832280480523
66782A34,J_20,42.19838866111332,186192.47341641673,447987.45164562576,knn,FALSE,NA,NA,39A,36.89987357431676,301.07355063103705,172.35832280480523
072A5219,J_21,34.05373303622586,186166.67672141,447944.85260938416,knn,FALSE,NA,NA,39A,59.5264073709459,292.5078001470424,150.46132249287237
07614B78,J_21,41.717929540928296,186164.58250009545,447887.41919383145,knn,FALSE,NA,NA,39A,59.5264073709459,292.5078001470424,150.46132249287237
66782A34,J_21,30.887200518948564,186165.01076085476,447938.07383650285,knn,FALSE,NA,NA,39A,59.5264073709459,292.5078001470424,150.46132249287237
072A5219,J_22,35.04706038577482,186155.7515137522,447904.9529984775,knn,FALSE,NA,NA,30,36.80328011213841,285.33402325470865,129.69127840794798
07614B78,J_22,8.440435209622038,186189.26530674048,447886.87191131915,knn,FALSE,NA,NA,30,36.80328011213841,285.33402325470865,129.69127840794798
66782A34,J_22,42.06641073225173,186188.06458254275,447853.2666894671,knn,FALSE,NA,NA,30,36.80328011213841,285.33402325470865,129.69127840794798
072A5219,J_23,8.439019476979215,186188.90226392137,447878.7620784908,knn,FALSE,NA,NA,30,13.404315944563477,279.5577634788143,110.6844425405642
66782A34,J_23,18.54808128506917,186180.6490384444,447887.0731517147,knn,FALSE,NA,NA,30,13.404315944563477,279.5577634788143,110.6844425405642
07614B78,J_23,44.52901685233008,186173.17119028053,447912.0889422775,knn,FALSE,NA,NA,30,13.404315944563477,279.5577634788143,110.6844425405642
072A5219,J_24,10.66060747328606,186180.122056515,447852.73613292933,knn,FALSE,NA,NA,30,15.953001972917017,275.682130716956,94.51065520729622
07614B78,J_24,63.07059177395464,186210.88557729384,447786.6493721879,knn,FALSE,NA,NA,30,15.953001972917017,275.682130716956,94.51065520729622
66782A34,J_24,25.250252129629995,186204.3208050492,447826.2455855465,knn,FALSE,NA,NA,30,15.953001972917017,275.682130716956,94.51065520729622
07614B78,J_3,42.85620282360384,186196.1891806653,447810.03349942627,knn,FALSE,NA,NA,25,42.75533974666041,279.8150216533093,104.80204635176716
66782A34,J_3,8.462824777319415,186210.6025078796,447778.0338322409,knn,FALSE,NA,NA,25,42.75533974666041,279.8150216533093,104.80204635176716
072A5219,J_3,34.89311566009766,186217.22150106536,447735.3708594605,knn,FALSE,NA,NA,25,42.75533974666041,279.8150216533093,104.80204635176716
072A5219,J_4,49.53423663071017,186211.1303840323,447794.10029336537,knn,FALSE,NA,NA,25,35.18212629784004,282.2064648790419,112.53749173685304
07614B78,J_4,26.126091588494276,186210.3617075929,447770.7047726221,knn,FALSE,NA,NA,25,35.18212629784004,282.2064648790419,112.53749173685304
66782A34,J_4,16.374450721232904,186210.04148271272,447760.9583909535,knn,FALSE,NA,NA,25,35.18212629784004,282.2064648790419,112.53749173685304
072A5219,J_5,23.36276145344955,186191.5976449655,447703.675390037,knn,FALSE,NA,NA,25,43.55654833016025,286.2643058959917,124.8835664686497
07614B78,J_5,0.067882289475546,186208.68518527085,447719.677816196,knn,FALSE,NA,NA,25,43.55654833016025,286.2643058959917,124.8835664686497
66782A34,J_5,0.8183679208979256,186208.65608272376,447718.79204394703,knn,FALSE,NA,NA,25,43.55654833016025,286.2643058959917,124.8835664686497
072A5219,J_6,41.75301835029377,186175.390547624,447720.87427897344,knn,FALSE,NA,NA,17,38.073760285318755,291.86628649543786,140.63116048909092
07614B78,J_6,37.59196612412904,186174.8114458716,447712.5382851705,knn,FALSE,NA,NA,17,38.073760285318755,291.86628649543786,140.63116048909092
66782A34,J_6,33.950644423062045,186175.33530780263,447704.3560934197,knn,FALSE,NA,NA,17,38.073760285318755,291.86628649543786,140.63116048909092
072A5219,J_7,8.794576566177442,186198.2609888458,447669.1438952541,knn,FALSE,NA,NA,17,32.75648150174743,299.01685665149165,158.77134951767113
07614B78,J_7,26.170149477504456,186181.8040205749,447662.7193588164,knn,FALSE,NA,NA,17,32.75648150174743,299.01685665149165,158.77134951767113
66782A34,J_7,24.158991171337963,186189.5164815444,447653.014963666,knn,FALSE,NA,NA,17,32.75648150174743,299.01685665149165,158.77134951767113
07614B78,J_8,50.24384540868516,186156.92795213367,447654.3923917474,knn,FALSE,NA,NA,17,44.11339140921088,307.7636845587272,178.57648097000512
66782A34,J_8,35.264625931493015,186240.07036133448,447634.77316105313,knn,FALSE,NA,NA,17,44.11339140921088,307.7636845587272,178.57648097000512
072A5219,J_8,55.108498105086646,186239.08915278167,447600.4281177317,knn,FALSE,NA,NA,17,44.11339140921088,307.7636845587272,178.57648097000512
072A5219,J_9,25.25812565803744,186230.6441889852,447618.8493563915,knn,TRUE,NA,NA,12,41.89573827182795,317.928606727513,199.55144118808545
66782A34,J_9,24.599923849116436,186228.7802826481,447612.0299820971,knn,TRUE,NA,NA,12,41.89573827182795,317.928606727513,199.55144118808545
07614B78,J_9,52.41371322773604,186220.019843604,447569.3453946397,knn,TRUE,NA,NA,12,41.89573827182795,317.928606727513,199.55144118808545
34075261,K_1,8.269342468331098,186187.34989674756,447828.62322537135,knn,FALSE,NA,NA,30,39.73599375774262,273.6252488577953,82.84613494420373
521E1933,K_1,47.56761992843258,186147.35559267015,447846.6737936845,knn,FALSE,NA,NA,30,39.73599375774262,273.6252488577953,82.84613494420373
552A2D4B,K_1,49.202478132494925,186145.44709628864,447846.73649934464,knn,FALSE,NA,NA,30,39.73599375774262,273.6252488577953,82.84613494420373
552A2D4B,K_10,36.65324717108725,186144.8483549531,447607.1811080364,knn,TRUE,NA,NA,12,22.114393809893233,324.52006566170706,210.937064593202
34075261,K_10,75.02249886001023,186253.84604886564,447584.7782331766,knn,TRUE,NA,NA,12,22.114393809893233,324.52006566170706,210.937064593202
521E1933,K_10,17.247756311549654,186185.06820745615,447579.160098221,knn,TRUE,NA,NA,12,22.114393809893233,324.52006566170706,210.937064593202
34075261,K_11,50.534885739480174,186228.8920800856,447577.02083531686,knn,TRUE,NA,NA,12,17.99638189711139,337.75497766527326,234.36224811550812
521E1933,K_11,59.1712471492147,186237.6138971873,447576.7990905717,knn,TRUE,NA,NA,12,17.99638189711139,337.75497766527326,234.36224811550812
552A2D4B,K_11,39.119350440872786,186170.24145616687,447532.3567808403,knn,TRUE,NA,NA,12,17.99638189711139,337.75497766527326,234.36224811550812
521E1933,K_12,49.889086822442195,186203.27811997168,447502.5670604437,knn,TRUE,NA,NA,12,37.52761022898105,352.60160104596736,258.0830902474733
552A2D4B,K_12,19.962112846982365,186169.8661525318,447527.3010890698,knn,TRUE,NA,NA,12,37.52761022898105,352.60160104596736,258.0830902474733
34075261,K_12,64.26613865510126,186237.86960603797,447568.7957711242,knn,TRUE,NA,NA,12,37.52761022898105,352.60160104596736,258.0830902474733
552A2D4B,K_13,11.917165762281126,186169.42629089887,447529.6576580022,knn,TRUE,NA,NA,12,61.175172524384145,368.64221423468615,282.0249981793547
521E1933,K_13,25.376808375978168,186201.09542818804,447512.2127673578,knn,TRUE,NA,NA,12,61.175172524384145,368.64221423468615,282.0249981793547
34075261,K_13,8.384038629785922,186185.15704039976,447518.1357845599,knn,TRUE,NA,NA,12,61.175172524384145,368.64221423468615,282.0249981793547
34075261,K_14,25.04516711179602,186175.57049315603,447520.61971666734,knn,FALSE,NA,NA,2A,58.130171090332816,385.8169404012714,306.136109804366
521E1933,K_14,49.99365176175205,186226.26763689696,447493.6144593478,knn,FALSE,NA,NA,2A,58.130171090332816,385.8169404012714,306.136109804366
552A2D4B,K_14,68.85966026393343,186162.48325659696,447563.04216954263,knn,FALSE,NA,NA,2A,58.130171090332816,385.8169404012714,306.136109804366
521E1933,K_15,53.239598550606246,186203.54475456532,448029.4995407276,knn,FALSE,NA,NA,46,22.50998452780337,362.4677418905405,283.8023083360922
552A2D4B,K_15,53.517455996222296,186127.25398207785,448039.0895331501,knn,FALSE,NA,NA,46,22.50998452780337,362.4677418905405,283.8023083360922
34075261,K_15,24.69101045837816,186176.21112881528,448047.0604740059,knn,FALSE,NA,NA,46,22.50998452780337,362.4677418905405,283.8023083360922
521E1933,K_16,17.643846370833703,186168.8088712798,448028.3937497521,knn,FALSE,NA,NA,46,38.11239631668086,346.4337581335668,259.27778219393406
552A2D4B,K_16,35.35008370025786,186193.55022339895,448020.22442037857,knn,FALSE,NA,NA,46,38.11239631668086,346.4337581335668,259.27778219393406
34075261,K_16,33.51826064512918,186202.9007998387,448045.4078172144,knn,FALSE,NA,NA,46,38.11239631668086,346.4337581335668,259.27778219393406
34075261,K_17,8.666993675805124,186168.28280634692,448012.3829570729,knn,FALSE,NA,NA,39A,44.152697909589634,331.7101116735702,234.853542589052
552A2D4B,K_17,40.90896150696731,186127.66816576984,448021.93635455216,knn,FALSE,NA,NA,39A,44.152697909589634,331.7101116735702,234.853542589052
521E1933,K_17,18.145459121549997,186152.8598424837,448011.96069308894,knn,FALSE,NA,NA,39A,44.152697909589634,331.7101116735702,234.853542589052
552A2D4B,K_18,31.123704254391484,186151.59002307348,448022.6641839824,knn,FALSE,NA,NA,39A,19.5542258748595,318.261493437813,210.56449035283617
34075261,K_18,41.77300114296375,186199.8923285053,447969.386010278,knn,FALSE,NA,NA,39A,19.5542258748595,318.261493437813,210.56449035283617
521E1933,K_18,33.535934455714745,186168.8478564034,448029.5803192666,knn,FALSE,NA,NA,39A,19.5542258748595,318.261493437813,210.56449035283617
34075261,K_19,23.848440897950383,186183.73477177144,447987.99722547934,knn,FALSE,NA,NA,39A,8.05625996579753,306.35418425800043,186.463462162343
552A2D4B,K_19,14.154557895259996,186157.2510082494,447981.4117328761,knn,FALSE,NA,NA,39A,8.05625996579753,306.35418425800043,186.463462162343
521E1933,K_19,65.47983002773638,186215.50260070476,447927.17187496566,knn,FALSE,NA,NA,39A,8.05625996579753,306.35418425800043,186.463462162343
552A2D4B,K_2,37.23974176456722,186152.3538117344,447779.7663236385,knn,TRUE,NA,NA,32,57.88341587779835,273.0248063901164,77.74767007344138
34075261,K_2,41.8256165140439,186184.78916199296,447753.57614340994,knn,TRUE,NA,NA,32,57.88341587779835,273.0248063901164,77.74767007344138
521E1933,K_2,56.50339337300415,186210.83882636775,447744.54890745814,knn,TRUE,NA,NA,32,57.88341587779835,273.0248063901164,77.74767007344138
552A2D4B,K_20,33.3286961666266,186133.05890998337,447941.76479878766,knn,FALSE,NA,NA,39A,31.57637526438375,296.4549049592478,162.63407038262662
34075261,K_20,102.12219305269969,186152.83361071977,448047.35305439384,knn,FALSE,NA,NA,39A,31.57637526438375,296.4549049592478,162.63407038262662
521E1933,K_20,64.13706661304352,186168.21106065228,448010.1993386182,knn,FALSE,NA,NA,39A,31.57637526438375,296.4549049592478,162.63407038262662
34075261,K_21,263.51973706276254,185901.77780992008,447923.7841413044,knn,FALSE,NA,NA,39A,56.3813818261856,287.91324313368636,139.21587185200104
521E1933,K_21,24.83022469192229,186140.47321692033,447922.0959626381,knn,FALSE,NA,NA,39A,56.3813818261856,287.91324313368636,139.21587185200104
552A2D4B,K_21,61.105186232052795,186107.1679565673,447939.99174507754,knn,FALSE,NA,NA,39A,56.3813818261856,287.91324313368636,139.21587185200104
34075261,K_22,24.22014215892927,186157.2784252608,447919.26120602526,knn,FALSE,NA,NA,30,48.60178801941242,280.7761528795052,116.45719000530976
521E1933,K_22,9.229565048483758,186164.16009154968,447886.9066674755,knn,FALSE,NA,NA,30,48.60178801941242,280.7761528795052,116.45719000530976
552A2D4B,K_22,43.34242277130821,186124.1198928683,447911.9737649217,knn,FALSE,NA,NA,30,48.60178801941242,280.7761528795052,116.45719000530976
34075261,K_23,32.23190925760171,186164.70078377944,447903.3629755003,knn,FALSE,NA,NA,30,34.45762515950275,275.1751018820095,94.83404046525888
552A2D4B,K_23,70.72478369707912,186124.56765477775,447930.0989748556,knn,FALSE,NA,NA,30,34.45762515950275,275.1751018820095,94.83404046525888
521E1933,K_23,63.13613321556759,186207.9277411151,447826.1487374091,knn,FALSE,NA,NA,30,34.45762515950275,275.1751018820095,94.83404046525888
552A2D4B,K_24,29.92703700828772,186138.37909282625,447863.4340097528,knn,FALSE,NA,NA,30,35.526757916538934,271.2938959879848,75.33069333087938
34075261,K_24,44.12987393625142,186202.8894660449,447827.6723049042,knn,FALSE,NA,NA,30,35.526757916538934,271.2938959879848,75.33069333087938
521E1933,K_24,23.558900930647763,186145.640855766,447830.0458624058,knn,FALSE,NA,NA,30,35.526757916538934,271.2938959879848,75.33069333087938
552A2D4B,K_3,49.762395931039016,186136.62304585415,447780.53438571654,knn,TRUE,NA,NA,32,55.55730792189922,273.962897048122,80.47309071304798
34075261,K_3,31.971420155692552,186153.4339559304,447772.4115937052,knn,TRUE,NA,NA,32,55.55730792189922,273.962897048122,80.47309071304798
521E1933,K_3,35.247515422279584,186161.3250178354,447796.19526373025,knn,TRUE,NA,NA,32,55.55730792189922,273.962897048122,80.47309071304798
34075261,K_4,52.39033146094715,186170.50296795976,447795.89371439785,knn,FALSE,NA,NA,25,60.175584266106846,276.50511755589883,90.31686695170156
521E1933,K_4,34.23547409629161,186177.21329024783,447778.86005266383,knn,FALSE,NA,NA,25,60.175584266106846,276.50511755589883,90.31686695170156
552A2D4B,K_4,55.45702596487219,186161.91042079037,447796.05196677585,knn,FALSE,NA,NA,25,60.175584266106846,276.50511755589883,90.31686695170156
34075261,K_5,18.663576958899565,186191.2237877939,447703.3508634532,knn,FALSE,NA,NA,17,45.62909738985483,280.6084912321793,105.30125631814644
521E1933,K_5,16.74724124741808,186183.01748768112,447703.6974715468,knn,FALSE,NA,NA,17,45.62909738985483,280.6084912321793,105.30125631814644
552A2D4B,K_5,50.82783277967306,186134.035884662,447731.24417201686,knn,FALSE,NA,NA,17,45.62909738985483,280.6084912321793,105.30125631814644
34075261,K_6,25.755740206487776,186189.90517999945,447720.2269242069,knn,FALSE,NA,NA,17,21.348579701637085,286.1617814580786,123.57011252884196
552A2D4B,K_6,18.797507256008597,186166.23867645703,447704.1906964154,knn,FALSE,NA,NA,17,21.348579701637085,286.1617814580786,123.57011252884196
521E1933,K_6,11.581886825172177,186191.1044606598,447687.2940133002,knn,FALSE,NA,NA,17,21.348579701637085,286.1617814580786,123.57011252884196
552A2D4B,K_7,60.0695756655919,186133.1864954948,447705.39196611417,knn,FALSE,NA,NA,17,8.895935365297722,293.28914971164585,143.87769402489195
34075261,K_7,18.62320612547505,186198.97016011173,447678.2639007127,knn,FALSE,NA,NA,17,8.895935365297722,293.28914971164585,143.87769402489195
521E1933,K_7,18.75515502206647,186198.71834632047,447661.8509103416,knn,FALSE,NA,NA,17,8.895935365297722,293.28914971164585,143.87769402489195
552A2D4B,K_8,24.90158171204819,186156.3383975225,447645.81961681595,knn,FALSE,NA,NA,17,30.85679790117939,302.3967213873248,165.47510073390677
521E1933,K_8,29.96012017811984,186198.5660994609,447669.9228244358,knn,FALSE,NA,NA,17,30.85679790117939,302.3967213873248,165.47510073390677
34075261,K_8,25.432371976164255,186205.68112056257,447652.5055238824,knn,FALSE,NA,NA,17,30.85679790117939,302.3967213873248,165.47510073390677
552A2D4B,K_9,87.25260611911547,186193.41950464624,447534.2212545675,knn,TRUE,NA,NA,12,43.63314644852534,312.8190588077288,187.9181393372207
521E1933,K_9,19.16063650086755,186172.70504297377,447638.0397468471,knn,TRUE,NA,NA,12,43.63314644852534,312.8190588077288,187.9181393372207
34075261,K_9,82.1916698298912,186236.83176428656,447560.72640934825,knn,TRUE,NA,NA,12,43.63314644852534,312.8190588077288,187.9181393372207
191E4C07,L_1,65.02900517673496,186111.11055210524,447780.6986662735,knn,FALSE,NA,NA,30,50.85864336683749,269.0912168843044,60.04940869109315
33557852,L_1,16.245418294831463,186145.76845761263,447821.8379524027,knn,FALSE,NA,NA,30,50.85864336683749,269.0912168843044,60.04940869109315
4C4B664C,L_1,27.505418499303552,186135.40362848656,447814.1724270701,knn,FALSE,NA,NA,30,50.85864336683749,269.0912168843044,60.04940869109315
191E4C07,L_10,23.95281742890618,186131.6800158969,447603.251588996,knn,TRUE,NA,NA,12,43.442759794825385,321.236182432387,203.0686943528046
33557852,L_10,32.53900114085224,186122.11904220475,447598.0440366545,knn,TRUE,NA,NA,12,43.442759794825385,321.236182432387,203.0686943528046
4C4B664C,L_10,84.69070958602948,186135.8629268702,447513.7485941549,knn,TRUE,NA,NA,12,43.442759794825385,321.236182432387,203.0686943528046
191E4C07,L_11,50.23935581174908,186152.14274823692,447521.14251282567,knn,TRUE,NA,NA,12,41.49815312519596,334.68132210576437,227.30620923125215
33557852,L_11,57.81609340749957,186160.438305996,447513.9219158989,knn,TRUE,NA,NA,12,41.49815312519596,334.68132210576437,227.30620923125215
4C4B664C,L_11,28.72145223947132,186131.09522445305,447588.954701249,knn,TRUE,NA,NA,12,41.49815312519596,334.68132210576437,227.30620923125215
191E4C07,L_12,48.3447596109224,186112.43360437037,447572.71361511946,knn,TRUE,NA,NA,3A,50.91957474329388,349.52574340330233,251.6929297394857
33557852,L_12,25.228950043323284,186160.55821274928,447522.3107121458,knn,TRUE,NA,NA,3A,50.91957474329388,349.52574340330233,251.6929297394857
4C4B664C,L_12,17.946287706720504,186152.38235335296,447528.4353583475,knn,TRUE,NA,NA,3A,50.91957474329388,349.52574340330233,251.6929297394857
191E4C07,L_13,22.92207367841783,186137.05495836635,447504.1399432216,knn,TRUE,NA,NA,3A,37.98966043642057,365.6349983571504,276.18933543369013
33557852,L_13,42.479061603115895,186185.09745692956,447494.5751374899,knn,TRUE,NA,NA,3A,37.98966043642057,365.6349983571504,276.18933543369013
4C4B664C,L_13,10.995217039083384,186160.35181220795,447528.7130275433,knn,TRUE,NA,NA,3A,37.98966043642057,365.6349983571504,276.18933543369013
191E4C07,L_14,47.67471476436243,186152.8955425904,447544.05535731534,knn,TRUE,NA,NA,3A,39.2842781120267,383.00702792646007,300.76862724665534
33557852,L_14,23.45992058663327,186169.41067486035,447511.35489483655,knn,TRUE,NA,NA,3A,39.2842781120267,383.00702792646007,300.76862724665534
4C4B664C,L_14,47.168867566475576,186152.87893372544,447543.5497828567,knn,TRUE,NA,NA,3A,39.2842781120267,383.00702792646007,300.76862724665534
191E4C07,L_15,50.071297946585,186141.9860793197,448021.8654001177,knn,FALSE,NA,NA,46,7.276511558762843,358.9548571187013,280.24310807863105
33557852,L_15,54.66072819900238,186100.15978960396,448040.8995330008,knn,FALSE,NA,NA,46,7.276511558762843,358.9548571187013,280.24310807863105
4C4B664C,L_15,23.336793788363018,186128.6943943091,448055.360530784,knn,FALSE,NA,NA,46,7.276511558762843,358.9548571187013,280.24310807863105
191E4C07,L_16,50.700968290057695,186134.32258507155,447997.1606752612,knn,FALSE,NA,NA,46,31.60384580723189,343.14711570791553,255.37701101264557
33557852,L_16,8.92640537843159,186144.34342317897,448055.7751284961,knn,FALSE,NA,NA,46,31.60384580723189,343.14711570791553,255.37701101264557
4C4B664C,L_16,28.076325791826637,186152.18497556372,448019.8719221226,knn,FALSE,NA,NA,46,31.60384580723189,343.14711570791553,255.37701101264557
2A786119,L_17,19.997235323392697,186133.22601568728,448038.9713598101,knn,TRUE,NA,NA,39A,53.24055060399778,328.5379953999132,230.53987915326357
4C524C66,L_17,24.490018220060698,186128.292028067,448040.9945856739,knn,TRUE,NA,NA,39A,53.24055060399778,328.5379953999132,230.53987915326357
78073433,L_17,48.6608263691894,186126.954652576,448067.5970881391,knn,TRUE,NA,NA,39A,53.24055060399778,328.5379953999132,230.53987915326357
191E4C07,L_18,18.39887572784552,186159.4867135671,448004.55545151,knn,FALSE,NA,NA,39A,35.601447646477276,315.2571781487248,205.7422027800455
33557852,L_18,41.2134051001826,186141.7681421741,447955.6819482788,knn,FALSE,NA,NA,39A,35.601447646477276,315.2571781487248,205.7422027800455
4C4B664C,L_18,52.30701657051312,186158.26847511015,447946.927066335,knn,FALSE,NA,NA,39A,35.601447646477276,315.2571781487248,205.7422027800455
191E4C07,L_19,35.10335710310809,186149.39307211584,447937.5968636332,knn,FALSE,NA,NA,39A,30.82204757714542,303.5175649072872,181.0001992596886
33557852,L_19,24.652922735785992,186133.38355887195,447948.78117390955,knn,FALSE,NA,NA,39A,30.82204757714542,303.5175649072872,181.0001992596886
4C4B664C,L_19,12.379016462444673,186149.87956148235,447981.4004982754,knn,FALSE,NA,NA,39A,30.82204757714542,303.5175649072872,181.0001992596886
191E4C07,L_2,6.625753715463628,186154.55541579297,447796.33331571217,knn,TRUE,NA,NA,32,34.9485908462661,268.42925398676596,52.79346182112145
33557852,L_2,24.838237345714035,186136.3502864518,447796.8571937918,knn,TRUE,NA,NA,32,34.9485908462661,268.42925398676596,52.79346182112145
4C4B664C,L_2,8.590447465211433,186161.97174275183,447787.6461658719,knn,TRUE,NA,NA,32,34.9485908462661,268.42925398676596,52.79346182112145
191E4C07,L_20,11.531900354410622,186149.7436089159,447954.576277545,knn,FALSE,NA,NA,39A,43.383901062102744,293.41821313674194,156.34030273484152
33557852,L_20,42.53468887332741,186099.23444531215,447939.5266733251,knn,FALSE,NA,NA,39A,43.383901062102744,293.41821313674194,156.34030273484152
4C4B664C,L_20,33.355766839444385,186139.8690421963,447913.5854882722,knn,FALSE,NA,NA,39A,43.383901062102744,293.41821313674194,156.34030273484152
191E4C07,L_21,23.41750113880241,186124.63507404484,447939.3404042764,knn,FALSE,NA,NA,31,52.536713290770464,284.7914186192921,131.80860512532604
33557852,L_21,33.55364906801655,186141.4965800586,447955.4672541156,knn,FALSE,NA,NA,31,52.536713290770464,284.7914186192921,131.80860512532604
4C4B664C,L_21,36.27666039001065,186105.0495716946,447930.4974863613,knn,FALSE,NA,NA,31,52.536713290770464,284.7914186192921,131.80860512532604
191E4C07,L_22,24.280072124069356,186141.0040527765,447921.1843131672,knn,FALSE,NA,NA,31,39.53042928746463,277.6341130311544,107.49291378076764
33557852,L_22,44.4434441249105,186097.64824119443,447881.9423431974,knn,FALSE,NA,NA,31,39.53042928746463,277.6341130311544,107.49291378076764
4C4B664C,L_22,16.934953934648476,186122.5548828265,447897.5182631149,knn,FALSE,NA,NA,31,39.53042928746463,277.6341130311544,107.49291378076764
191E4C07,L_23,30.148488082503487,186154.6853681033,447846.4329660226,knn,FALSE,NA,NA,31,40.18497916825055,272.1197669686142,83.58196360484091
33557852,L_23,12.519399911951384,186128.3785044785,447864.8253474885,knn,FALSE,NA,NA,31,40.18497916825055,272.1197669686142,83.58196360484091
