cp,tag,x_cal,y_cal,x_est,y_est,error
E_14,664B1E61,186325.38884135254,447465.67797993857,186322.72093330664,447556.83442505717,91.19547806772802
E_14,78521E33,186325.38884135254,447465.67797993857,186337.51133338307,447504.73984436865,40.89968295457149
E_15,524B0778,186324.56804853567,447440.69519083324,186316.36671262735,447514.3496088078,74.10961609572502
E_15,664B1E61,186324.56804853567,447440.69519083324,186331.70843047864,447558.86279490887,118.38313945518563
E_15,78521E33,186324.56804853567,447440.69519083324,186317.9507961716,447550.6160207609,110.11982964405951
E_16,524B0778,186318.4641922353,448016.1201439249,186276.47848375406,448000.7754320738,44.701900389844106
E_16,664B1E61,186318.4641922353,448016.1201439249,186302.3299373287,447990.41386921605,30.350069864789493
E_16,78521E33,186318.4641922353,448016.1201439249,186292.5773760559,448006.9405582355,27.466198232260197
E_17,524B0778,186317.64333883353,447991.13735649944,186311.8955295184,447996.942599328,8.169342459563419
E_17,664B1E61,186317.64333883353,447991.13735649944,186323.96949961627,447993.1946321918,6.652269802365842
E_17,78521E33,186317.64333883353,447991.13735649944,186306.71952880034,447975.74087712145,18.878061417369224
E_18,524B0778,186316.82248817536,447966.1545688583,186318.8854779778,447990.48222702165,24.41497242752122
E_18,664B1E61,186316.82248817536,447966.1545688583,186337.74319694817,447986.7591186788,29.3636429766708
E_18,78521E33,186316.82248817536,447966.1545688583,186316.27418526585,447983.135740322,16.99002119949476
E_19,524B0778,186316.00164026293,447941.1717810293,186295.4243308177,447931.760616421,22.62732161103128
