est_method,nodes,tag,x,y,x_est,y_est,cp,error,node_count
ml,odd,78524B34,186435.99051959752,447787.1709018935,186362.91259781664,447743.2424364346,A_10,85.26483876362235,3
ml,odd,2D331955,186435.99051959752,447787.1709018935,186386.7382510691,447780.68780868064,A_10,49.67712202616551,3
ml,odd,78524B34,186436.81135004296,447812.1536771912,186398.84327158378,447796.47791564994,A_9,41.07681197196114,3
ml,odd,2D331955,186436.81135004296,447812.1536771912,186394.18557303943,447792.0362904084,A_9,47.13455331412849,3
ml,odd,4C2A341E,186436.81135004296,447812.1536771912,186392.72334575182,447795.8663675053,A_9,47.000304032849755,3
ml,odd,78524B34,186437.6321832343,447837.1364522957,186376.7238493435,447772.1264428314,A_8,89.08493962447899,3
ml,odd,4C2A341E,186437.6321832343,447837.1364522957,186358.4377976424,447816.24942717236,A_8,81.90249402662242,3
ml,odd,2D331955,186437.6321832343,447837.1364522957,186370.86000065625,447776.8971929396,A_8,89.92937636839542,3
ml,odd,78524B34,186438.45301917172,447862.11922719807,186356.52719807436,447789.576533198,A_7,109.42706527758047,3
ml,odd,2D331955,186438.45301917172,447862.11922719807,186375.6712676239,447816.3049058738,A_7,77.72065597907495,3
ml,odd,4C2A341E,186438.45301917172,447862.11922719807,186374.0513409275,447812.2349990033,A_7,81.46172342432985,3
ml,odd,78524B34,186439.27385785393,447887.1020019004,186378.00995435566,447798.6208328565,A_6,107.62055169536438,3
ml,odd,2D331955,186439.27385785393,447887.1020019004,186369.18580605483,447769.4880534596,A_6,136.91375341001998,3
ml,odd,4C2A341E,186439.27385785393,447887.1020019004,186360.8817970951,447828.1724115468,A_6,98.07146276698684,3
ml,odd,78524B34,186440.0946992826,447912.0847764017,186409.10740886655,447968.49501184525,A_5,64.36091073102531,2
ml,odd,2D331955,186440.0946992826,447912.0847764017,186406.14970777748,447965.0823889957,A_5,62.93655050084282,2
ml,odd,4C2A341E,186440.0946992826,447912.0847764017,186371.5731207799,447925.1876037593,A_5,69.76310489982518,2
ml,odd,78524B34,186440.91554345653,447937.06755070796,186410.6967637744,447970.3288242257,A_4,44.93870226762864,2
ml,odd,2D331955,186440.91554345653,447937.06755070796,186403.97960076734,447962.5784994731,A_4,44.8895574631473,2
ml,odd,4C2A341E,186440.91554345653,447937.06755070796,186403.82205058765,447962.3967166193,A_4,44.916521002620875,2
ml,odd,78524B34,186462.61495643324,447836.3156178141,186374.3609779094,447782.48261165817,A_3,103.37677339261201,3
ml,odd,2D331955,186462.61495643324,447836.3156178141,186371.51965980112,447802.94005255797,A_3,97.01691308559926,3
ml,odd,4C2A341E,186462.61495643324,447836.3156178141,186366.29152126762,447814.17663768894,A_3,98.83490579288342,3
ml,odd,4C2A341E,186463.43579217079,447861.29838996194,186355.4666685177,447849.50973362784,A_2,108.6107917316562,3
ml,odd,2D331955,186463.43579217079,447861.29838996194,186368.96217642835,447797.7807605344,A_2,113.8409123274402,3
ml,odd,78524B34,186463.43579217079,447861.29838996194,186370.82408338558,447788.510642346,A_2,117.79212540368873,3
ml,odd,2D331955,186464.25663065462,447886.2811619256,186410.96881483248,447970.64271668775,A_1,99.78207873654411,2
ml,odd,78524B34,186464.25663065462,447886.2811619256,186399.69960234308,447957.64019766875,A_1,96.22744871714795,2
ml,odd,4C2A341E,186464.25663065462,447886.2811619256,186414.25953898503,447974.439587133,A_1,101.34898672641164,2
knn,odd,2D331955,186464.25663065462,447886.2811619256,186439.22852193646,447878.54049744154,A_1,26,13
knn,odd,4C2A341E,186464.25663065462,447886.2811619256,186440.12863798748,447912.0049376964,A_1,35,13
knn,odd,78524B34,186464.25663065462,447886.2811619256,186438.56117428959,447862.0970743834,A_1,35,13
knn,odd,2D331955,186435.99051959752,447787.1709018935,186362.0259771993,447823.00360819825,A_10,82,14
knn,odd,4C2A341E,186435.99051959752,447787.1709018935,186344.17012458923,447781.92113031936,A_10,92,14
knn,odd,78524B34,186435.99051959752,447787.1709018935,186318.02716224053,447749.36369190784,A_10,124,14
knn,odd,2D331955,186435.16969189732,447762.18812639447,186395.85016525423,447838.53926388326,A_11,86,14
knn,odd,4C2A341E,186435.16969189732,447762.18812639447,186377.20436539646,447772.40765193687,A_11,59,14
knn,odd,78524B34,186435.16969189732,447762.18812639447,186274.25293799592,447684.1845983041,A_11,179,14
knn,odd,2D331955,186434.3488669429,447737.2053506968,186416.8657224717,447712.81912131415,A_12,30,13
knn,odd,4C2A341E,186434.3488669429,447737.2053506968,186400.20943189575,447713.24347962113,A_12,42,13
knn,odd,78524B34,186434.3488669429,447737.2053506968,186393.81884078076,447771.8684969882,A_12,53,13
knn,odd,2D331955,186433.52804473395,447712.2225747934,186403.78032701986,447821.5240534133,A_13,113,13
knn,odd,4C2A341E,186433.52804473395,447712.2225747934,186399.1236088328,447680.04995418235,A_13,47,13
knn,odd,78524B34,186433.52804473395,447712.2225747934,186385.2139766929,447763.8475449586,A_13,71,13
knn,odd,2D331955,186432.70722527136,447687.23979868245,186398.0342118058,447646.6540535006,A_14,53,11
knn,odd,4C2A341E,186432.70722527136,447687.23979868245,186399.38189578796,447688.3235330122,A_14,33,11
knn,odd,78524B34,186432.70722527136,447687.23979868245,186391.61534003983,447705.2601175664,A_14,45,11
knn,odd,2D331955,186431.06559458174,447637.2742458824,186372.44770905023,447630.89745952096,A_16,59,11
knn,odd,4C2A341E,186431.06559458174,447637.2742458824,186361.45382670133,447547.9208006867,A_16,113,11
knn,odd,78524B34,186431.06559458174,447637.2742458824,186374.9420641853,447705.80512741255,A_16,89,11
knn,odd,2D331955,186430.24478335585,447612.2914691779,186370.89798013683,447580.9676299498,A_17,67,11
knn,odd,4C2A341E,186430.24478335585,447612.2914691779,186387.23912493675,447572.01824955206,A_17,59,11
knn,odd,78524B34,186430.24478335585,447612.2914691779,186347.7900115553,447640.00860103336,A_17,87,11
knn,odd,2D331955,186429.4239748753,447587.30869227037,186361.96686596662,447564.50420306344,A_18,71,10
knn,odd,4C2A341E,186429.4239748753,447587.30869227037,186363.9137403422,447622.78381445946,A_18,74,10
knn,odd,78524B34,186429.4239748753,447587.30869227037,186364.04921886092,447631.17162236036,A_18,79,10
knn,odd,2D331955,186428.60316914058,447562.32591516525,186396.64477095957,447605.0694012892,A_19,53,9
knn,odd,4C2A341E,186428.60316914058,447562.32591516525,186393.3765457983,447505.1360947954,A_19,67,9
knn,odd,78524B34,186428.60316914058,447562.32591516525,186394.70515599044,447546.7477896784,A_19,37,9
knn,odd,2D331955,186463.43579217079,447861.29838996194,186438.9745702995,447870.3458135993,A_2,26,14
knn,odd,4C2A341E,186463.43579217079,447861.29838996194,186414.67304161954,447896.23379900836,A_2,60,14
knn,odd,78524B34,186463.43579217079,447861.29838996194,186438.9360584931,447870.25744998764,A_2,26,14
knn,odd,2D331955,186427.7823661508,447537.3431378602,186411.64473592542,447554.51737593126,A_20,24,11
knn,odd,4C2A341E,186427.7823661508,447537.3431378602,186385.86232376265,447530.38595336175,A_20,42,11
knn,odd,78524B34,186427.7823661508,447537.3431378602,186411.6900100819,447554.5285277302,A_20,24,11
knn,odd,2D331955,186426.96156590746,447512.3603603511,186402.79565670638,447538.160256889,A_21,35,7
knn,odd,4C2A341E,186426.96156590746,447512.3603603511,186393.92016544723,447521.7686461287,A_21,34,7
knn,odd,78524B34,186426.96156590746,447512.3603603511,186368.41386031266,447505.95883302577,A_21,59,7
knn,odd,2D331955,186417.574465291,447987.85394987673,186424.12488765322,447937.74875230645,A_22,51,15
knn,odd,4C2A341E,186417.574465291,447987.85394987673,186424.1534811883,447937.74932521523,A_22,51,15
knn,odd,78524B34,186417.574465291,447987.85394987673,186424.45365920215,447945.9089235086,A_22,43,15
knn,odd,2D331955,186416.7536154274,447962.8711732208,186424.89087840845,447954.2017890606,A_23,12,13
knn,odd,4C2A341E,186416.7536154274,447962.8711732208,186415.95459098183,447937.88767939457,A_23,25,13
knn,odd,78524B34,186416.7536154274,447962.8711732208,186400.21209615824,447963.3393760871,A_23,17,13
knn,odd,2D331955,186415.93276830894,447937.8883963808,186391.35241227594,447946.97149573884,A_24,26,13
knn,odd,4C2A341E,186415.93276830894,447937.8883963808,186408.44723236503,447963.1789004801,A_24,26,13
knn,odd,78524B34,186415.93276830894,447937.8883963808,186416.20051570228,447946.1763251306,A_24,8,13
knn,odd,2D331955,186462.61495643324,447836.3156178141,186438.71808550606,447870.3860045125,A_3,42,14
knn,odd,4C2A341E,186462.61495643324,447836.3156178141,186439.09426657352,447878.7038531897,A_3,48,14
knn,odd,78524B34,186462.61495643324,447836.3156178141,186387.5456182734,447830.61992426903,A_3,75,14
knn,odd,2D331955,186440.91554345653,447937.06755070796,186407.82981545257,447946.47018848924,A_4,34,14
knn,odd,4C2A341E,186440.91554345653,447937.06755070796,186366.57765530568,447956.21565412096,A_4,77,14
knn,odd,78524B34,186440.91554345653,447937.06755070796,186407.86603410187,447946.4972336738,A_4,34,14
knn,odd,2D331955,186440.0946992826,447912.0847764017,186439.8412026564,447903.7617542413,A_5,8,16
knn,odd,4C2A341E,186440.0946992826,447912.0847764017,186439.19963103067,447887.1130060116,A_5,25,16
knn,odd,78524B34,186440.0946992826,447912.0847764017,186424.26591682236,447937.5548300673,A_5,30,16
knn,odd,2D331955,186439.27385785393,447887.1020019004,186438.71960432423,447870.23286937096,A_6,17,18
knn,odd,4C2A341E,186439.27385785393,447887.1020019004,186438.73300936594,447870.64086015115,A_6,16,18
knn,odd,78524B34,186439.27385785393,447887.1020019004,186438.71982156066,447870.2394807568,A_6,17,18
knn,odd,2D331955,186438.45301917172,447862.11922719807,186438.9925437457,447878.5399628116,A_7,16,16
knn,odd,4C2A341E,186438.45301917172,447862.11922719807,186438.99839121944,447878.7179347072,A_7,17,16
knn,odd,78524B34,186438.45301917172,447862.11922719807,186438.98396699774,447878.27892381826,A_7,16,16
knn,odd,2D331955,186437.6321832343,447837.1364522957,186439.26458138425,447886.8196388752,A_8,50,17
knn,odd,4C2A341E,186437.6321832343,447837.1364522957,186447.05136702754,447870.17829704395,A_8,34,17
knn,odd,78524B34,186437.6321832343,447837.1364522957,186438.19032394,447854.12383979914,A_8,17,17
knn,odd,2D331955,186436.81135004296,447812.1536771912,186429.0320038427,447829.1675509546,A_9,19,15
knn,odd,4C2A341E,186436.81135004296,447812.1536771912,186438.30751413753,447853.71538536565,A_9,42,15
knn,odd,78524B34,186436.81135004296,447812.1536771912,186387.59609497088,447822.1744388478,A_9,50,15
knn,odd,2D1E4C2A,186415.11192393544,447912.9056193213,186399.62973875558,447946.4140778411,B_1,37,11
knn,odd,2D2D5555,186415.11192393544,447912.9056193213,186383.74294536648,447972.2975950518,B_1,67,11
knn,odd,521E521E,186415.11192393544,447912.9056193213,186399.5148529567,447946.874168255,B_1,37,11
knn,odd,2D1E4C2A,186407.7244481264,447688.060616895,186349.71818315977,447698.3095904207,B_10,59,11
knn,odd,2D2D5555,186407.7244481264,447688.060616895,186384.51150396123,447488.7364730837,B_10,201,11
knn,odd,521E521E,186407.7244481264,447688.060616895,186407.7694518502,447688.0732401979,B_10,0,11
knn,odd,2D1E4C2A,186406.90363120797,447663.07783785043,186372.47255945372,447630.9034030851,B_11,47,8
knn,odd,2D2D5555,186406.90363120797,447663.07783785043,186386.4491796056,447546.9075834742,B_11,118,8
knn,odd,521E521E,186406.90363120797,447663.07783785043,186403.61907819688,447563.03540280677,B_11,100,8
knn,odd,2D1E4C2A,186404.44119692655,447588.1294994996,186321.98555318417,447615.8484393029,B_14,87,8
knn,odd,2D2D5555,186404.44119692655,447588.1294994996,186367.90891737014,447489.33370259864,B_14,105,8
knn,odd,521E521E,186404.44119692655,447588.1294994996,186361.1631350347,447539.5221754522,B_14,65,8
knn,odd,2D1E4C2A,186403.62039098973,447563.1467196483,186379.29592868435,447580.57692286524,B_15,30,9
knn,odd,2D2D5555,186403.62039098973,447563.1467196483,186393.94893041134,447521.8126066046,B_15,42,9
knn,odd,521E521E,186403.62039098973,447563.1467196483,186402.57742666797,447529.80556457874,B_15,33,9
knn,odd,2D1E4C2A,186402.79958779935,447538.16393959115,186386.7879395415,447555.33583956823,B_16,23,9
knn,odd,2D2D5555,186402.79958779935,447538.16393959115,186384.82139401557,447497.1025649321,B_16,45,9
knn,odd,521E521E,186402.79958779935,447538.16393959115,186393.99996197986,447521.76484766253,B_16,19,9
knn,odd,2D1E4C2A,186401.9787873533,447513.18115933624,186377.27321107115,447522.34396369365,B_17,26,7
knn,odd,2D2D5555,186401.9787873533,447513.18115933624,186358.43981985017,447456.24025056325,B_17,72,7
knn,odd,521E521E,186401.9787873533,447513.18115933624,186385.32037578587,447513.72282207117,B_17,17,7
knn,odd,2D1E4C2A,186401.15798965318,447488.1983788796,186335.3428544802,447515.3822235393,B_18,71,9
knn,odd,2D2D5555,186401.15798965318,447488.1983788796,186341.50323712124,447448.4495211585,B_18,72,9
knn,odd,521E521E,186401.15798965318,447488.1983788796,186341.81582856906,447456.7697891866,B_18,67,9
knn,odd,2D1E4C2A,186392.59168779445,447988.6748012394,186375.40429371063,447972.5380736728,B_19,24,11
knn,odd,2D2D5555,186392.59168779445,447988.6748012394,186374.83467174432,447955.9002513639,B_19,37,11
knn,odd,521E521E,186392.59168779445,447988.6748012394,186391.0709607426,447947.29270548513,B_19,41,11
knn,odd,2D1E4C2A,186414.291082308,447887.92284207226,186338.52393975898,447865.4646402766,B_2,79,12
knn,odd,2D2D5555,186414.291082308,447887.92284207226,186391.20218486918,447947.0726799572,B_2,63,12
knn,odd,521E521E,186414.291082308,447887.92284207226,186399.89225110697,447954.87215784856,B_2,68,12
knn,odd,2D1E4C2A,186391.77083773172,447963.6920218405,186391.18269320473,447947.10019318375,B_20,17,12
knn,odd,2D2D5555,186391.77083773172,447963.6920218405,186391.38843876586,447955.56331658346,B_20,8,12
knn,odd,521E521E,186391.77083773172,447963.6920218405,186391.48720774427,447955.48505800636,B_20,8,12
knn,odd,2D1E4C2A,186390.94999041478,447938.7092422332,186415.44769897987,447921.27661656024,B_21,30,12
knn,odd,2D2D5555,186390.94999041478,447938.7092422332,186358.21538111215,447956.40917454776,B_21,37,12
knn,odd,521E521E,186390.94999041478,447938.7092422332,186390.9769484667,447938.61341979064,B_21,0,12
knn,odd,2D1E4C2A,186390.1291458436,447913.7264624414,186356.86498943457,447914.77772500436,B_22,33,13
knn,odd,2D2D5555,186390.1291458436,447913.7264624414,186414.62054422963,447904.758443431,B_22,26,13
knn,odd,521E521E,186390.1291458436,447913.7264624414,186406.7231529525,447913.2787845655,B_22,17,13
knn,odd,2D1E4C2A,186389.308304017,447888.7436824548,186463.43244202845,447861.19639808475,B_23,79,14
knn,odd,2D2D5555,186389.308304017,447888.7436824548,186414.58751389294,447904.76535710914,B_23,30,14
knn,odd,521E521E,186389.308304017,447888.7436824548,186374.23283756687,447930.8739368292,B_23,45,14
knn,odd,2D1E4C2A,186388.4874649356,447863.76090225636,186429.88483329455,447845.598179153,B_24,45,14
knn,odd,2D2D5555,186388.4874649356,447863.76090225636,186414.71535646028,447904.6326342244,B_24,49,14
knn,odd,521E521E,186388.4874649356,447863.76090225636,186438.7038993925,447870.4358680501,B_24,51,14
knn,odd,2D1E4C2A,186413.47024342607,447862.9400646252,186386.00323768274,447788.84979676764,B_3,79,11
knn,odd,2D2D5555,186413.47024342607,447862.9400646252,186402.38585974803,447780.1214301827,B_3,84,11
knn,odd,521E521E,186413.47024342607,447862.9400646252,186375.08641900466,447964.15890384046,B_3,108,11
knn,odd,2D1E4C2A,186412.64940729,447837.9572869847,186370.1845288437,447814.3352609905,B_4,49,14
knn,odd,2D2D5555,186412.64940729,447837.9572869847,186407.74344263555,447688.12690953095,B_4,150,14
knn,odd,521E521E,186412.64940729,447837.9572869847,186407.8255117973,447688.09473343706,B_4,150,14
knn,odd,2D1E4C2A,186411.8285738986,447812.97450913256,186378.54565375618,447814.02800104336,B_5,33,13
knn,odd,2D2D5555,186411.8285738986,447812.97450913256,186400.2546004234,447713.33733194,B_5,100,13
knn,odd,521E521E,186411.8285738986,447812.97450913256,186395.43418468244,447821.8951448242,B_5,19,13
knn,odd,2D1E4C2A,186411.0077432533,447787.9917310898,186394.841993642,447805.18089022685,B_6,24,13
knn,odd,2D2D5555,186411.0077432533,447787.9917310898,186408.75001588982,447721.47363352356,B_6,67,13
knn,odd,521E521E,186411.0077432533,447787.9917310898,186408.81504211223,447721.3676039665,B_6,67,13
knn,odd,2D1E4C2A,186410.18691535312,447763.0089528427,186410.42493333528,447771.4008128549,B_7,8,13
knn,odd,2D2D5555,186410.18691535312,447763.0089528427,186401.58042101806,447754.8960934001,B_7,12,13
knn,odd,521E521E,186410.18691535312,447763.0089528427,186417.9436042235,447746.04150005785,B_7,19,13
knn,odd,2D1E4C2A,186409.36609019895,447738.02617439354,186386.84421247797,447813.74714760255,B_8,79,11
knn,odd,2D2D5555,186409.36609019895,447738.02617439354,186394.9888041131,447555.3323608336,B_8,183,11
knn,odd,521E521E,186409.36609019895,447738.02617439354,186416.3159343955,447696.1649990658,B_8,42,11
knn,odd,2D1E4C2A,186408.54526779018,447713.04339573934,186426.03017232323,447737.45832936076,B_9,30,9
knn,odd,2D2D5555,186408.54526779018,447713.04339573934,186407.10351309372,447671.3911916631,B_9,42,9
knn,odd,521E521E,186408.54526779018,447713.04339573934,186407.0783211874,447671.3803346006,B_9,42,9
knn,odd,4B2A5555,186387.66662859984,447838.77812186163,186401.59801870576,447754.8239325418,C_1,85,13
knn,odd,55346178,186387.66662859984,447838.77812186163,186394.56703236318,447796.8990485879,C_1,42,13
knn,odd,782D5207,186387.66662859984,447838.77812186163,186395.17575779464,447813.52646637836,C_1,26,13
knn,odd,4B2A5555,186377.81680670183,447538.9847415364,186410.56821706268,447521.2173193509,C_13,37,9
knn,odd,55346178,186377.81680670183,447538.9847415364,186387.64160579618,447580.2111430912,C_13,42,9
knn,odd,782D5207,186377.81680670183,447538.9847415364,186402.24510211218,447521.5389171258,C_13,30,9
knn,odd,4B2A5555,186376.99600605428,447514.00195852807,186375.68552118551,447472.4520402107,C_14,42,7
knn,odd,55346178,186376.99600605428,447514.00195852807,186386.73460897064,447555.3393561734,C_14,42,7
knn,odd,782D5207,186376.99600605428,447514.00195852807,186385.308556833,447513.7197524798,C_14,8,7
knn,odd,4B2A5555,186376.1752081521,447489.0191753251,186375.94481228467,447480.7262132378,C_15,8,8
knn,odd,55346178,186376.1752081521,447489.0191753251,186379.1814395856,447580.6328283122,C_15,92,8
knn,odd,782D5207,186376.1752081521,447489.0191753251,186401.94726013913,447513.1821951888,C_15,35,8
knn,odd,4B2A5555,186375.3544129948,447464.03639192047,186341.4823869529,447448.45696183364,C_16,37,7
knn,odd,55346178,186375.3544129948,447464.03639192047,186401.99152446445,447513.18074090243,C_16,56,7
knn,odd,782D5207,186375.3544129948,447464.03639192047,186358.9549909067,447472.8944824531,C_16,19,7
knn,odd,4B2A5555,186367.6089075527,447989.4956527854,186383.79803708734,447972.3676116167,C_17,24,16
knn,odd,55346178,186367.6089075527,447989.4956527854,186305.498444486,447883.17490337626,C_17,123,16
knn,odd,782D5207,186367.6089075527,447989.4956527854,186383.69010883797,447972.2766150619,C_17,24,16
knn,odd,4B2A5555,186366.78805729182,447964.51287064346,186399.7108910601,447955.3915177096,C_18,34,10
knn,odd,55346178,186366.78805729182,447964.51287064346,186383.48000320198,447964.0564768759,C_18,17,10
knn,odd,782D5207,186366.78805729182,447964.51287064346,186399.72386738105,447955.35701511113,C_18,34,10
knn,odd,4B2A5555,186365.96720977605,447939.5300883058,186383.7259208953,447972.33800186316,C_19,37,12
knn,odd,55346178,186365.96720977605,447939.5300883058,186363.77989681571,447872.95797645114,C_19,67,12
knn,odd,782D5207,186365.96720977605,447939.5300883058,186383.68566463277,447972.3146681334,C_19,37,12
knn,odd,4B2A5555,186386.84579500955,447813.79534126876,186401.62637300167,447754.85677652573,C_2,61,13
knn,odd,55346178,186386.84579500955,447813.79534126876,186402.87892826024,447796.5898300577,C_2,24,13
knn,odd,782D5207,186386.84579500955,447813.79534126876,186395.15802233346,447813.4921764185,C_2,8,13
knn,odd,4B2A5555,186365.14636500546,447914.547305762,186365.69399719322,447931.2146837597,C_20,17,14
knn,odd,55346178,186365.14636500546,447914.547305762,186365.13106102502,447914.08132710063,C_20,0,14
knn,odd,782D5207,186365.14636500546,447914.547305762,186381.14360926952,447897.53350852494,C_20,23,14
knn,odd,4B2A5555,186364.32552297987,447889.56452302285,186365.96837429266,447939.5655028934,C_21,50,13
knn,odd,55346178,186364.32552297987,447889.56452302285,186365.4098140197,447922.56532959687,C_21,33,13
knn,odd,782D5207,186364.32552297987,447889.56452302285,186374.5564489169,447947.5710768261,C_21,59,13
knn,odd,4B2A5555,186363.50468369978,447864.5817400806,186381.92846184463,447922.5940278319,C_22,61,12
knn,odd,55346178,186363.50468369978,447864.5817400806,186380.4193099235,447872.23129393655,C_22,19,12
knn,odd,782D5207,186363.50468369978,447864.5817400806,186381.23729203164,447897.3075301694,C_22,37,12
knn,odd,4B2A5555,186362.6838471643,447839.59895694215,186387.75877709998,447838.8250102429,C_23,25,13
knn,odd,55346178,186362.6838471643,447839.59895694215,186369.96590385656,447806.04053105926,C_23,34,13
knn,odd,782D5207,186362.6838471643,447839.59895694215,186387.46686050747,447830.52955308836,C_23,26,13
knn,odd,4B2A5555,186386.02496416416,447788.81256047747,186403.24299737113,447804.89560831233,C_3,24,14
knn,odd,55346178,186386.02496416416,447788.81256047747,186403.130546578,447804.984904399,C_3,24,14
knn,odd,782D5207,186386.02496416416,447788.81256047747,186417.71334415913,447737.65796736744,C_3,60,14
knn,odd,4B2A5555,186385.20413606465,447763.82977948117,186417.13162104215,447721.0618861497,C_4,53,12
knn,odd,55346178,186385.20413606465,447763.82977948117,186377.9505507516,447797.36163201113,C_4,34,12
knn,odd,782D5207,186385.20413606465,447763.82977948117,186399.72514068027,447696.6483900036,C_4,69,12
knn,odd,4B2A5555,186384.38331070956,447738.84699829447,186399.1412113231,447680.1082968527,C_5,61,13
knn,odd,55346178,186384.38331070956,447738.84699829447,186377.95108045434,447797.38008936367,C_5,59,13
knn,odd,782D5207,186384.38331070956,447738.84699829447,186399.99827723668,447705.1017874207,C_5,37,13
knn,odd,4B2A5555,186383.56248810005,447713.86421690555,186407.79589756383,447688.0645375337,C_6,35,13
knn,odd,55346178,186383.56248810005,447713.86421690555,186334.38000339665,447740.5740181166,C_6,56,13
knn,odd,782D5207,186383.56248810005,447713.86421690555,186399.59763586917,447696.6909729728,C_6,23,13
knn,odd,4B2A5555,186382.7416682357,447688.8814353113,186386.7282869745,447555.30051591434,C_7,134,13
knn,odd,55346178,186382.7416682357,447688.8814353113,186290.87630742247,447683.5727708392,C_7,92,13
knn,odd,782D5207,186382.7416682357,447688.8814353113,186407.75155479455,447688.1063470505,C_7,25,13
knn,odd,4B2A5555,186381.92085111726,447663.89865351433,186394.757251762,447546.66538306087,C_8,118,9
knn,odd,55346178,186381.92085111726,447663.89865351433,186422.7415069425,447637.53638264135,C_8,49,9
knn,odd,782D5207,186381.92085111726,447663.89865351433,186394.78776396968,447547.13320515177,C_8,117,9
knn,odd,07610752,186361.04218232975,447789.6333900729,186335.5130325476,447773.8249593146,D_1,30,14
knn,odd,34191966,186361.04218232975,447789.6333900729,186416.36264704532,447696.10273358994,D_1,109,14
knn,odd,78335578,186361.04218232975,447789.6333900729,186336.04688975995,447790.39786301623,D_1,25,14
knn,odd,07610752,186352.01322200985,447514.82275793125,186387.5002603354,447580.3655220032,D_12,75,9
knn,odd,34191966,186352.01322200985,447514.82275793125,186385.7135375415,447522.02682873135,D_12,34,9
knn,odd,78335578,186352.01322200985,447514.82275793125,186327.29857974808,447523.97434992925,D_12,26,9
knn,odd,07610752,186351.19242390522,447489.8399719803,186385.04639819945,447505.3873444868,D_13,37,9
knn,odd,34191966,186351.19242390522,447489.8399719803,186375.91879788204,447480.704605469,D_13,26,9
knn,odd,78335578,186351.19242390522,447489.8399719803,186377.56043320143,447530.702329627,D_13,49,9
knn,odd,07610752,186350.37162854627,447464.85718583665,186333.45056958942,447457.07170661684,D_14,19,7
knn,odd,34191966,186350.37162854627,447464.85718583665,186350.30105179845,447464.7769791125,D_14,0,7
knn,odd,78335578,186350.37162854627,447464.85718583665,186392.83699151775,447488.5049746722,D_14,49,7
knn,odd,07610752,186349.5508359318,447439.8743994716,186350.29276324398,447464.83238435385,D_15,25,8
knn,odd,34191966,186349.5508359318,447439.8743994716,186375.9089671167,447480.7012046195,D_15,49,8
knn,odd,78335578,186349.5508359318,447439.8743994716,186342.04621888444,447465.1221947218,D_15,26,8
knn,odd,07610752,186343.44697776978,448015.2992892355,186326.2180798961,447999.1612751321,D_16,24,14
knn,odd,34191966,186343.44697776978,448015.2992892355,186326.2290368413,447999.16410676937,D_16,24,14
knn,odd,78335578,186343.44697776978,448015.2992892355,186325.68769495148,447982.56887764926,D_16,37,14
knn,odd,07610752,186342.62612456517,447990.3165045468,186317.64461110413,447991.1760504616,D_17,25,15
knn,odd,34191966,186342.62612456517,447990.3165045468,186325.16570346212,447965.9178768038,D_17,30,15
knn,odd,78335578,186342.62612456517,447990.3165045468,186334.2484384206,447990.5664801431,D_17,8,15
knn,odd,07610752,186341.80527410615,447965.3337196534,186359.0449075519,447981.42815084534,D_18,24,12
knn,odd,34191966,186341.80527410615,447965.3337196534,186350.38974423046,447973.41254969797,D_18,12,12
knn,odd,78335578,186341.80527410615,447965.3337196534,186357.3787116201,447931.4805172368,D_18,37,12
knn,odd,07610752,186340.98442639218,447940.3509345636,186365.2812071708,447922.83695923,D_19,30,14
knn,odd,34191966,186340.98442639218,447940.3509345636,186332.65926838396,447940.6096882677,D_19,8,14
knn,odd,78335578,186340.98442639218,447940.3509345636,186365.27072489387,447922.8277793992,D_19,30,14
knn,odd,07610752,186360.22135402987,447764.65060632967,186351.5677174696,447756.6161463143,D_2,12,13
knn,odd,34191966,186360.22135402987,447764.65060632967,186400.21526470524,447713.2939992263,D_2,65,13
knn,odd,78335578,186360.22135402987,447764.65060632967,186357.21222256176,447673.031558134,D_2,92,13
knn,odd,07610752,186340.1635814228,447915.36814928084,186373.36157777294,447914.3861874761,D_20,33,13
knn,odd,34191966,186340.1635814228,447915.36814928084,186374.52246381706,447947.55572007556,D_20,47,13
knn,odd,78335578,186340.1635814228,447915.36814928084,186373.8945482578,447930.91641434364,D_20,37,13
knn,odd,07610752,186339.34273919833,447890.385363798,186354.97023964924,447873.06312560604,D_21,23,14
knn,odd,34191966,186339.34273919833,447890.385363798,186391.06876091406,447938.49347401,D_21,71,14
knn,odd,78335578,186339.34273919833,447890.385363798,186407.08562558974,447921.37320901005,D_21,74,14
knn,odd,07610752,186338.52189971888,447865.4025781132,186321.32294645696,447849.30373001745,D_22,24,15
knn,odd,34191966,186338.52189971888,447865.4025781132,186407.1198240217,447921.3396082729,D_22,89,15
knn,odd,78335578,186338.52189971888,447865.4025781132,186329.95691442993,447857.27052640985,D_22,12,15
knn,odd,07610752,186337.701062984,447840.4197922279,186363.8963312837,447881.13526751404,D_23,48,15
knn,odd,34191966,186337.701062984,447840.4197922279,186407.0778301609,447921.3561515603,D_23,107,15
knn,odd,78335578,186337.701062984,447840.4197922279,186321.5939253019,447857.5776132045,D_23,24,15
knn,odd,07610752,186336.88022899462,447815.4370061459,186306.97412503927,447666.41070553265,D_24,152,13
knn,odd,34191966,186336.88022899462,447815.4370061459,186396.25587965158,447846.8555504341,D_24,67,13
knn,odd,78335578,186336.88022899462,447815.4370061459,186298.93633817573,447674.9892350948,D_24,145,13
knn,odd,07610752,186359.40052847477,447739.6678223897,186250.05839092133,447709.92868182936,D_3,113,14
knn,odd,34191966,186359.40052847477,447739.6678223897,186407.68252995776,447688.0730862842,D_3,71,14
