tag,cp,error,x_cal,y_cal,x_est,y_est,node_count,round,dets,habitat
6119331E,F_18,16.251102423969918,186291.8396995001,447966.97541825817,186292.37337017027,447983.2177557011,19,one,NA,1
072D1E2A,F_18,138.88385858645094,186291.8396995001,447966.97541825817,186416.505405951,447905.7611404224,9,one,NA,1
6119331E,F_19,41.53927035561484,186291.01885138897,447941.9926276905,186292.3829538843,447983.50949421554,21,one,NA,2
072D1E2A,F_19,34.278926721691974,186291.01885138897,447941.9926276905,186300.4822880936,447974.9393753741,18,one,NA,2
2D2A784C,F_19,48.43595774777095,186291.01885138897,447941.9926276905,186323.5306587891,447977.8956133953,29,one,NA,2
072D1E2A,F_2,111.42700245190278,186310.25578172557,447766.29226062074,186416.371147358,447800.2849959052,25,one,NA,1
2D2A784C,F_2,63.09972011580267,186310.25578172557,447766.29226062074,186287.17555272448,447825.0194068817,28,one,NA,1
6119331E,F_2,53.35883359563499,186310.25578172557,447766.29226062074,186294.69446983913,447817.3315660143,24,one,NA,1
521E1933,F_2,88.27638272581274,186310.25578172557,447766.29226062074,186392.11060225323,447799.34537096665,35,two,565,1
552A2D4B,F_2,69.26507988155325,186310.25578172557,447766.29226062074,186337.2929600776,447702.5220302796,17,two,93,1
78612A1E,F_2,54.81466833557827,186310.25578172557,447766.29226062074,186360.28704558933,447788.6869140214,37,two,633,1
2D2A784C,F_20,16.995749905079553,186290.19800602205,447917.0098369029,186289.5693796266,447900.0257165638,28,one,NA,1_2
072D1E2A,F_20,27.759287212129745,186290.19800602205,447917.0098369029,186305.3327682168,447940.2803547277,18,one,NA,1_2
6119331E,F_20,25.287144097027717,186290.19800602205,447917.0098369029,186298.22985925616,447940.9875138172,21,one,NA,1_2
072D1E2A,F_21,25.532379083732383,186289.3771633999,447892.02704594465,186299.08291381743,447915.64273544354,19,one,NA,1
2D2A784C,F_21,36.747336479480715,186289.3771633999,447892.02704594465,186306.76645610892,447924.3995533764,25,one,NA,1
6119331E,F_21,58.943897504073234,186289.3771633999,447892.02704594465,186332.56792083595,447932.1386592888,22,one,NA,1
2D2A784C,F_22,23.24778179931826,186288.55632352177,447867.0442547628,186305.69230648948,447882.7546795286,30,one,NA,2
072D1E2A,F_22,19.075964560561086,186288.55632352177,447867.0442547628,186305.715551148,447875.37812128366,20,one,NA,2
6119331E,F_22,71.75902323560327,186288.55632352177,447867.0442547628,186348.35334832277,447906.7138053108,21,one,NA,2
6119331E,F_23,45.63479205547425,186287.73548638893,447842.0614633876,186302.9293413597,447799.03030006296,26,one,NA,1_2
2D2A784C,F_23,18.315440002109455,186287.73548638893,447842.0614633876,186295.43756092276,447825.4442015691,28,one,NA,1_2
072D1E2A,F_23,99.18257635799812,186287.73548638893,447842.0614633876,186386.8200594047,447846.46950641053,23,one,NA,1_2
2D2A784C,F_24,13.181162312938543,186286.91465200036,447817.07867181674,186294.83200704772,447827.6171028657,29,one,NA,2
072D1E2A,F_24,55.04033946816369,186286.91465200036,447817.07867181674,186310.2871614014,447767.24730846926,22,one,NA,2
6119331E,F_24,18.74813090100388,186286.91465200036,447817.07867181674,186303.258932404,447807.89407000894,27,one,NA,2
2D2A784C,F_3,39.006316637940394,186309.4349557705,447741.3094711955,186346.7820741234,447752.5649360191,28,one,NA,2
6119331E,F_3,7.850018490683261,186309.4349557705,447741.3094711955,186309.69273873972,447749.1552559392,18,one,NA,2
072D1E2A,F_3,10.58588335170953,186309.4349557705,447741.3094711955,186301.6812485092,447748.5164782055,19,one,NA,2
521E1933,F_3,101.70143279567893,186309.4349557705,447741.3094711955,186390.56954272924,447802.6312473581,32,two,453,2
552A2D4B,F_3,275.30036376699076,186309.4349557705,447741.3094711955,186357.6060312415,447470.2562701847,2,two,2,2
78612A1E,F_3,75.2406377640895,186309.4349557705,447741.3094711955,186362.3313789973,447794.8176199297,39,two,624,2
2D2A784C,F_4,32.17208697636174,186308.61413255983,447716.3266815737,186309.67059478984,447748.4814178962,27,one,NA,2
072D1E2A,F_4,59.07667220467335,186308.61413255983,447716.3266815737,186351.78367430664,447756.65587526944,19,one,NA,2
6119331E,F_4,58.003091731922375,186308.61413255983,447716.3266815737,186310.5188371502,447774.298491541,23,one,NA,2
521E1933,F_4,161.7112463452969,186308.61413255983,447716.3266815737,186421.5876508726,447832.031095295,34,two,519,2
552A2D4B,F_4,120.20014711697684,186308.61413255983,447716.3266815737,186393.26379490385,447801.6643053512,32,two,283,2
78612A1E,F_4,93.30055278283614,186308.61413255983,447716.3266815737,186357.85326174076,447795.5762954976,35,two,608,2
2D2A784C,F_5,22.354363459251942,186307.79331209432,447691.3438917445,186293.2604112478,447708.3295432967,25,one,NA,2
072D1E2A,F_5,38.05132975009256,186307.79331209432,447691.3438917445,186290.33000669169,447657.536545499,16,one,NA,2
6119331E,F_5,78.49258488649973,186307.79331209432,447691.3438917445,186347.1611970501,447623.4376658424,14,one,NA,2
521E1933,F_5,144.18382355714928,186307.79331209432,447691.3438917445,186391.91807581505,447808.4421372672,32,two,520,2
552A2D4B,F_5,135.60709937978393,186307.79331209432,447691.3438917445,186388.36121511695,447800.422296595,37,two,690,2
78612A1E,F_5,92.52910926036444,186307.79331209432,447691.3438917445,186358.96532012336,447768.43514711625,37,two,650,2
2D2A784C,F_6,26.81037358060294,186306.9724943736,447666.3611017207,186281.74757481337,447675.4440288211,21,one,NA,2
072D1E2A,F_6,41.73073434313428,186306.9724943736,447666.3611017207,186331.29157286137,447632.4489120196,17,one,NA,2
6119331E,F_6,161.38714087336078,186306.9724943736,447666.3611017207,186361.52032928105,447514.47185606393,17,one,NA,2
521E1933,F_6,125.33415422290976,186306.9724943736,447666.3611017207,186364.180037904,447777.8776797618,29,two,507,2
552A2D4B,F_6,115.0668260587984,186306.9724943736,447666.3611017207,186359.1795924455,447768.9027682283,36,two,606,2
78612A1E,F_6,163.7545303815766,186306.9724943736,447666.3611017207,186390.431675148,447807.2515249757,31,two,579,2
2D2A784C,F_7,69.46142496085125,186306.15167939712,447641.3783114908,186288.17377911013,447574.283716635,21,one,NA,2
072D1E2A,F_7,54.069004529287426,186306.15167939712,447641.3783114908,186337.8423861574,447597.5701346762,13,one,NA,2
6119331E,F_7,30.52596557704713,186306.15167939712,447641.3783114908,186331.4005014114,447658.5344054898,15,one,NA,2
521E1933,F_7,52.52998788439984,186306.15167939712,447641.3783114908,186324.21221731324,447592.0506661252,27,two,531,2
552A2D4B,F_7,184.34206763395937,186306.15167939712,447641.3783114908,186395.62250555455,447802.55203505105,31,two,289,2
78612A1E,F_7,146.93278293308518,186306.15167939712,447641.3783114908,186326.46832808095,447495.8569162023,30,two,566,2
072D1E2A,F_8,41.8633446524645,186305.3308671654,447616.3955210575,186340.04572542783,447639.79249182955,14,one,NA,2
2D2A784C,F_8,81.92147348384448,186305.3308671654,447616.3955210575,186332.2173669265,447539.011776328,17,one,NA,2
6119331E,F_8,100.7256235748453,186305.3308671654,447616.3955210575,186325.16006705048,447517.6410068495,11,one,NA,2
521E1933,F_8,83.7364305300548,186305.3308671654,447616.3955210575,186327.64247920565,447535.686278922,28,two,508,2
552A2D4B,F_8,82.45641120412539,186305.3308671654,447616.3955210575,186327.9830038841,447695.6794440857,29,two,241,2
78612A1E,F_8,132.09098952195146,186305.3308671654,447616.3955210575,186325.96209954665,447485.925671041,30,two,539,2
072D1E2A,F_9,37.311795988926654,186304.5100576788,447591.41273042926,186287.4416279434,447558.23383915354,12,one,NA,2
2D2A784C,F_9,52.71991548442061,186304.5100576788,447591.41273042926,186333.3149134779,447547.25766536215,19,one,NA,2
6119331E,F_9,94.36829199689652,186304.5100576788,447591.41273042926,186387.88873238437,447547.21577195066,11,one,NA,2
521E1933,F_9,105.67852076906782,186304.5100576788,447591.41273042926,186335.93902030843,447490.5159016389,27,two,505,2
552A2D4B,F_9,59.905070952515146,186304.5100576788,447591.41273042926,186302.57674735528,447531.53886436886,27,two,450,2
78612A1E,F_9,95.46075253751584,186304.5100576788,447591.41273042926,186311.4478924001,447496.2044234156,30,two,547,2
2A786119,G_1,53.32213639677876,186286.09382035545,447792.0958800439,186329.5053054473,447823.0586511091,26,one,NA,3
78073433,G_1,85.88505560654329,186286.09382035545,447792.0958800439,186362.46250664155,447831.39049203426,23,one,NA,3
4C524C66,G_1,52.75297766014432,186286.09382035545,447792.0958800439,186336.85054526423,447806.47056364187,24,one,NA,3
072A5219,G_1,62.97947339057247,186286.09382035545,447792.0958800439,186346.57473539776,447809.6592790371,44,two,716,3
07614B78,G_1,63.695342956893185,186286.09382035545,447792.0958800439,186347.2860988186,447809.7764278544,44,two,826,3
52344B66,G_1,17.082419161737246,186286.09382035545,447792.0958800439,186276.7862043834,447806.4198923776,28,two,447,3
2A786119,G_10,37.585108670898165,186278.70645906057,447567.25074508536,186263.54733467952,447601.64320562256,23,one,NA,2
4C524C66,G_10,27.81237322626008,186278.70645906057,447567.25074508536,186286.5074020887,447540.5548017166,16,one,NA,2
78073433,G_10,8.35031365514133,186278.70645906057,447567.25074508536,186287.05452151055,447567.0568598861,11,one,NA,2
072A5219,G_10,25.228311418265054,186278.70645906057,447567.25074508536,186274.65868560396,447592.15221546486,31,two,525,2
07614B78,G_10,92.36769201327952,186278.70645906057,447567.25074508536,186194.19012853425,447604.51708918053,32,two,589,2
52344B66,G_10,124.702747753176,186278.70645906057,447567.25074508536,186364.41490585852,447476.67018732225,7,two,32,2
2A786119,G_11,55.61981122988146,186277.8856548618,447542.26795130834,186255.16197343997,447593.0340591352,21,one,NA,2
4C524C66,G_11,18.72931997497258,186277.8856548618,447542.26795130834,186295.0568104936,447534.78872400906,15,one,NA,2
78073433,G_11,23.251378167122404,186277.8856548618,447542.26795130834,186278.64916826723,447565.50679021975,15,one,NA,2
072A5219,G_11,28.991628604547895,186277.8856548618,447542.26795130834,186293.89236788085,447566.4402426244,32,two,463,2
07614B78,G_11,60.6962181881527,186277.8856548618,447542.26795130834,186269.95884101428,447602.4443297684,32,two,451,2
52344B66,G_11,86.3239962593813,186277.8856548618,447542.26795130834,186325.30203179404,447470.1325263854,8,two,49,2
2A786119,G_12,19.091870174180553,186277.06485340695,447517.2851573273,186268.27419472823,447534.2328364233,21,one,NA,2
4C524C66,G_12,8.847237268264525,186277.06485340695,447517.2851573273,186277.09372589353,447508.4379671711,17,one,NA,2
78073433,G_12,109.3026096974396,186277.06485340695,447517.2851573273,186264.60234306,447625.87496496376,14,one,NA,2
072A5219,G_12,37.80392934729438,186277.06485340695,447517.2851573273,186293.53706482676,447551.3116664788,30,two,454,2
07614B78,G_12,74.24495302436883,186277.06485340695,447517.2851573273,186223.8413464888,447569.04973364086,33,two,472,2
52344B66,G_12,77.69807010220002,186277.06485340695,447517.2851573273,186330.15931501385,447460.5580188107,14,two,204,2
2A786119,G_13,52.40601880615526,186276.2440546966,447492.3023631428,186261.605100284,447542.6222580236,18,one,NA,5
4C524C66,G_13,15.568079814456697,186276.2440546966,447492.3023631428,186291.81210315393,447492.33360957785,18,one,NA,5
78073433,G_13,76.70130723574339,186276.2440546966,447492.3023631428,186262.17622025387,447567.7025393081,13,one,NA,5
072A5219,G_13,74.78588924275606,186276.2440546966,447492.3023631428,186283.9361859182,447566.6916120105,27,two,338,5
07614B78,G_13,71.34163624168595,186276.2440546966,447492.3023631428,186293.61918657005,447561.4958155355,30,two,541,5
52344B66,G_13,85.09035860037639,186276.2440546966,447492.3023631428,186359.36910558588,447474.12009041914,7,two,63,5
2A786119,G_16,37.09468876045496,186269.31946947673,448042.744646642,186284.73489314035,448009.0047496726,32,one,NA,2
4C524C66,G_16,25.94619487517254,186269.31946947673,448042.744646642,186284.67433615695,448021.8297453099,21,one,NA,2
78073433,G_16,41.998896797402466,186269.31946947673,448042.744646642,186293.19392481263,448008.19153224386,23,one,NA,2
072A5219,G_16,53.08881345359952,186269.31946947673,448042.744646642,186228.4662959202,448008.84124969906,32,two,360,2
07614B78,G_16,54.005945481180355,186269.31946947673,448042.744646642,186237.94580904665,447998.7863075181,33,two,436,2
52344B66,G_16,54.33018665196354,186269.31946947673,448042.744646642,186217.96182896892,448025.0200325952,18,two,179,2
2A786119,G_17,41.93454503266216,186268.49861293368,448017.7618539096,186267.12152436317,447975.8499260828,30,one,NA,1
4C524C66,G_17,9.6247334156692,186268.49861293368,448017.7618539096,186268.52891561575,448027.3865396224,26,one,NA,1
78073433,G_17,25.99607208150052,186268.49861293368,448017.7618539096,186243.41902500117,448024.6036397001,23,one,NA,1
072A5219,G_17,39.17844224584719,186268.49861293368,448017.7618539096,186229.47462948543,448014.2863607584,36,two,476,1
07614B78,G_17,64.15686009640726,186268.49861293368,448017.7618539096,186204.3903940725,448015.2640605076,37,two,548,1
52344B66,G_17,50.63487253903907,186268.49861293368,448017.7618539096,186219.39677831385,448030.1271340929,20,two,259,1
2A786119,G_18,21.566090008041716,186267.6777591348,447992.7790609881,186266.96955507752,447971.22460239485,31,one,NA,2
4C524C66,G_18,17.7761521917859,186267.6777591348,447992.7790609881,186251.5156351157,448000.1802321074,23,one,NA,2
78073433,G_18,34.24221392043143,186267.6777591348,447992.7790609881,186234.33769446143,447984.9707768137,21,one,NA,2
072A5219,G_18,20.53811367149102,186267.6777591348,447992.7790609881,186248.10156923952,447998.9908966562,36,two,532,2
07614B78,G_18,44.460006050434735,186267.6777591348,447992.7790609881,186223.83189783705,448000.1433386215,39,two,567,2
52344B66,G_18,60.59361065890987,186267.6777591348,447992.7790609881,186219.7040879454,448029.79409206053,23,two,319,2
2A786119,G_19,20.511857326797884,186266.856908081,447967.7962678662,186267.53049747407,447988.2970622002,29,one,NA,2
4C524C66,G_19,6.9747731245043045,186266.856908081,447967.7962678662,186265.7258581751,447974.6787228242,28,one,NA,2
78073433,G_19,23.301845004019093,186266.856908081,447967.7962678662,186251.55352820197,447985.3684773138,24,one,NA,2
072A5219,G_19,45.95094553741445,186266.856908081,447967.7962678662,186233.4354135661,447999.33185253135,36,two,591,2
07614B78,G_19,65.28655322387843,186266.856908081,447967.7962678662,186213.17405534748,448004.95115118247,41,two,633,2
52344B66,G_19,60.02887615711362,186266.856908081,447967.7962678662,186229.28724183867,448014.6149196102,26,two,341,2
4C524C66,G_2,54.70095238783868,186285.27299145583,447767.1130880803,186336.89245707716,447749.0126747948,24,one,NA,2
2A786119,G_2,257.6848930887697,186285.27299145583,447767.1130880803,186402.7870981312,447537.7837640538,8,one,NA,2
78073433,G_2,41.22776007549146,186285.27299145583,447767.1130880803,186309.5577946191,447800.42939844273,22,one,NA,2
072A5219,G_2,23.68971185026196,186285.27299145583,447767.1130880803,186295.72961875825,447788.3701196936,43,two,745,2
07614B78,G_2,21.074567611638567,186285.27299145583,447767.1130880803,186291.69886339596,447787.1841012542,43,two,832,2
52344B66,G_2,15.24198148242717,186285.27299145583,447767.1130880803,186300.48654444152,447766.1826016145,32,two,411,2
2A786119,G_20,16.556793796062912,186266.0360597704,447942.8134745437,186266.5797671893,447959.36133854627,29,one,NA,1
4C524C66,G_20,23.57623292925852,186266.0360597704,447942.8134745437,186265.4267329761,447966.38183214434,27,one,NA,1
78073433,G_20,7.216204257390849,186266.0360597704,447942.8134745437,186264.7196379815,447949.9085881832,24,one,NA,1
072A5219,G_20,54.0004177862042,186266.0360597704,447942.8134745437,186237.9018501115,447988.9058965667,38,two,607,1
07614B78,G_20,60.18239463753613,186266.0360597704,447942.8134745437,186222.20641750455,447984.0552383658,39,two,685,1
52344B66,G_20,73.85282718289923,186266.0360597704,447942.8134745437,186233.56763849428,448009.1462846963,25,two,325,1
2A786119,G_21,50.97789676400158,186265.2152142047,447917.8306810168,186266.8892667031,447968.78108343633,30,one,NA,1
4C524C66,G_21,24.87402661008213,186265.2152142047,447917.8306810168,186272.47811051772,447941.6207532518,25,one,NA,1
78073433,G_21,58.39155052772839,186265.2152142047,447917.8306810168,186267.68797682715,447976.169849832,26,one,NA,1
072A5219,G_21,64.90028790985195,186265.2152142047,447917.8306810168,186232.1456181204,447973.67375745066,41,two,598,1
07614B78,G_21,56.330100152166736,186265.2152142047,447917.8306810168,186227.02005590877,447959.2337010262,41,two,604,1
52344B66,G_21,49.87750621661944,186265.2152142047,447917.8306810168,186236.254695961,447958.43922703166,28,two,331,1
2A786119,G_22,59.54963485380374,186264.39437138377,447892.84788730374,186313.29743465735,447858.86775467184,28,one,NA,2
4C524C66,G_22,36.593882894413575,186264.39437138377,447892.84788730374,186231.4299795187,447876.958861712,24,one,NA,2
78073433,G_22,53.086063966508334,186264.39437138377,447892.84788730374,186315.2109704717,447908.2037801333,20,one,NA,2
072A5219,G_22,73.46939596068175,186264.39437138377,447892.84788730374,186231.7856032692,447958.6842023956,39,two,537,2
07614B78,G_22,76.0681930158298,186264.39437138377,447892.84788730374,186226.9363472633,447959.0541288349,42,two,755,2
52344B66,G_22,89.28493842625244,186264.39437138377,447892.84788730374,186227.0060909994,447973.9275809371,27,two,356,2
2A786119,G_23,16.634300381799807,186263.57353130693,447867.8650933823,186262.903597189,447851.24428902543,30,one,NA,3
4C524C66,G_23,38.00277887231978,186263.57353130693,447867.8650933823,186229.91116072913,447885.50187339174,21,one,NA,3
78073433,G_23,48.23453738150326,186263.57353130693,447867.8650933823,186230.63630957672,447903.1029994084,24,one,NA,3
072A5219,G_23,74.97078710224163,186263.57353130693,447867.8650933823,186220.63459245017,447929.3213090857,42,two,590,3
07614B78,G_23,85.13963609240622,186263.57353130693,447867.8650933823,186199.954832707,447924.4461752242,44,two,672,3
52344B66,G_23,79.27842711416554,186263.57353130693,447867.8650933823,186225.33532122688,447937.31225527945,33,two,422,3
2A786119,G_24,32.97798898418117,186262.7526939741,447842.88229926367,186229.80102336305,447844.1995545093,29,one,NA,2
4C524C66,G_24,27.166826034918788,186262.7526939741,447842.88229926367,186255.73448590707,447816.6376580518,24,one,NA,2
78073433,G_24,44.746165551606,186262.7526939741,447842.88229926367,186221.61304757796,447860.48198181693,20,one,NA,2
072A5219,G_24,47.10563932120286,186262.7526939741,447842.88229926367,186217.9930421246,447857.5627223562,44,two,705,2
07614B78,G_24,76.92890134801655,186262.7526939741,447842.88229926367,186203.4737808809,447793.8510202155,44,two,869,2
52344B66,G_24,32.669970999123365,186262.7526939741,447842.88229926367,186237.8614807836,447864.0425098248,33,two,361,2
2A786119,G_3,18.018887264415127,186284.45216530137,447742.13029590016,186268.65045070671,447733.4708436011,27,one,NA,2
4C524C66,G_3,48.90885351551221,186284.45216530137,447742.13029590016,186325.48147774252,447715.50941175246,22,one,NA,2
78073433,G_3,67.72506566457363,186284.45216530137,447742.13029590016,186349.4818024931,447723.2138795911,18,one,NA,2
072A5219,G_3,46.80329345775051,186284.45216530137,447742.13029590016,186294.572990114,447787.8262167641,41,two,755,2
07614B78,G_3,45.50736813026156,186284.45216530137,447742.13029590016,186292.1288247937,447786.9855013192,41,two,818,2
52344B66,G_3,86.73469270925821,186284.45216530137,447742.13029590016,186356.7514758112,447790.04393298994,32,two,509,2
2A786119,G_4,18.34429777262888,186283.63134189032,447717.14750353195,186267.8291927533,447726.4644420539,27,one,NA,2
4C524C66,G_4,69.87330431336804,186283.63134189032,447717.14750353195,186260.79120089277,447783.1823929078,18,one,NA,2
78073433,G_4,91.19561114637928,186283.63134189032,447717.14750353195,186374.75136574032,447713.4352608221,17,one,NA,2
072A5219,G_4,107.01930033511545,186283.63134189032,447717.14750353195,186356.66630637323,447795.3716980449,41,two,658,2
07614B78,G_4,69.47322798742829,186283.63134189032,447717.14750353195,186290.04659522235,447786.3239007472,42,two,695,2
52344B66,G_4,73.06882418777013,186283.63134189032,447717.14750353195,186334.40615953231,447769.6924458347,32,two,492,2
2A786119,G_5,23.473143390178432,186282.81052122408,447692.164710958,186304.64115283964,447683.53847285087,25,one,NA,3
78073433,G_5,52.70426026854123,186282.81052122408,447692.164710958,186314.7222493983,447650.2197392047,16,one,NA,3
4C524C66,G_5,67.05403105726515,186282.81052122408,447692.164710958,186314.1674847599,447632.89428056614,19,one,NA,3
072A5219,G_5,120.16935517213994,186282.81052122408,447692.164710958,186360.3717163295,447783.9521552862,38,two,623,3
07614B78,G_5,149.01610622733313,186282.81052122408,447692.164710958,186386.64380434115,447799.0499261764,41,two,689,3
52344B66,G_5,130.7321483319221,186282.81052122408,447692.164710958,186333.55091905853,447571.68107457913,26,two,431,3
2A786119,G_6,19.37238671621188,186281.98970330265,447667.1819181903,186265.50183708817,447677.3524459434,21,one,NA,2
4C524C66,G_6,25.391754219505728,186281.98970330265,447667.1819181903,186281.54823925463,447641.794001934,16,one,NA,2
78073433,G_6,18.806647078463737,186281.98970330265,447667.1819181903,186273.99932284633,447684.206717587,17,one,NA,2
072A5219,G_6,140.48373780297948,186281.98970330265,447667.1819181903,186360.1664511377,447783.90413837583,34,two,608,2
07614B78,G_6,126.93415212217415,186281.98970330265,447667.1819181903,186358.70875510245,447768.30790924066,36,two,615,2
52344B66,G_6,214.7747551401329,186281.98970330265,447667.1819181903,186365.47920283215,447469.2988746676,25,two,426,2
2A786119,G_7,24.99650268240191,186281.1688881255,447642.19912520726,186256.18256752615,447642.9125179864,23,one,NA,2
4C524C66,G_7,59.079292654530526,186281.1688881255,447642.19912520726,186330.010158565,447608.9591925597,17,one,NA,2
78073433,G_7,24.638796199397095,186281.1688881255,447642.19912520726,186264.2817284362,447660.1405330612,15,one,NA,2
072A5219,G_7,105.88822619857018,186281.1688881255,447642.19912520726,186319.51883908143,447740.898657674,32,two,536,2
07614B78,G_7,36.83525071975662,186281.1688881255,447642.19912520726,186272.6201679315,447678.0286532342,35,two,626,2
52344B66,G_7,190.35065734015507,186281.1688881255,447642.19912520726,186350.32644413208,447464.8559404015,23,two,341,2
2A786119,G_8,34.57518079751334,186280.34807569312,447617.2163320331,186271.6568381158,447583.751342618,23,one,NA,2
4C524C66,G_8,53.431901617902184,186280.34807569312,447617.2163320331,186296.08349811548,447566.1539722003,15,one,NA,2
78073433,G_8,68.20255580811936,186280.34807569312,447617.2163320331,186278.1084977568,447549.0505568272,15,one,NA,2
072A5219,G_8,70.32021379903324,186280.34807569312,447617.2163320331,186272.3226963379,447687.0770917982,32,two,516,2
07614B78,G_8,32.11908529955126,186280.34807569312,447617.2163320331,186255.9626762075,447638.12058835593,33,two,527,2
52344B66,G_8,169.14697540100522,186280.34807569312,447617.2163320331,186330.16925623536,447455.573054237,20,two,297,2
2A786119,G_9,10.90993821621242,186279.52726600473,447592.2335386554,186271.2033196519,447585.1809739448,23,one,NA,2
4C524C66,G_9,52.347912480549766,186279.52726600473,447592.2335386554,186294.7437042531,447542.1459758468,13,one,NA,2
78073433,G_9,55.4266705382727,186279.52726600473,447592.2335386554,186302.86114935757,447541.9578417966,16,one,NA,2
072A5219,G_9,45.00276909083287,186279.52726600473,447592.2335386554,186298.23680146175,447551.30430083175,30,two,509,2
07614B78,G_9,16.216790717442883,186279.52726600473,447592.2335386554,186285.37914493197,447607.35768538155,34,two,519,2
52344B66,G_9,145.65212732022988,186279.52726600473,447592.2335386554,186330.04444232935,447455.6225687844,19,two,203,2
784C5552,H_1,52.85674805051036,186261.9318593862,447817.8995049536,186277.25436659312,447767.3123861646,23,one,NA,2
34556652,H_1,78.57194014270688,186261.9318593862,447817.8995049536,186311.8536006278,447757.2252144411,22,one,NA,2
78612A1E,H_1,34.169224877816,186261.9318593862,447817.8995049536,186260.80980571415,447783.7487081209,24,one,NA,2
33344C34,H_1,20.656209816239286,186261.9318593862,447817.8995049536,186256.67202241736,447797.92419221427,36,two,663,2
34191E2A,H_1,47.92011737662072,186261.9318593862,447817.8995049536,186246.86273786437,447772.4103938835,42,two,855,2
78612A1E,H_10,26.373592430127324,186254.54447158624,447593.0543470917,186247.1348869505,447618.36569698056,26,one,NA,2
34556652,H_10,38.09672415168214,186254.54447158624,447593.0543470917,186270.2559442312,447558.3482954808,12,one,NA,2
784C5552,H_10,17.321649984370012,186254.54447158624,447593.0543470917,186269.5154892153,447601.76687768457,21,one,NA,2
33344C34,H_10,130.36183511043447,186254.54447158624,447593.0543470917,186320.9271756769,447480.8601197403,27,two,457,2
34191E2A,H_10,4.968932872773369,186254.54447158624,447593.0543470917,186249.57951005152,447593.2529694795,31,two,585,2
78612A1E,H_11,23.189645962493167,186253.7236644407,447568.0715507825,186239.43283092295,447586.33440261986,25,one,NA,1
34556652,H_11,17.12672383932272,186253.7236644407,447568.0715507825,186270.81390499545,447566.95425617066,14,one,NA,1
784C5552,H_11,58.81388878273369,186253.7236644407,447568.0715507825,186197.708724282,447585.99918288394,22,one,NA,1
33344C34,H_11,78.5041215101273,186253.7236644407,447568.0715507825,186301.91769883648,447506.1019441778,25,two,426,1
34191E2A,H_11,46.31357282839311,186253.7236644407,447568.0715507825,186245.07863020693,447613.57111573895,31,two,574,1
784C5552,H_12,25.53374329130372,186252.9028600399,447543.0887542515,186251.03254181505,447517.62360245135,21,one,NA,1
78612A1E,H_12,48.50408041824566,186252.9028600399,447543.0887542515,186210.45055893887,447519.6271271032,24,one,NA,1
34556652,H_12,99.98762611659508,186252.9028600399,447543.0887542515,186326.9696793593,447475.9200736605,12,one,NA,1
33344C34,H_12,78.01648960240662,186252.9028600399,447543.0887542515,186311.10336511777,447491.1342177935,24,two,357,1
34191E2A,H_12,88.07275449150241,186252.9028600399,447543.0887542515,186173.08273964957,447580.3118447276,30,two,567,1
784C5552,H_13,37.41799221757918,186252.08205838304,447518.10595752846,186286.07708973705,447533.7406620295,20,one,NA,1_2
78612A1E,H_13,31.13599279382569,186252.08205838304,447518.10595752846,186236.90624970017,447545.29317654914,21,one,NA,1_2
34556652,H_13,30.1402294673947,186252.08205838304,447518.10595752846,186268.09318781988,447492.5701558668,14,one,NA,1_2
33344C34,H_13,67.05044090418284,186252.08205838304,447518.10595752846,186311.00790385265,447486.1136715654,22,two,349,1_2
34191E2A,H_13,55.03378191898837,186252.08205838304,447518.10595752846,186249.14579697535,447573.0613532713,31,two,533,1_2
784C5552,H_14,80.52705370832346,186251.26125947063,447493.12316059734,186178.63586817295,447527.910499067,21,one,NA,1_2
78612A1E,H_14,40.60580170986328,186251.26125947063,447493.12316059734,186252.75389202288,447533.7015191221,21,one,NA,1_2
34556652,H_14,22.794107413316304,186251.26125947063,447493.12316059734,186267.3859378955,447509.2342151397,14,one,NA,1_2
78612A1E,H_16,29.987189193071465,186244.3366759072,448043.56550467544,186227.60107176416,448018.6827582501,22,one,NA,1
784C5552,H_16,55.50091938532052,186244.3366759072,448043.56550467544,186217.7265913013,447994.8596995812,27,one,NA,1
34556652,H_16,22.909655549391697,186244.3366759072,448043.56550467544,186230.0741289771,448025.6369778966,12,one,NA,1
78612A1E,H_17,57.14677722181217,186243.51581916632,448018.58270920435,186186.78578490575,448011.6937789802,29,one,NA,1_2
784C5552,H_17,17.49888052844542,186243.51581916632,448018.58270920435,186226.02050394384,448018.2294882891,18,one,NA,1_2
34556652,H_17,22.90964028514636,186243.51581916632,448018.58270920435,186229.3966310851,448036.6243318011,14,one,NA,1_2
33344C34,H_17,4.196124828983167,186243.51581916632,448018.58270920435,186239.40955138695,448019.4464386206,30,two,324,1_2
34191E2A,H_17,45.827389674632535,186243.51581916632,448018.58270920435,186198.1566069953,448025.11658367625,40,two,464,1_2
78612A1E,H_18,43.30858516970445,186242.69496516965,447993.5999135299,186200.31935276132,448002.5408878851,29,one,NA,2
34556652,H_18,11.824187653063351,186242.69496516965,447993.5999135299,186235.02046797232,448002.5951070477,12,one,NA,2
784C5552,H_18,30.336855663977506,186242.69496516965,447993.5999135299,186225.1796556623,447968.8301992715,21,one,NA,2
33344C34,H_18,17.046238145708493,186242.69496516965,447993.5999135299,186248.8530328584,448009.4949579545,33,two,459,2
34191E2A,H_18,17.47775617319788,186242.69496516965,447993.5999135299,186228.9802547993,448004.4340577189,40,two,604,2
