k,tag,cp,error,x_cal,y_cal,x_est,y_est,node_count
4,78335578,D_15,71.74652045227444,186349.5508359318,447439.8743994716,186307.2969260101,447497.85862399294,12
4,34191966,D_15,76.8524814608834,186349.5508359318,447439.8743994716,186372.208642591,447513.3109551104,11
4,07610752,D_16,25.578812503703855,186343.44697776978,448015.2992892355,186323.82630475576,447998.8887792015,25
4,34191966,D_16,22.873867512386468,186343.44697776978,448015.2992892355,186329.9300728428,447996.8464548687,17
4,78335578,D_16,45.49415770306941,186343.44697776978,448015.2992892355,186327.2506205618,447972.78580433596,24
4,34191966,D_17,15.116705896698821,186342.62612456517,447990.3165045468,186328.89054675313,447984.0039219266,21
4,07610752,D_17,25.966402544348867,186342.62612456517,447990.3165045468,186317.87424424163,447998.16497455974,22
4,78335578,D_17,20.056246023705132,186342.62612456517,447990.3165045468,186323.94144427212,447997.60593023815,17
4,07610752,D_18,23.364588449660232,186341.80527410615,447965.3337196534,186362.26158046903,447976.62280834164,16
4,34191966,D_18,40.127484530000764,186341.80527410615,447965.3337196534,186379.66639215883,447952.038955477,15
4,78335578,D_18,85.33737079752302,186341.80527410615,447965.3337196534,186422.53486635303,447937.6714748008,18
4,34191966,D_19,6.05900179017035,186340.98442639218,447940.3509345636,186334.9873459256,447939.48691571516,21
4,07610752,D_19,27.914750104594116,186340.98442639218,447940.3509345636,186327.7437033464,447915.7762214091,22
4,78335578,D_19,32.317144178527116,186340.98442639218,447940.3509345636,186329.11748380007,447910.291435543,20
4,78335578,D_2,34.82375481524949,186360.22135402987,447764.65060632967,186335.9571620999,447789.6294551706,22
4,07610752,D_2,12.836265298556604,186360.22135402987,447764.65060632967,186360.65217672675,447751.8215729047,25
4,34191966,D_2,44.37748219586321,186360.22135402987,447764.65060632967,186404.55941824795,447762.7805829509,18
4,07610752,D_20,14.641159788161344,186340.1635814228,447915.36814928084,186348.15599692872,447927.63537612,21
4,34191966,D_20,17.7946109388841,186340.1635814228,447915.36814928084,186329.5859349063,447929.6776416771,19
4,78335578,D_20,34.822241953078475,186340.1635814228,447915.36814928084,186366.28037240083,447938.4007731793,21
4,07610752,D_21,25.80597103137377,186339.34273919833,447890.385363798,186332.1117196837,447865.6131919584,23
4,34191966,D_21,65.63244106455049,186339.34273919833,447890.385363798,186360.33278683867,447952.57085422904,17
4,78335578,D_21,69.29564810951416,186339.34273919833,447890.385363798,186372.49058216522,447951.2385260294,18
4,07610752,D_22,22.412233238723573,186338.52189971888,447865.4025781132,186319.33914417855,447853.8124923229,24
4,34191966,D_22,60.44490168962886,186338.52189971888,447865.4025781132,186382.31375904955,447907.06622169644,20
4,78335578,D_22,9.76728959886247,186338.52189971888,447865.4025781132,186332.20982663712,447872.8562805166,21
4,07610752,D_23,33.365502639000546,186337.701062984,447840.4197922279,186351.116379602,447870.9695229369,19
4,34191966,D_23,17.47639643163325,186337.701062984,447840.4197922279,186349.5742194151,447827.5958853116,16
4,78335578,D_23,22.613870957500808,186337.701062984,447840.4197922279,186318.47777839602,447828.5096079585,23
4,07610752,D_24,81.28313581088108,186336.88022899462,447815.4370061459,186334.92717051538,447734.1773376145,20
4,34191966,D_24,40.056842225802406,186336.88022899462,447815.4370061459,186374.979341349,447827.80665637983,19
4,78335578,D_24,70.06210039971026,186336.88022899462,447815.4370061459,186315.80283354872,447748.620531279,20
4,07610752,D_3,86.79783389623992,186359.40052847477,447739.6678223897,186272.64225148578,447742.28800234187,25
4,34191966,D_3,49.10707510375454,186359.40052847477,447739.6678223897,186389.30711411106,447700.71784214803,13
4,78335578,D_3,78.43432884343586,186359.40052847477,447739.6678223897,186413.89427473364,447683.25527449657,17
4,07610752,D_4,24.28873104847868,186358.579705665,447714.685038251,186335.26785716877,447721.5041419776,18
4,78335578,D_4,47.07437060462141,186358.579705665,447714.685038251,186386.6236581764,447676.87587143446,19
4,34191966,D_4,37.86495711648117,186358.579705665,447714.685038251,186396.01134151293,447720.39709700254,14
4,07610752,D_5,51.18171906553217,186357.7588856004,447689.70225392113,186407.7239827922,447700.79537922994,18
4,34191966,D_5,8.450081589472774,186357.7588856004,447689.70225392113,186351.43763439334,447695.3098971022,16
4,78335578,D_5,56.04612388271637,186357.7588856004,447689.70225392113,186408.16658773366,447665.2026300889,14
4,78335578,D_6,38.897578734031036,186356.93806828125,447664.71946937725,186395.73727639712,447661.9548571167,17
4,07610752,D_6,26.570364803452758,186356.93806828125,447664.71946937725,186348.45152357986,447639.5408505744,14
4,34191966,D_6,25.91595173048093,186356.93806828125,447664.71946937725,186337.1963751254,447647.9295287747,13
4,07610752,D_7,130.9297844093271,186356.11725370627,447639.7366846386,186397.29621634504,447515.4511203865,13
4,34191966,D_7,131.06201378067675,186356.11725370627,447639.7366846386,186395.94717061426,447514.8734427483,13
4,78335578,D_7,88.66567402893979,186356.11725370627,447639.7366846386,186422.71625731193,447581.2031517729,14
4,524B0778,E_1,73.32482852545063,186336.05939774952,447790.454219868,186399.9052042349,447826.5131088209,23
4,664B1E61,E_1,63.43304256279049,186336.05939774952,447790.454219868,186398.71310241826,447800.3670489321,18
4,78521E33,E_1,51.90273853770257,186336.05939774952,447790.454219868,186387.94424591243,447789.09157581144,24
4,524B0778,E_11,0.09417610558631258,186327.8512362715,447540.6263460111,186327.92690031952,447540.682418203,15
4,78521E33,E_11,61.60960553445772,186327.8512362715,447540.6263460111,186383.48470949617,447514.1563601579,17
4,664B1E61,E_11,76.95768645732004,186327.8512362715,447540.6263460111,186403.36756151498,447555.45099192875,9
4,524B0778,E_12,6.021894412495289,186327.03043522008,447515.643557522,186328.1897006714,447521.552814322,16
4,664B1E61,E_12,45.973280345591824,186327.03043522008,447515.643557522,186340.9986235844,447559.443468704,11
4,78521E33,E_12,27.542485808735584,186327.03043522008,447515.643557522,186353.14616362305,447506.8938572696,17
4,664B1E61,E_13,28.79703948525597,186326.20963691408,447490.6607688311,186345.97157964171,447469.7147643733,12
4,78521E33,E_13,6.869868395206511,186326.20963691408,447490.6607688311,186319.3704291174,447490.01244138187,17
4,524B0778,E_13,28.76465077742939,186326.20963691408,447490.6607688311,186314.23477954936,447516.8143140103,15
4,524B0778,E_14,115.10847800655962,186325.3888413525,447465.6779799357,186285.16012591808,447573.5279320149,16
4,78521E33,E_14,14.354789448221824,186325.3888413525,447465.6779799357,186319.44766053028,447478.74558685283,16
4,664B1E61,E_14,32.48475534970934,186325.3888413525,447465.6779799357,186357.4380305671,447470.9797533011,11
4,524B0778,E_15,105.47592331779933,186324.5680485357,447440.6951908304,186296.46168686153,447542.3573904583,18
4,78521E33,E_15,53.21171994512664,186324.5680485357,447440.6951908304,186344.82259308075,447489.9012937526,16
4,664B1E61,E_15,49.05124539824137,186324.5680485357,447440.6951908304,186357.1890212618,447477.3271006021,8
4,524B0778,E_16,41.364667909197244,186318.4641922353,448016.1201439249,186281.20956919494,447998.144359843,27
4,78521E33,E_16,22.129833814054326,186318.4641922353,448016.1201439249,186330.6808345218,447997.66795717424,25
4,664B1E61,E_16,11.531389603682092,186318.4641922353,448016.1201439249,186323.9984047891,448006.0035517318,19
4,78521E33,E_17,12.03678152564995,186317.6433388335,447991.1373564966,186329.65344085847,447991.9383301828,22
4,524B0778,E_17,13.105811014752886,186317.6433388335,447991.1373564966,186330.73902479332,447990.6222918442,23
4,664B1E61,E_17,13.753721665043772,186317.6433388335,447991.1373564966,186330.51188367634,447995.99177852884,17
4,524B0778,E_18,39.72467976449662,186316.82248817538,447966.1545688558,186330.27820796348,448003.530948929,25
4,78521E33,E_18,26.168677246664515,186316.82248817538,447966.1545688558,186336.10545326647,447983.8454401214,23
4,664B1E61,E_18,18.4980546520903,186316.82248817538,447966.1545688558,186329.39886137928,447979.71970294835,15
4,524B0778,E_19,13.932191879144034,186316.00164026287,447941.1717810293,186322.24873460783,447928.7186776891,26
4,78521E33,E_19,22.54167862299487,186316.00164026287,447941.1717810293,186327.9607080368,447922.063982278,23
4,664B1E61,E_19,31.645564232829987,186316.00164026287,447941.1717810293,186317.04084661198,447972.80027744913,17
4,664B1E61,E_2,39.42594195563275,186335.2385692498,447765.47143338004,186373.06512041963,447776.5870496781,20
4,524B0778,E_2,23.09542200754535,186335.2385692498,447765.47143338004,186347.92437093807,447784.7708881193,23
4,78521E33,E_2,78.44916825712156,186335.2385692498,447765.47143338004,186398.0070153236,447812.5287832599,21
4,524B0778,E_20,12.675925468415072,186315.18079509455,447916.18899298995,186327.85652636638,447916.11882743373,27
4,78521E33,E_20,12.566002761828859,186315.18079509455,447916.18899298995,186327.7437134775,447915.91059199604,24
4,664B1E61,E_20,69.49884104187907,186315.18079509455,447916.18899298995,186382.59244166673,447933.09339515603,12
4,524B0778,E_21,18.304082488281008,186314.35995267096,447891.20620477287,186326.74495150772,447904.68401021557,27
4,78521E33,E_21,39.47329661047081,186314.35995267096,447891.20620477287,186328.04239186156,447928.232303718,29
4,664B1E61,E_21,61.756508276446056,186314.35995267096,447891.20620477287,186360.09031841587,447932.7104209844,19
4,524B0778,E_22,20.290880573219383,186313.53911299256,447866.22341633396,186293.26236841356,447866.9806902044,30
4,78521E33,E_22,6.055174796842258,186313.53911299256,447866.22341633396,186314.39284009454,447872.21810497105,26
4,664B1E61,E_22,33.49167348766192,186313.53911299256,447866.22341633396,186337.97777687391,447889.1241565119,19
4,524B0778,E_23,20.64595897937557,186312.71827605885,447841.2406277053,186306.18886564166,447860.82690917427,28
4,664B1E61,E_23,62.818528101574046,186312.71827605885,447841.2406277053,186316.54640565888,447778.53885024553,20
4,78521E33,E_23,38.68763075846809,186312.71827605885,447841.2406277053,186341.66975849436,447815.57850701176,22
4,524B0778,E_24,22.383918490781973,186311.89744186934,447816.2578388777,186294.01837609554,447829.72553407983,24
4,664B1E61,E_24,13.74379264139282,186311.89744186934,447816.2578388777,186305.51279104585,447804.0870513094,21
4,78521E33,E_24,30.19664975865117,186311.89744186934,447816.2578388777,186341.64164015767,447821.46555669175,21
4,524B0778,E_3,18.683700672761812,186334.41774349537,447740.4886466951,186337.41657986175,447758.9301122355,24
4,664B1E61,E_3,18.247448114893135,186334.41774349537,447740.4886466951,186333.98153263182,447758.7308801874,20
4,78521E33,E_3,75.5578152241014,186334.41774349537,447740.4886466951,186367.7548090565,447808.29442448146,25
4,524B0778,E_4,39.9791384641231,186333.59692048532,447715.5058598167,186370.0072352012,447732.0170831095,19
4,664B1E61,E_4,87.80779545658959,186333.59692048532,447715.5058598167,186418.52887026235,447693.2174581239,13
4,78521E33,E_4,25.29566870628118,186333.59692048532,447715.5058598167,186346.70587229996,447693.8719457552,21
4,524B0778,E_5,34.99606272313812,186332.77610021963,447690.5230727358,186356.23594325263,447664.5546270567,20
4,78521E33,E_5,58.49413834976081,186332.77610021963,447690.5230727358,186381.35388190672,447657.9383624004,20
4,664B1E61,E_5,36.52071677739616,186332.77610021963,447690.5230727358,186363.1104471581,447670.1861568007,14
4,524B0778,E_6,27.444191717695787,186331.95528269946,447665.5402854495,186307.17176755334,447653.7521118827,20
4,78521E33,E_6,35.14148627028843,186331.95528269946,447665.5402854495,186362.1079674621,447683.58854461455,18
4,664B1E61,E_6,92.70402928606315,186331.95528269946,447665.5402854495,186334.88977443712,447572.8827126121,13
4,524B0778,E_7,110.53015174850832,186331.13446792436,447640.55749796296,186403.31479733594,447556.850183518,17
4,78521E33,E_7,42.36401051556109,186331.13446792436,447640.55749796296,186348.7542837289,447602.0315135112,18
4,664B1E61,E_7,123.44258067715168,186331.13446792436,447640.55749796296,186359.67301253256,447520.4591124789,10
4,78521E33,E_8,13.578548549266293,186330.31365589346,447615.5747102815,186333.86435834222,447602.46862418286,20
4,524B0778,E_8,73.13896378078334,186330.31365589346,447615.5747102815,186373.2427530354,447556.35984186566,17
4,664B1E61,E_8,148.58352999258065,186330.31365589346,447615.5747102815,186295.3353381514,447471.1670142505,7
4,2D2A784C,F_1,62.772526430483,186311.0766104249,447791.2750498574,186313.10552114312,447854.0147788635,28
4,072D1E2A,F_1,16.678843224176564,186311.0766104249,447791.2750498574,186321.79660371927,447778.49750881596,22
4,6119331E,F_1,23.010117944798953,186311.0766104249,447791.2750498574,186298.67423591303,447810.656655423,18
4,072D1E2A,F_10,28.79595734500442,186303.68925093676,447566.42993958615,186320.44430705273,447543.010391043,14
4,2D2A784C,F_10,36.63398498952782,186303.68925093676,447566.42993958615,186340.15374346948,447569.9498317073,20
4,6119331E,F_10,26.17857703611035,186303.68925093676,447566.42993958615,186309.39650620637,447540.8810622542,15
4,2D2A784C,F_11,56.17728021925681,186302.86844693904,447541.447148552,186246.70529199738,447542.70684686175,20
4,072D1E2A,F_11,12.78970082548446,186302.86844693904,447541.447148552,186314.0010951981,447547.7432258979,12
4,6119331E,F_11,12.496445686432892,186302.86844693904,447541.447148552,186303.6435140951,447553.91953507974,12
4,072D1E2A,F_12,14.216751167853452,186302.04764568596,447516.46435732656,186308.31979977142,447503.70598372736,14
4,2D2A784C,F_12,73.13757060371414,186302.04764568596,447516.46435732656,186234.6839967462,447544.94668580114,20
4,6119331E,F_12,22.974735854667426,186302.04764568596,447516.46435732656,186314.21464608435,447496.9758327827,8
4,2D2A784C,F_13,13.656374039364385,186301.2268471773,447491.48156587995,186314.8029795256,447490.0033296454,19
4,072D1E2A,F_13,54.28734887821301,186301.2268471773,447491.48156587995,186351.42110580587,447470.8018016416,14
4,6119331E,F_13,58.85316763105032,186301.2268471773,447491.48156587995,186356.3909938443,447470.9727321074,11
4,2D2A784C,F_14,32.783881618554865,186300.40605141345,447466.49877424404,186281.99659690796,447493.62578806403,16
4,6119331E,F_14,62.4489806235115,186300.40605141345,447466.49877424404,186362.80933626145,447464.110213779,12
4,072D1E2A,F_14,68.8434209255168,186300.40605141345,447466.49877424404,186369.13560929333,447470.4566118309,10
4,2A786119,F_15,131.22281644857154,186299.58525839454,447441.5159823996,186239.64083739914,447558.24684356415,17
4,4C524C66,F_15,103.70628205937385,186299.58525839454,447441.5159823996,186244.49793957933,447529.3816767537,12
4,78073433,F_15,54.25788582012181,186299.58525839454,447441.5159823996,186324.0438517782,447489.94836189266,11
4,2D2A784C,F_16,20.34595841947713,186293.481403957,448016.94099882204,186287.0863456257,447997.62620519265,23
4,072D1E2A,F_16,24.728368921025737,186293.481403957,448016.94099882204,186286.24164603086,447993.2961656726,16
4,6119331E,F_16,9.799155672594404,186293.481403957,448016.94099882204,186286.42918119486,448023.74464534497,16
4,2D2A784C,F_17,6.004141912775414,186292.6605503563,447991.95820864156,186287.0205852825,447989.89895778865,28
4,6119331E,F_17,15.387722923120808,186292.6605503563,447991.95820864156,186286.44453833255,448006.0345437924,19
4,072D1E2A,F_17,12.763453801683344,186292.6605503563,447991.95820864156,186292.24141492252,447979.20163863094,21
4,2D2A784C,F_18,5.516542935331698,186291.8396995001,447966.97541825817,186292.02085897466,447972.48898581485,27
4,6119331E,F_18,6.430056452240349,186291.8396995001,447966.97541825817,186292.05085773423,447973.4020066361,19
4,072D1E2A,F_18,130.32897196039417,186291.8396995001,447966.97541825817,186410.6229187755,447913.3453170945,9
4,6119331E,F_19,43.6144426534643,186291.01885138897,447941.9926276905,186292.45110032475,447985.58354728343,21
4,072D1E2A,F_19,43.67157259039073,186291.01885138897,447941.9926276905,186298.81148276888,447984.9633287401,18
4,2D2A784C,F_19,46.65793668618397,186291.01885138897,447941.9926276905,186316.39580330544,447981.1458314833,29
4,072D1E2A,F_2,88.20437142184444,186310.25578172557,447766.29226062074,186386.96282174496,447809.8358152458,25
4,2D2A784C,F_2,63.8644689845139,186310.25578172557,447766.29226062074,186327.9835020156,447827.64695344854,28
4,6119331E,F_2,46.494987695035036,186310.25578172557,447766.29226062074,186298.50116732708,447811.2768459929,24
4,2D2A784C,F_20,14.26481760734208,186290.19800602205,447917.00983690284,186283.7260594169,447904.2976801814,28
4,072D1E2A,F_20,16.438877951583777,186290.19800602205,447917.00983690284,186301.56489488573,447928.8854651333,18
4,6119331E,F_20,24.418786855297586,186290.19800602205,447917.00983690284,186290.4816210274,447941.4269766619,21
4,072D1E2A,F_21,35.523551801741,186289.3771633999,447892.02704594465,186309.1182349969,447921.5602954241,19
4,2D2A784C,F_21,31.141827772819937,186289.3771633999,447892.02704594465,186308.56004024053,447916.55928337114,25
4,6119331E,F_21,45.625140703724924,186289.3771633999,447892.02704594465,186316.48917120998,447928.7229925429,22
4,2D2A784C,F_22,26.160164492657515,186288.55632352177,447867.0442547628,186307.77838068648,447884.78873910697,30
4,072D1E2A,F_22,47.06943675879622,186288.55632352177,447867.0442547628,186332.2738537283,447884.4887217777,20
4,6119331E,F_22,75.45634536981116,186288.55632352177,447867.0442547628,186358.13207366277,447896.24827929516,21
4,6119331E,F_23,62.70559001678972,186287.73548638893,447842.0614633876,186340.21126925386,447807.73533293186,26
4,2D2A784C,F_23,6.399949465602252,186287.73548638893,447842.0614633876,186287.76288464412,447835.6615725684,28
4,072D1E2A,F_23,75.41092848863998,186287.73548638893,447842.0614633876,186363.1026330726,447839.49215681123,23
4,2D2A784C,F_24,19.881187282692235,186286.91465200036,447817.07867181674,186287.58475796203,447836.94856275176,29
4,072D1E2A,F_24,36.97760109757574,186286.91465200036,447817.07867181674,186304.99011467633,447784.8200197683,22
4,6119331E,F_24,26.186095495295163,186286.91465200036,447817.07867181674,186304.91313595767,447798.0585200685,27
4,2D2A784C,F_3,28.824525681762136,186309.4349557705,447741.3094711955,186338.1014962701,447744.32322907617,28
4,6119331E,F_3,24.315316161911156,186309.4349557705,447741.3094711955,186304.3499874834,447765.08714344434,18
4,072D1E2A,F_3,28.312828575266856,186309.4349557705,447741.3094711955,186332.70071383144,447757.4439300889,19
4,2D2A784C,F_4,13.594396392288706,186308.61413255983,447716.3266815737,186311.96042334285,447729.502794478,27
4,072D1E2A,F_4,87.61209303441998,186308.61413255983,447716.3266815737,186364.6500098013,447783.6754700383,19
4,6119331E,F_4,69.39226823832612,186308.61413255983,447716.3266815737,186341.42914079857,447777.46964621847,23
4,2D2A784C,F_5,34.65960174130387,186307.79331209432,447691.3438917445,186279.1177129983,447710.81176295195,25
4,072D1E2A,F_5,41.60611868301529,186307.79331209432,447691.3438917445,186323.3991858098,447652.77543549536,16
4,6119331E,F_5,71.3408719204574,186307.79331209432,447691.3438917445,186349.54314739117,447633.49519894115,14
4,2D2A784C,F_6,44.83149975225155,186306.9724943736,447666.3611017207,186270.2463285578,447692.0720354748,21
4,072D1E2A,F_6,34.00042692957567,186306.9724943736,447666.3611017207,186319.48303965546,447634.74599001533,17
4,6119331E,F_6,154.92138043081874,186306.9724943736,447666.3611017207,186340.7380352724,447515.16413626703,17
4,2D2A784C,F_7,59.37505690898693,186306.15167939712,447641.3783114908,186274.21936204997,447591.3210993053,21
4,072D1E2A,F_7,32.48850742013604,186306.15167939712,447641.3783114908,186330.64428345882,447620.0331607379,13
4,6119331E,F_7,31.676749637953375,186306.15167939712,447641.3783114908,186325.95658406024,447666.1004112987,15
4,072D1E2A,F_8,36.413419868802265,186305.3308671654,447616.3955210575,186325.78979241173,447646.5180960521,14
4,2D2A784C,F_8,66.0707678917845,186305.3308671654,447616.3955210575,186331.79849538516,447555.85783836123,17
4,6119331E,F_8,94.01151607772142,186305.3308671654,447616.3955210575,186315.08192868347,447522.89107220876,11
4,072D1E2A,F_9,33.90697544019874,186304.51005767882,447591.41273042926,186291.30507743283,447560.18275316054,12
4,2D2A784C,F_9,40.389953424169704,186304.51005767882,447591.41273042926,186332.6480711037,447562.4368691287,19
4,6119331E,F_9,77.72499980502788,186304.51005767882,447591.41273042926,186367.46556431637,447545.8300607104,11
4,2A786119,G_1,55.914016532773395,186286.09382035543,447792.0958800439,186337.09488676887,447815.0146162551,26
4,78073433,G_1,94.78174995552602,186286.09382035543,447792.0958800439,186374.21170559752,447827.0074601441,23
4,4C524C66,G_1,61.15183017013168,186286.09382035543,447792.0958800439,186343.03330394113,447814.39927759115,24
4,2A786119,G_10,41.9873482258832,186278.70645906057,447567.25074508536,186261.57945148557,447605.5861467732,23
4,4C524C66,G_10,32.50355816555385,186278.70645906057,447567.25074508536,186284.35115596003,447535.2410795086,16
4,78073433,G_10,6.1800206254002,186278.70645906057,447567.25074508536,186279.09955474662,447573.418251122,11
4,2A786119,G_11,34.457801347198114,186277.8856548618,447542.26795130834,186266.3627088337,447574.7419684377,21
4,4C524C66,G_11,43.11735305248254,186277.8856548618,447542.26795130834,186313.7433160886,447518.3235518463,15
4,78073433,G_11,18.60996426527512,186277.8856548618,447542.26795130834,186284.55186057894,447559.64300443896,15
4,2A786119,G_12,35.575079457356146,186277.06485340698,447517.2851573273,186259.2772061524,447548.09401779866,21
4,4C524C66,G_12,19.646083974269786,186277.06485340698,447517.2851573273,186295.30630231157,447509.9900797139,17
4,78073433,G_12,100.94366592873428,186277.06485340698,447517.2851573273,186268.16878130788,447617.8360578322,14
4,2A786119,G_13,44.38297143847574,186276.2440546966,447492.3023631428,186271.22441629978,447536.4005647396,18
4,4C524C66,G_13,6.21511697093867,186276.2440546966,447492.3023631428,186276.83180176117,447498.48962686356,18
4,78073433,G_13,51.828236749046106,186276.2440546966,447492.3023631428,186289.91497668106,447542.29508277884,13
4,2A786119,G_16,43.23436310257262,186269.31946947673,448042.744646642,186268.46944176167,447999.5186405141,32
4,4C524C66,G_16,21.52405605100556,186269.31946947673,448042.744646642,186268.49671093322,448021.2363213407,21
4,78073433,G_16,37.73505359250103,186269.31946947673,448042.744646642,186292.88009238316,448013.2687019092,23
4,2A786119,G_17,29.487749898823306,186268.49861293368,448017.76185390964,186272.8074345619,447988.59061035933,30
4,4C524C66,G_17,13.14328357297576,186268.49861293368,448017.76185390964,186256.0904464274,448013.42788263236,26
4,78073433,G_17,31.238501221132143,186268.49861293368,448017.76185390964,186237.7777013618,448023.42485229706,23
4,2A786119,G_18,23.493351565129252,186267.67775913482,447992.7790609881,186250.77326411149,447976.4641715993,31
4,4C524C66,G_18,24.22170338854697,186267.67775913482,447992.7790609881,186243.45730842638,447993.0253992166,23
4,78073433,G_18,39.314045221707396,186267.67775913482,447992.7790609881,186230.10644774328,447981.20362527214,21
4,2A786119,G_19,10.735477888869344,186266.856908081,447967.7962678662,186267.20945177626,447978.52595558047,29
4,4C524C66,G_19,20.970680768807842,186266.856908081,447967.7962678662,186271.94212292347,447988.1410470961,28
4,78073433,G_19,30.492164663098453,186266.856908081,447967.7962678662,186243.58581318264,447987.4997763881,24
4,4C524C66,G_2,76.94083067589143,186285.27299145586,447767.1130880803,186359.34323439372,447746.29265253677,24
4,2A786119,G_2,254.78100533998443,186285.27299145586,447767.1130880803,186396.86175549502,447538.0687508391,8
4,78073433,G_2,35.800590589789586,186285.27299145586,447767.1130880803,186315.27241462097,447786.65066460194,22
4,2A786119,G_20,17.50261149556174,186266.0360597704,447942.8134745437,186265.69065810033,447960.3126775784,29
4,4C524C66,G_20,23.898212690639753,186266.0360597704,447942.8134745437,186265.75863030195,447966.71007686906,27
4,78073433,G_20,16.591425576257006,186266.0360597704,447942.8134745437,186265.373984603,447959.3916849153,24
4,2A786119,G_21,39.67194292741296,186265.21521420474,447917.8306810168,186272.25018968756,447956.873890101,30
4,4C524C66,G_21,45.36284217049734,186265.21521420474,447917.8306810168,186283.43615477858,447959.37324683054,25
4,78073433,G_21,56.33505444840503,186265.21521420474,447917.8306810168,186267.48453248886,447974.120009972,26
4,2A786119,G_22,63.3092379212843,186264.39437138377,447892.84788730374,186318.67239801632,447860.2602296547,28
4,4C524C66,G_22,37.307286464856446,186264.39437138377,447892.84788730374,186227.50694521464,447887.2665421264,24
4,78073433,G_22,77.34667588296578,186264.39437138377,447892.84788730374,186339.95613781325,447909.36841163563,20
4,2A786119,G_23,14.022278829089156,186263.57353130693,447867.8650933823,186257.00181047258,447855.4781329466,30
4,4C524C66,G_23,39.992468933769246,186263.57353130693,447867.8650933823,186226.05838642025,447881.7219139249,21
4,78073433,G_23,41.51024974113028,186263.57353130693,447867.8650933823,186238.28166370548,447900.78047378117,24
4,2A786119,G_24,33.172829250362156,186262.75269397406,447842.88229926367,186231.2810935379,447832.3954042771,29
4,4C524C66,G_24,21.847177005671384,186262.75269397406,447842.88229926367,186245.90997347247,447828.9674902739,24
4,78073433,G_24,49.965527240615025,186262.75269397406,447842.88229926367,186219.9022228829,447868.58037389384,20
4,2A786119,G_3,17.71003235851175,186284.45216530134,447742.13029590016,186266.76420219772,447741.24643653084,27
4,4C524C66,G_3,28.623071208067508,186284.45216530134,447742.13029590016,186309.53176937424,447728.3355989144,22
4,78073433,G_3,46.0557674312092,186284.45216530134,447742.13029590016,186328.24478955503,447727.87057028385,18
4,2A786119,G_4,30.20066491560254,186283.63134189032,447717.14750353195,186266.2726402109,447741.8609742989,27
4,4C524C66,G_4,61.83829632575046,186283.63134189032,447717.14750353195,186289.67008295062,447778.690240706,18
4,78073433,G_4,82.38942463171954,186283.63134189032,447717.14750353195,186364.6381641354,447702.1171329144,17
4,2A786119,G_5,45.91612924137891,186282.81052122408,447692.164710958,186328.09374587768,447684.56731077883,25
4,78073433,G_5,53.23974677462826,186282.81052122408,447692.164710958,186312.62475680828,447648.0559590696,16
4,4C524C66,G_5,55.92898786200896,186282.81052122408,447692.164710958,186306.21497738466,447641.36822372617,19
4,2A786119,G_6,20.091049612276198,186281.98970330262,447667.1819181903,186263.58812390405,447675.2461695605,21
4,4C524C66,G_6,26.735330673573635,186281.98970330262,447667.1819181903,186299.97004278848,447647.39593076997,16
4,78073433,G_6,2.442977655954969,186281.98970330262,447667.1819181903,186280.8637547845,447669.349954113,17
4,2A786119,G_7,31.28071630168804,186281.16888812554,447642.19912520726,186250.61161023268,447648.88762131066,23
4,4C524C66,G_7,86.7426933432392,186281.16888812554,447642.19912520726,186334.931929299,447574.1268823162,17
4,78073433,G_7,25.94281035873971,186281.16888812554,447642.19912520726,186274.05105447443,447667.14638664864,15
4,2A786119,G_8,28.658087348410653,186280.34807569312,447617.21633203316,186268.0566549628,447591.3279766026,23
4,4C524C66,G_8,63.18717543640801,186280.34807569312,447617.21633203316,186291.76988110214,447555.07004090626,15
4,78073433,G_8,64.34551443314685,186280.34807569312,447617.21633203316,186283.8738343278,447552.9674857111,15
4,2A786119,G_9,17.280551295751348,186279.52726600473,447592.2335386554,186267.816325422,447604.9406753806,23
4,4C524C66,G_9,33.77516670010702,186279.52726600473,447592.2335386554,186291.21542914776,447560.54523280036,13
4,78073433,G_9,39.5759119441935,186279.52726600473,447592.2335386554,186291.1059978873,447554.3893082602,16
4,784C5552,H_1,51.71076486665007,186261.9318593862,447817.8995049536,186273.31319878588,447767.45678182563,23
4,34556652,H_1,74.34549438982025,186261.9318593862,447817.8995049536,186299.86188314547,447753.9576107551,22
4,78612A1E,H_1,43.817834752578015,186261.9318593862,447817.8995049536,186266.18392720347,447774.2884677992,24
4,78612A1E,H_10,12.896707514852462,186254.54447158624,447593.0543470917,186254.80451277544,447605.94843268563,26
4,34556652,H_10,40.40290163128217,186254.54447158624,447593.0543470917,186278.13319771262,447560.25241940503,12
4,784C5552,H_10,18.393092331122173,186254.54447158624,447593.0543470917,186271.7002213929,447599.68654839083,21
4,78612A1E,H_11,13.729441841696676,186253.7236644407,447568.0715507825,186242.61027338557,447576.1331953132,25
4,34556652,H_11,26.373007994543038,186253.7236644407,447568.0715507825,186272.1080649775,447549.1625749355,14
4,784C5552,H_11,55.2721856473585,186253.7236644407,447568.0715507825,186198.52747371778,447565.17413194594,22
4,784C5552,H_12,25.882337456736998,186252.9028600399,447543.0887542515,186257.07583707385,447517.54503379227,21
4,78612A1E,H_12,44.00918500701027,186252.9028600399,447543.0887542515,186209.425959545,447549.91279179085,24
4,34556652,H_12,82.14449306683979,186252.9028600399,447543.0887542515,186316.1004390478,447490.6122476152,12
