cp,tag,x_cal,y_cal,x_est,y_est,error
D_4,78335578,186358.579705665,447714.685038251,186315.875,447693.8125,47.532670227682296
D_5,07610752,186357.7588856004,447689.70225392113,186387.0625,447719.65625,41.90398188684766
D_5,34191966,186357.7588856004,447689.70225392113,186394.125,447694.6875,36.70622501690462
D_5,78335578,186357.7588856004,447689.70225392113,186356.234375,447587.28125,102.4323492690824
D_6,07610752,186356.9380682813,447664.71946937725,186347.09375,447650.375,17.39754017493394
D_6,34191966,186356.9380682813,447664.71946937725,186322.125,447665.09375,34.815080197285994
D_6,78335578,186356.9380682813,447664.71946937725,186384.28125,447636.25,39.473538897893675
D_7,07610752,186356.11725370627,447639.7366846386,186371.34375,447551.65625,89.38685113319328
D_7,34191966,186356.11725370627,447639.7366846386,186325.09375,447597.84375,52.12941352870471
D_7,78335578,186356.11725370627,447639.7366846386,186400.15625,447624.125,46.72427518768527
E_1,524B0778,186336.05939774946,447790.454219868,186312.65625,447812.40625,32.08736435887495
E_1,664B1E61,186336.05939774946,447790.454219868,186384.90625,447785.125,49.13670277081917
E_1,78521E33,186336.05939774946,447790.454219868,186336.015625,447751.625,38.82924454082282
E_11,524B0778,186327.8512362715,447540.6263460143,186390.25,447563.875,66.58908038853822
E_11,664B1E61,186327.8512362715,447540.6263460143,186329.546875,447639.03125,98.41951188218614
E_11,78521E33,186327.8512362715,447540.6263460143,186370.46875,447514.78125,49.84196489293657
E_12,524B0778,186327.03043522005,447515.64355752483,186319.9375,447551.5625,36.612568314312306
E_12,664B1E61,186327.03043522005,447515.64355752483,186340.703125,447570.59375,56.6256664320764
E_12,78521E33,186327.03043522005,447515.64355752483,186323.875,447537.625,22.20676889412362
E_13,524B0778,186326.20963691408,447490.6607688311,186315.34375,447484.84375,12.324983022738676
E_13,664B1E61,186326.20963691408,447490.6607688311,186336.1875,447510.375,22.095444379840007
E_13,78521E33,186326.20963691408,447490.6607688311,186276.671875,447480.15625,50.63926116491657
E_14,524B0778,186325.38884135254,447465.67797993857,186278.546875,447522.15625,73.37550545587096
E_14,664B1E61,186325.38884135254,447465.67797993857,186286.703125,447567.4375,108.86498322620552
E_14,78521E33,186325.38884135254,447465.67797993857,186351.265625,447471.625,26.55136492816161
E_15,524B0778,186324.56804853567,447440.69519083324,186309.671875,447517.40625,78.14398623368793
E_15,664B1E61,186324.56804853567,447440.69519083324,186328.8125,447491.125,50.608112203763824
E_15,78521E33,186324.56804853567,447440.69519083324,186338.265625,447463.40625,26.52198728361325
E_16,524B0778,186318.4641922353,448016.1201439249,186273.34375,448006.75,46.083119519856595
E_16,664B1E61,186318.4641922353,448016.1201439249,186330.78125,447992.0625,27.02739616012612
E_16,78521E33,186318.4641922353,448016.1201439249,186267.703125,448004.53125,52.06715288229333
E_17,524B0778,186317.64333883353,447991.13735649944,186325.09375,447988.21875,8.001680476504859
E_17,664B1E61,186317.64333883353,447991.13735649944,186302.078125,448004.75,20.67800630517159
